Stat;EN04;;;;;
Parm;PM10;NOX;NO;NO2;CO;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;
28/03/20 18:00;6,32;12,95;1,19;11,13;0,31;
28/03/20 19:00;8,65;18,85;1,28;16,89;0,32;
28/03/20 20:00;11,49;26,33;1,51;24,03;0,33;
28/03/20 21:00;11,22;31,83;1,44;29,62;0,33;
28/03/20 22:00;14,91;21,17;1,59;18,74;0,34;
28/03/20 23:00;21,57;21,32;1,61;18,86;0,42;
29/03/20 00:00;23,25;14,06;1,47;11,80;0,37;
29/03/20 01:00;5,81;10,43;1,43;8,24;0,32;
29/03/20 02:00;12,70;9,45;1,38;7,32;0,30;
29/03/20 03:00;17,37;12,17;1,24;10,27;0,30;
29/03/20 04:00;20,77;11,87;1,30;9,88;0,30;
29/03/20 05:00;33,86;11,03;1,39;8,90;0,31;
29/03/20 06:00;55,03;11,89;1,49;9,61;0,32;
29/03/20 07:00;65,79;13,38;1,43;11,17;0,36;
29/03/20 08:00;74,50;17,81;2,07;14,64;0,44;
29/03/20 09:00;92,99;12,73;1,62;10,24;0,35;
29/03/20 10:00;92,75;12,79;1,72;10,15;0,33;
29/03/20 11:00;89,29;10,91;1,46;8,67;0,33;
29/03/20 12:00;84,28;10,71;1,51;8,40;0,33;
29/03/20 13:00;100,55;9,67;1,26;7,73;0,32;
29/03/20 14:00;127,77;8,51;1,15;6,74;0,30;
29/03/20 15:00;141,82;8,50;1,09;6,83;0,31;
29/03/20 16:00;167,69;8,47;1,04;6,87;;
29/03/20 17:00;174,00;9,51;1,13;7,78;0,31;
29/03/20 18:00;177,10;10,19;0,99;8,68;0,32;
29/03/20 19:00;173,13;14,08;1,16;12,30;0,33;
29/03/20 20:00;164,25;21,60;1,33;19,56;0,34;
29/03/20 21:00;174,99;27,36;1,29;25,38;0,41;
29/03/20 22:00;176,32;30,68;1,57;28,26;0,49;
29/03/20 23:00;168,13;22,85;1,45;20,62;0,47;
30/03/20 00:00;143,69;20,97;1,50;18,66;0,41;
30/03/20 01:00;135,83;17,89;1,68;15,32;0,36;
30/03/20 02:00;127,68;17,72;1,65;15,20;0,35;
30/03/20 03:00;116,53;17,78;1,87;14,90;0,34;
30/03/20 04:00;103,10;;;;0,34;
30/03/20 05:00;81,69;38,74;5,23;30,71;0,33;
30/03/20 06:00;77,85;54,66;5,80;45,77;0,34;
30/03/20 07:00;89,52;82,15;16,27;57,21;0,47;
30/03/20 08:00;136,14;43,61;7,11;32,70;0,51;
30/03/20 09:00;144,06;26,80;3,76;21,05;0,40;
30/03/20 10:00;142,49;18,21;2,36;14,59;0,36;
30/03/20 11:00;135,75;16,13;2,08;12,93;0,36;
30/03/20 12:00;128,97;16,05;2,03;12,95;0,37;
30/03/20 13:00;133,39;14,51;1,84;11,69;0,37;
30/03/20 14:00;116,95;11,82;1,40;9,68;0,35;
30/03/20 15:00;132,43;11,74;1,27;9,79;0,37;
30/03/20 16:00;138,93;13,77;1,28;11,81;0,40;
30/03/20 17:00;160,36;13,68;1,31;11,67;0,41;
30/03/20 18:00;161,62;17,50;1,34;15,46;0,41;
30/03/20 19:00;160,43;23,23;1,27;21,28;0,42;
30/03/20 20:00;156,75;25,14;1,28;23,17;0,43;
30/03/20 21:00;151,00;19,67;1,43;17,49;0,41;
30/03/20 22:00;143,95;20,55;1,36;18,47;0,43;
30/03/20 23:00;139,98;21,57;1,38;19,46;0,48;
31/03/20 00:00;136,90;17,39;1,33;15,35;0,48;
31/03/20 01:00;149,16;17,12;1,30;15,13;0,49;
31/03/20 02:00;140,63;15,70;1,38;13,59;0,41;
31/03/20 03:00;112,87;17,80;1,35;15,73;0,37;
31/03/20 04:00;113,33;18,14;1,67;15,58;;
31/03/20 05:00;113,71;16,93;1,47;14,67;0,38;
31/03/20 06:00;106,13;28,65;2,79;24,38;0,42;
31/03/20 07:00;96,91;36,65;4,22;30,18;0,53;
31/03/20 08:00;80,64;22,00;3,20;17,11;0,45;
31/03/20 09:00;59,65;18,52;2,68;14,41;0,40;
31/03/20 10:00;48,08;16,88;2,38;13,23;0,39;
31/03/20 11:00;42,77;16,42;2,32;12,87;0,38;
31/03/20 12:00;45,10;13,18;1,93;10,21;0,38;
31/03/20 13:00;39,51;13,43;1,95;10,44;0,37;
31/03/20 14:00;30,71;12,51;1,62;10,02;0,35;
31/03/20 15:00;31,72;11,64;1,45;9,41;0,34;
31/03/20 16:00;29,12;10,12;1,27;8,18;0,32;
31/03/20 17:00;20,78;12,86;1,38;10,74;0,31;
31/03/20 18:00;20,96;11,84;1,33;9,80;0,31;
31/03/20 19:00;19,30;11,05;1,26;9,13;0,30;
31/03/20 20:00;14,26;11,30;1,36;9,19;0,30;
31/03/20 21:00;17,11;11,88;1,18;10,07;0,31;
31/03/20 22:00;14,21;10,90;1,20;9,06;0,31;
31/03/20 23:00;6,12;8,47;1,12;6,75;0,29;
01/04/20 00:00;5,24;8,05;1,10;6,36;0,29;
01/04/20 01:00;11,08;8,18;1,08;6,53;0,29;
01/04/20 02:00;6,52;;;;0,29;
01/04/20 03:00;6,28;8,27;1,11;6,56;0,28;
01/04/20 04:00;5,56;8,89;1,07;7,25;0,28;
01/04/20 05:00;2,91;11,02;1,27;9,07;0,28;
01/04/20 06:00;6,08;14,84;1,51;12,52;0,29;
01/04/20 07:00;8,93;14,49;1,76;11,79;0,30;
01/04/20 08:00;8,21;12,35;1,78;9,62;0,32;
01/04/20 09:00;10,79;12,66;1,78;9,93;0,30;
01/04/20 10:00;5,58;14,25;1,81;11,48;0,30;
01/04/20 11:00;13,85;13,43;1,85;10,59;0,30;
01/04/20 12:00;11,13;13,62;1,78;10,90;0,32;
01/04/20 13:00;11,50;14,43;1,70;11,83;0,30;
01/04/20 14:00;9,54;13,57;1,54;11,21;0,30;
01/04/20 15:00;14,32;11,49;1,44;9,29;0,29;
01/04/20 16:00;17,58;9,52;1,28;7,56;;
01/04/20 17:00;13,61;9,71;1,17;7,91;0,26;
01/04/20 18:00;14,78;12,97;1,23;11,08;0,27;
01/04/20 19:00;19,91;14,08;1,31;12,07;0,28;
01/04/20 20:00;15,82;11,20;1,24;9,29;0,27;
01/04/20 21:00;19,10;9,93;1,10;8,24;0,26;
01/04/20 22:00;15,28;9,51;0,99;7,99;0,25;
01/04/20 23:00;10,41;9,67;1,17;7,92;0,26;
02/04/20 00:00;15,87;8,34;0,96;6,88;0,25;
02/04/20 01:00;18,06;8,03;0,94;6,60;0,26;
02/04/20 02:00;16,64;8,18;0,94;6,74;0,25;
02/04/20 03:00;16,67;8,43;1,00;6,89;0,26;
02/04/20 04:00;16,41;10,42;1,15;8,66;0,26;
02/04/20 05:00;15,31;13,03;1,36;10,95;0,26;
02/04/20 06:00;19,70;12,99;1,47;10,73;0,27;
02/04/20 07:00;19,58;21,15;2,52;17,30;0,31;
02/04/20 08:00;27,65;19,61;2,63;15,60;0,33;
02/04/20 09:00;22,69;14,28;1,77;11,57;0,32;
02/04/20 10:00;20,31;15,85;1,85;13,00;0,30;
02/04/20 11:00;23,21;13,64;1,64;11,11;0,29;
02/04/20 12:00;17,59;12,42;1,50;10,17;0,28;
02/04/20 13:00;20,48;11,73;1,36;9,65;0,29;
02/04/20 14:00;12,82;9,94;1,14;8,19;0,27;
02/04/20 15:00;14,82;10,11;1,18;8,29;0,27;
02/04/20 16:00;13,83;10,52;1,15;8,76;0,28;
02/04/20 17:00;19,65;11,29;1,14;9,55;0,29;
02/04/20 18:00;13,71;14,21;1,08;12,56;0,30;
02/04/20 19:00;17,97;21,11;1,06;19,49;0,31;
02/04/20 20:00;22,49;47,96;1,42;45,79;0,33;
02/04/20 21:00;28,00;61,32;2,17;57,99;0,39;
02/04/20 22:00;37,45;34,75;1,33;32,71;0,50;
02/04/20 23:00;35,15;24,21;1,50;21,91;0,41;
03/04/20 00:00;33,79;;;;0,39;
03/04/20 01:00;21,10;17,64;1,32;15,61;0,36;
03/04/20 02:00;17,19;15,47;1,28;13,51;0,33;
03/04/20 03:00;17,05;20,96;1,66;18,41;0,32;
03/04/20 04:00;22,09;26,63;2,43;22,91;;
03/04/20 05:00;30,31;51,02;5,04;43,28;0,41;
03/04/20 06:00;28,34;51,76;4,11;45,46;0,39;
03/04/20 07:00;35,69;85,16;11,92;66,89;0,46;
03/04/20 08:00;45,41;83,56;13,86;62,32;0,46;
03/04/20 09:00;41,57;35,10;3,67;29,47;0,37;
03/04/20 10:00;27,95;21,88;2,20;18,52;0,34;
03/04/20 11:00;20,86;18,88;1,80;16,13;0,34;
03/04/20 12:00;18,44;15,13;1,75;12,45;0,32;
03/04/20 13:00;14,32;14,05;1,59;11,61;0,31;
03/04/20 14:00;12,56;12,70;1,40;10,55;0,31;
03/04/20 15:00;12,53;11,03;1,30;9,04;0,31;
03/04/20 16:00;10,53;10,29;1,18;8,48;0,30;
03/04/20 17:00;13,18;11,25;1,13;9,53;0,31;
03/04/20 18:00;15,20;13,28;1,06;11,65;0,31;
03/04/20 19:00;14,91;21,27;1,06;19,64;0,33;
03/04/20 20:00;15,82;30,28;1,12;28,57;0,36;
03/04/20 21:00;22,20;27,97;1,14;26,22;0,35;
03/04/20 22:00;18,45;29,06;1,48;26,79;0,36;
03/04/20 23:00;22,91;21,87;1,57;19,46;0,42;
04/04/20 00:00;24,67;15,61;1,20;13,78;0,38;
04/04/20 01:00;16,21;9,65;1,20;7,81;0,33;
04/04/20 02:00;15,26;8,74;1,10;7,05;0,32;
04/04/20 03:00;14,80;9,81;1,20;7,96;0,31;
04/04/20 04:00;17,50;10,48;1,08;8,83;0,32;
04/04/20 05:00;17,18;14,12;1,06;12,49;0,33;
04/04/20 06:00;19,18;14,50;1,45;12,30;0,34;
04/04/20 07:00;22,19;17,02;1,68;14,44;0,35;
04/04/20 08:00;34,72;18,23;1,89;15,34;0,41;
04/04/20 09:00;28,37;15,07;1,77;12,35;0,38;
04/04/20 10:00;25,24;14,07;1,76;11,38;0,38;
04/04/20 11:00;33,87;12,98;1,55;10,59;0,39;
04/04/20 12:00;33,79;13,07;1,53;10,73;0,38;
04/04/20 13:00;35,45;12,70;1,51;10,40;0,37;
04/04/20 14:00;29,31;11,71;1,22;9,85;0,36;
04/04/20 15:00;32,91;11,10;1,15;9,34;0,35;
04/04/20 16:00;29,48;10,05;1,12;8,33;;
04/04/20 17:00;26,54;10,01;1,12;8,30;0,33;
04/04/20 18:00;23,83;9,91;1,12;8,19;0,32;
04/04/20 19:00;26,83;10,21;1,17;8,42;0,32;
04/04/20 20:00;23,10;11,10;1,21;9,25;0,33;
04/04/20 21:00;24,95;11,06;1,13;9,33;0,33;
04/04/20 22:00;30,09;;;;0,35;
04/04/20 23:00;30,61;10,79;1,06;9,17;0,36;
05/04/20 00:00;38,62;10,64;1,06;9,01;0,39;
05/04/20 01:00;31,54;10,94;1,03;9,36;0,39;
05/04/20 02:00;35,14;12,27;1,09;10,61;0,37;
05/04/20 03:00;25,43;10,58;1,13;8,85;0,37;
05/04/20 04:00;31,03;11,22;1,06;9,60;0,38;
05/04/20 05:00;46,43;10,85;1,17;9,05;0,40;
05/04/20 06:00;40,28;12,43;1,11;10,73;0,40;
05/04/20 07:00;46,71;11,23;1,22;9,36;0,42;
05/04/20 08:00;44,15;11,39;1,16;9,61;0,40;
05/04/20 09:00;34,44;14,18;1,46;11,95;0,41;
05/04/20 10:00;36,12;16,40;1,46;14,17;0,42;
05/04/20 11:00;23,94;14,95;1,47;12,70;0,42;
05/04/20 12:00;28,91;14,35;1,26;12,42;0,40;
05/04/20 13:00;26,62;12,16;1,28;10,20;0,40;
05/04/20 14:00;17,47;8,80;1,00;7,27;0,36;
05/04/20 15:00;16,62;9,19;1,17;7,39;0,35;
05/04/20 16:00;13,40;9,39;1,04;7,79;0,35;
05/04/20 17:00;17,71;10,21;1,01;8,66;0,35;
05/04/20 18:00;22,19;14,01;1,02;12,45;0,36;
05/04/20 19:00;27,90;16,86;1,11;15,16;0,41;
05/04/20 20:00;35,71;20,32;1,20;18,49;0,43;
05/04/20 21:00;32,08;20,51;1,26;18,58;0,46;
05/04/20 22:00;46,04;24,08;1,31;22,08;0,48;
05/04/20 23:00;44,13;26,45;1,39;24,33;0,49;
06/04/20 00:00;34,58;21,16;1,47;18,90;0,46;
06/04/20 01:00;25,64;16,01;1,40;13,87;0,43;
06/04/20 02:00;34,53;17,09;1,36;15,01;0,43;
06/04/20 03:00;37,28;18,67;1,60;16,22;0,41;
06/04/20 04:00;36,68;21,26;1,85;18,36;;
06/04/20 05:00;44,63;28,03;1,66;25,46;0,42;
06/04/20 06:00;48,09;44,22;2,97;39,66;0,44;
06/04/20 07:00;52,01;92,20;19,92;61,65;0,54;
06/04/20 08:00;68,73;76,24;12,84;56,56;0,55;
06/04/20 09:00;67,81;32,73;3,66;27,12;0,47;
06/04/20 10:00;61,05;22,05;2,55;18,14;0,42;
06/04/20 11:00;42,09;16,05;1,96;13,04;0,41;
06/04/20 12:00;40,45;;;;0,40;
06/04/20 13:00;48,32;;;;0,39;
06/04/20 14:00;51,79;13,58;1,80;10,82;0,40;
06/04/20 15:00;40,30;10,23;1,50;7,92;0,39;
06/04/20 16:00;40,58;11,87;1,55;9,49;0,39;
06/04/20 17:00;41,47;10,66;1,28;8,70;0,40;
06/04/20 18:00;35,50;9,23;1,07;7,59;0,42;
06/04/20 19:00;43,53;22,66;1,61;20,19;0,44;
06/04/20 20:00;46,83;;;;0,46;
06/04/20 21:00;44,37;22,80;1,52;20,47;0,47;
06/04/20 22:00;49,02;20,20;1,29;18,22;0,52;
06/04/20 23:00;53,13;20,58;1,44;18,37;0,52;
07/04/20 00:00;56,04;16,33;1,35;14,27;0,51;
07/04/20 01:00;70,75;15,77;1,33;13,73;0,45;
07/04/20 02:00;48,75;10,84;1,31;8,82;0,43;
07/04/20 03:00;36,18;11,87;1,33;9,83;0,41;
07/04/20 04:00;34,58;11,95;1,30;9,95;0,40;
07/04/20 05:00;38,32;21,19;1,64;18,68;0,41;
07/04/20 06:00;37,55;28,60;2,33;24,98;0,42;
07/04/20 07:00;46,59;32,51;2,78;28,25;0,49;
07/04/20 08:00;55,67;28,80;3,30;23,73;0,54;
07/04/20 09:00;50,57;16,21;2,50;12,39;0,44;
07/04/20 10:00;41,35;13,15;2,27;9,67;0,45;
07/04/20 11:00;32,84;11,88;2,13;8,63;0,45;
07/04/20 12:00;32,39;9,64;1,73;6,99;0,46;
07/04/20 13:00;33,63;7,00;1,53;4,65;0,46;
07/04/20 14:00;31,31;7,77;1,55;5,40;0,45;
07/04/20 15:00;29,49;6,04;1,21;4,19;0,45;
07/04/20 16:00;31,49;6,13;1,20;4,29;;
07/04/20 17:00;36,15;7,94;1,15;6,17;0,46;
07/04/20 18:00;42,32;10,28;1,14;8,54;0,47;
07/04/20 19:00;37,60;14,95;1,20;13,08;0,49;
07/04/20 20:00;38,23;25,19;1,24;23,31;0,51;
07/04/20 21:00;44,67;21,37;1,33;19,34;0,51;
07/04/20 22:00;40,49;23,18;1,25;21,26;0,52;
07/04/20 23:00;48,25;31,48;2,06;28,33;0,55;
08/04/20 00:00;40,07;18,23;1,34;16,17;0,49;
08/04/20 01:00;37,18;12,54;1,30;10,56;0,48;
08/04/20 02:00;44,09;10,87;1,25;8,95;0,48;
08/04/20 03:00;45,80;10,32;1,26;8,39;0,47;
08/04/20 04:00;40,18;13,60;1,32;11,58;0,45;
08/04/20 05:00;33,53;29,74;2,47;25,96;0,46;
08/04/20 06:00;43,79;58,65;9,22;44,52;0,50;
08/04/20 07:00;59,89;79,54;13,08;59,48;0,62;
08/04/20 08:00;67,50;40,52;5,08;32,73;0,62;
08/04/20 09:00;56,46;21,59;2,96;17,05;0,52;
08/04/20 10:00;34,23;11,97;2,10;8,74;0,47;
08/04/20 11:00;40,64;8,30;1,65;5,77;0,47;
08/04/20 12:00;35,86;7,95;1,70;5,35;0,47;
08/04/20 13:00;23,32;4,94;1,31;2,93;0,43;
08/04/20 14:00;23,31;3,90;1,16;2,13;0,40;
08/04/20 15:00;21,51;4,35;1,12;2,64;0,38;
08/04/20 16:00;20,32;5,25;1,19;3,42;0,38;
08/04/20 17:00;29,34;7,35;1,24;5,44;0,38;
08/04/20 18:00;21,16;;;;0,37;
08/04/20 19:00;14,93;18,80;1,07;17,16;0,39;
08/04/20 20:00;28,08;20,88;1,43;18,69;0,40;
08/04/20 21:00;30,84;28,16;1,26;26,24;0,40;
08/04/20 22:00;21,46;24,88;1,44;22,66;0,39;
08/04/20 23:00;25,94;21,30;1,51;18,98;0,41;
09/04/20 00:00;26,35;17,82;1,22;15,95;0,45;
09/04/20 01:00;45,36;8,35;1,21;6,50;0,43;
09/04/20 02:00;35,57;8,03;1,18;6,22;0,44;
09/04/20 03:00;34,66;8,04;1,17;6,25;0,44;
09/04/20 04:00;36,05;9,65;1,35;7,58;;
09/04/20 05:00;36,21;14,16;1,50;11,86;0,46;
09/04/20 06:00;44,32;28,62;2,16;25,30;0,47;
09/04/20 07:00;59,78;57,69;8,60;44,51;0,57;
09/04/20 08:00;73,05;32,00;4,24;25,49;0,66;
09/04/20 09:00;54,14;16,63;2,50;12,80;0,48;
09/04/20 10:00;39,19;11,34;1,90;8,43;0,44;
09/04/20 11:00;31,28;9,06;1,70;6,46;0,42;
09/04/20 12:00;34,46;8,90;1,50;6,60;0,41;
09/04/20 13:00;27,44;6,63;1,28;4,66;0,39;
09/04/20 14:00;27,45;5,62;1,12;3,90;0,40;
09/04/20 15:00;32,36;4,61;1,01;3,06;0,42;
09/04/20 16:00;35,69;5,51;1,01;3,97;0,43;
09/04/20 17:00;31,43;7,53;1,13;5,79;0,42;
09/04/20 18:00;36,77;9,40;1,12;7,68;0,39;
09/04/20 19:00;36,17;13,62;1,11;11,92;0,39;
09/04/20 20:00;36,58;25,39;1,18;23,58;0,40;
09/04/20 21:00;40,79;37,63;1,32;35,61;0,44;
09/04/20 22:00;56,52;32,59;1,52;30,26;0,51;
09/04/20 23:00;42,62;23,94;1,44;21,74;0,44;
10/04/20 00:00;34,91;16,07;1,53;13,73;0,39;
10/04/20 01:00;31,79;14,79;1,44;12,59;0,36;
10/04/20 02:00;24,18;11,39;1,32;9,37;0,33;
10/04/20 03:00;15,61;9,85;1,19;8,03;0,34;
10/04/20 04:00;32,46;7,94;1,07;6,30;0,37;
10/04/20 05:00;44,83;13,73;1,21;11,87;0,39;
10/04/20 06:00;53,86;19,79;1,45;17,57;0,41;
10/04/20 07:00;61,52;34,31;2,52;30,46;0,54;
10/04/20 08:00;80,16;30,76;3,18;25,83;0,53;
10/04/20 09:00;54,83;14,80;1,98;11,76;0,42;
10/04/20 10:00;43,76;16,82;2,08;13,63;0,43;
10/04/20 11:00;43,54;14,90;1,90;11,99;0,42;
10/04/20 12:00;39,63;12,29;1,89;9,39;0,39;
10/04/20 13:00;28,54;7,88;1,44;5,68;0,38;
10/04/20 14:00;25,59;7,77;1,41;5,61;0,38;
10/04/20 15:00;33,70;6,76;1,28;4,81;0,38;
10/04/20 16:00;29,27;;;;;
10/04/20 17:00;28,99;9,66;1,12;7,96;0,41;
10/04/20 18:00;34,62;17,89;1,22;16,04;0,42;
10/04/20 19:00;42,73;37,89;1,37;35,78;0,47;
10/04/20 20:00;53,21;40,79;1,74;38,12;0,50;
10/04/20 21:00;55,14;35,24;1,59;32,80;0,49;
10/04/20 22:00;56,31;33,11;1,62;30,62;0,47;
10/04/20 23:00;50,66;23,10;1,56;20,71;0,44;
11/04/20 00:00;43,53;11,77;1,58;9,36;0,39;
11/04/20 01:00;32,65;8,66;1,40;6,51;0,36;
11/04/20 02:00;26,77;6,80;1,22;4,93;0,33;
11/04/20 03:00;29,38;7,35;1,10;5,66;0,32;
11/04/20 04:00;26,16;6,92;1,10;5,24;0,32;
11/04/20 05:00;30,11;12,43;1,25;10,51;0,32;
11/04/20 06:00;22,92;14,56;1,33;12,52;0,35;
11/04/20 07:00;35,49;28,10;2,37;24,46;0,46;
11/04/20 08:00;58,12;37,42;3,09;32,69;0,56;
11/04/20 09:00;66,78;20,87;2,10;17,64;0,48;
11/04/20 10:00;43,24;10,13;1,50;7,83;0,41;
11/04/20 11:00;35,99;11,32;1,57;8,92;0,42;
11/04/20 12:00;33,69;8,69;1,38;6,57;0,43;
11/04/20 13:00;32,20;8,13;1,23;6,24;0,45;
11/04/20 14:00;33,90;7,50;1,24;5,60;0,47;
11/04/20 15:00;37,75;6,90;1,22;5,03;0,49;
11/04/20 16:00;39,37;6,07;1,19;4,24;0,49;
11/04/20 17:00;34,97;7,37;1,19;5,55;0,51;
11/04/20 18:00;40,62;10,70;1,20;8,86;0,51;
11/04/20 19:00;44,25;16,76;1,16;14,98;0,52;
11/04/20 20:00;41,41;21,30;1,27;19,34;0,54;
11/04/20 21:00;46,01;16,19;1,42;14,00;0,55;
11/04/20 22:00;54,55;26,91;1,49;24,61;0,62;
11/04/20 23:00;59,83;29,07;1,87;26,21;0,61;
12/04/20 00:00;58,08;17,65;1,57;15,24;0,57;
12/04/20 01:00;58,55;12,42;1,61;9,94;0,51;
12/04/20 02:00;53,83;16,36;1,57;13,95;0,47;
12/04/20 03:00;50,17;12,00;1,72;9,36;0,45;
12/04/20 04:00;43,69;9,24;1,70;6,63;;
12/04/20 05:00;45,55;8,29;1,65;5,77;0,44;
12/04/20 06:00;39,52;10,87;1,74;8,20;0,46;
12/04/20 07:00;51,02;12,10;2,03;8,99;0,43;
12/04/20 08:00;50,11;16,58;2,41;12,89;0,51;
12/04/20 09:00;46,28;11,65;1,98;8,61;0,51;
12/04/20 10:00;48,24;6,81;1,60;4,36;0,49;
12/04/20 11:00;44,82;5,14;1,30;3,15;0,45;
12/04/20 12:00;39,71;4,63;1,12;2,92;0,45;
12/04/20 13:00;32,79;4,61;1,12;2,88;0,46;
12/04/20 14:00;33,51;;;;0,47;
12/04/20 15:00;34,84;4,64;1,11;2,94;0,48;
12/04/20 16:00;39,38;4,98;1,12;3,27;0,48;
12/04/20 17:00;34,92;7,98;1,11;6,29;0,47;
12/04/20 18:00;32,37;11,18;1,16;9,41;0,49;
12/04/20 19:00;32,88;7,76;1,16;5,99;0,45;
12/04/20 20:00;35,22;6,75;1,20;4,92;0,46;
12/04/20 21:00;37,69;8,77;1,32;6,75;0,49;
12/04/20 22:00;34,10;5,59;1,32;3,57;0,44;
12/04/20 23:00;32,50;3,69;1,19;1,87;0,40;
13/04/20 00:00;33,04;2,84;1,12;1,17;0,38;
13/04/20 01:00;38,53;3,28;1,08;1,65;0,38;
13/04/20 02:00;38,80;3,95;1,13;2,22;0,39;
13/04/20 03:00;29,37;4,83;1,20;2,99;0,38;
13/04/20 04:00;33,07;5,01;1,22;3,15;0,39;
13/04/20 05:00;29,23;14,54;1,33;12,49;0,40;
13/04/20 06:00;41,36;11,76;1,34;9,70;0,40;
