NetC;Brindisi;;;;;;;
Stat;S.I.S.R.I;;;;;;;
Parm;SO2;NO2;NOX;CO;PM10;BENZENE;;
;;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;ug/m3 293K;;
;;;;;;;;
;;;;;;;;
08/10/20 05:00;0,74;8,16;9,23;0,32;21,30;2,56;;
08/10/20 06:00;0,86;17,35;23,86;0,32;21,30;3,33;;
08/10/20 07:00;0,92;11,83;14,60;0,30;21,30;0,04;;
08/10/20 08:00;0,93;23,72;30,94;0,30;21,30;0,03;;
08/10/20 09:00;0,87;13,89;17,29;0,30;21,30;0,04;;
08/10/20 10:00;0,82;12,47;15,93;0,30;21,30;0,04;;
08/10/20 11:00;0,88;7,35;9,17;0,30;21,30;0,04;;
08/10/20 12:00;0,74;5,12;6,56;0,29;21,30;0,07;;
08/10/20 13:00;0,79;3,01;3,78;0,28;21,30;0,09;;
08/10/20 14:00;0,79;2,54;3,47;0,29;21,30;0,03;;
08/10/20 15:00;0,82;5,07;6,31;0,29;21,30;0,03;;
08/10/20 16:00;0,78;3,38;3,87;0,29;21,30;0,03;;
08/10/20 17:00;0,85;8,62;10,12;0,29;21,30;0,01;;
08/10/20 18:00;0,69;11,58;12,66;0,28;21,30;0,03;;
08/10/20 19:00;0,75;13,52;14,25;0,30;21,30;3,20;;
08/10/20 20:00;0,60;4,78;5,01;0,28;21,30;0,02;;
08/10/20 21:00;0,64;6,95;7,23;0,29;21,30;0,03;;
08/10/20 22:00;0,69;6,42;6,72;0,31;21,30;0,01;;
08/10/20 23:00;0,76;5,31;5,49;0,32;21,30;0,02;;
08/11/20 00:00;0,76;16,59;16,90;0,37;21,30;0,02;;
08/11/20 01:00;;24,08;25,08;0,44;24,70;0,10;;
08/11/20 02:00;0,87;;;0,40;24,70;0,13;;
08/11/20 03:00;0,78;11,06;11,45;0,38;24,70;0,07;;
08/11/20 04:00;0,79;7,35;7,58;0,35;24,70;0,06;;
08/11/20 05:00;0,80;23,00;25,92;0,41;24,70;0,05;;
08/11/20 06:00;1,33;39,55;58,86;0,52;24,70;0,21;;
08/11/20 07:00;1,80;39,67;74,16;0,46;24,70;0,09;;
08/11/20 08:00;1,24;27,48;37,74;0,34;24,70;0,15;;
08/11/20 09:00;0,83;9,07;11,20;0,31;24,70;3,54;;
08/11/20 10:00;0,71;5,06;6,14;0,28;24,70;0,05;;
08/11/20 11:00;0,69;4,04;4,93;0,29;24,70;0,02;;
08/11/20 12:00;1,02;1,97;2,46;0,27;24,70;0,03;;
08/11/20 13:00;0,74;9,74;12,42;0,28;24,70;;;
08/11/20 14:00;0,87;13,44;17,57;0,28;24,70;;;
08/11/20 15:00;;;;;24,70;;;
08/11/20 16:00;;;;;24,70;;;
08/11/20 17:00;0,76;12,40;15,64;0,27;24,70;0,81;;
08/11/20 18:00;0,33;3,35;3,93;0,28;24,70;0,01;;
08/11/20 19:00;0,77;20,48;22,66;0,29;24,70;;;
08/11/20 20:00;0,77;53,88;58,10;0,32;24,70;7,03;;
08/11/20 21:00;0,71;24,95;25,54;0,31;24,70;3,42;;
08/11/20 22:00;0,78;;;0,30;24,70;3,41;;
08/11/20 23:00;0,49;;;0,29;24,70;0,02;;
08/12/20 00:00;0,83;11,67;11,73;0,36;24,70;0,02;;
08/12/20 01:00;0,83;28,91;29,43;0,41;23,90;0,21;;
08/12/20 02:00;0,79;22,57;23,57;0,44;23,90;0,10;;
08/12/20 03:00;0,90;19,99;20,95;0,46;23,90;0,10;;
08/12/20 04:00;1,05;21,43;22,66;0,47;23,90;0,07;;
08/12/20 05:00;1,11;18,20;19,54;0,44;23,90;0,19;;
08/12/20 06:00;0,99;32,89;37,52;0,43;23,90;0,14;;
08/12/20 07:00;1,67;40,75;65,43;0,52;23,90;0,38;;
08/12/20 08:00;1,24;34,17;45,60;0,41;23,90;0,45;;
08/12/20 09:00;1,50;33,54;51,53;0,37;23,90;0,09;;
08/12/20 10:00;0,92;11,31;14,42;0,36;23,90;;;
08/12/20 11:00;0,63;7,74;9,25;0,34;23,90;;;
08/12/20 12:00;0,85;5,86;6,75;0,32;23,90;;;
08/12/20 13:00;0,80;8,71;12,25;0,33;23,90;;;
08/12/20 14:00;1,18;6,50;7,98;0,38;23,90;;;
08/12/20 15:00;;;;;23,90;;;
08/12/20 16:00;1,02;5,99;7,19;0,36;23,90;;;
08/12/20 17:00;0,93;3,77;4,30;0,40;23,90;0,12;;
08/12/20 18:00;0,23;3,70;4,35;0,37;23,90;0,05;;
08/12/20 19:00;0,41;9,50;9,99;0,38;23,90;0,03;;
08/12/20 20:00;0,81;12,12;12,36;0,38;23,90;0,02;;
08/12/20 21:00;0,32;21,58;21,76;0,35;23,90;2,82;;
08/12/20 22:00;0,51;6,31;6,44;0,34;23,90;0,02;;
08/12/20 23:00;0,78;10,80;11,03;0,36;23,90;0,02;;
13/08/2020 00:00;0,70;;;0,40;23,90;0,02;;
13/08/2020 01:00;;12,67;12,96;0,46;24,60;0,03;;
13/08/2020 02:00;0,67;;;0,44;24,60;0,08;;
13/08/2020 03:00;0,83;17,15;17,34;0,43;24,60;0,08;;
13/08/2020 04:00;0,87;12,03;12,05;0,42;24,60;0,06;;
13/08/2020 05:00;0,71;12,55;12,85;0,40;24,60;;;
13/08/2020 06:00;0,81;20,01;20,46;0,43;24,60;;;
13/08/2020 07:00;0,94;35,89;42,95;0,47;24,60;0,20;;
13/08/2020 08:00;1,03;38,03;51,11;0,47;24,60;0,20;;
13/08/2020 09:00;0,94;16,08;20,10;0,36;24,60;0,06;;
13/08/2020 10:00;0,78;9,31;11,29;0,35;24,60;0,01;;
13/08/2020 11:00;0,52;3,59;4,34;0,33;24,60;0,02;;
13/08/2020 12:00;0,77;3,93;4,66;0,35;24,60;0,02;;
13/08/2020 13:00;0,71;3,67;4,23;0,34;24,60;0,02;;
13/08/2020 14:00;0,64;2,30;2,46;0,33;24,60;0,01;;
13/08/2020 15:00;0,77;1,45;1,68;0,31;24,60;0,07;;
13/08/2020 16:00;0,77;1,29;1,45;0,32;24,60;0,15;;
13/08/2020 17:00;0,76;5,42;6,42;0,32;24,60;;;
13/08/2020 18:00;0,83;4,55;5,51;0,32;24,60;0,00;;
13/08/2020 19:00;0,69;4,41;4,93;0,32;24,60;0,21;;
13/08/2020 20:00;0,78;12,85;13,25;0,34;24,60;0,01;;
13/08/2020 21:00;0,73;21,45;21,84;0,35;24,60;0,02;;
13/08/2020 22:00;0,70;32,03;32,55;0,38;24,60;0,03;;
13/08/2020 23:00;0,69;33,07;33,66;0,43;24,60;0,12;;
14/08/2020 00:00;0,73;;;0,47;24,60;0,20;;
14/08/2020 01:00;0,81;30,12;31,11;0,48;20,10;0,21;;
14/08/2020 02:00;0,91;30,29;34,96;0,55;20,10;0,14;;
14/08/2020 03:00;0,84;33,87;38,53;0,56;20,10;0,17;;
14/08/2020 04:00;0,97;28,73;32,03;0,57;20,10;0,17;;
14/08/2020 05:00;1,10;28,95;33,70;0,59;20,10;0,18;;
14/08/2020 06:00;1,00;25,81;28,28;0,57;20,10;0,19;;
14/08/2020 07:00;1,40;40,22;58,49;0,60;20,10;0,24;;
14/08/2020 08:00;1,34;35,12;43,58;0,50;20,10;0,23;;
14/08/2020 09:00;1,05;14,49;17,49;0,42;20,10;0,12;;
14/08/2020 10:00;0,94;4,76;5,47;0,38;20,10;0,03;;
14/08/2020 11:00;0,77;4,62;5,52;0,36;20,10;0,03;;
14/08/2020 12:00;0,84;2,65;3,18;0,34;20,10;0,01;;
14/08/2020 13:00;0,83;1,48;1,88;0,33;20,10;;;
14/08/2020 14:00;0,89;;;0,37;20,10;;;
14/08/2020 15:00;0,76;;;0,39;20,10;;;
14/08/2020 16:00;0,79;1,47;1,73;0,40;20,10;;;
14/08/2020 17:00;0,72;;;0,37;20,10;;;
14/08/2020 18:00;0,82;1,33;1,65;0,38;20,10;;;
14/08/2020 19:00;0,65;2,90;2,94;0,41;20,10;;;
14/08/2020 20:00;0,86;;;0,40;20,10;0,14;;
14/08/2020 21:00;0,82;;;0,38;20,10;0,05;;
14/08/2020 22:00;0,91;3,98;4,11;0,33;20,10;0,02;;
14/08/2020 23:00;0,80;4,03;4,25;0,34;20,10;0,02;;
15/08/2020 00:00;0,07;3,83;4,10;0,33;20,10;2,88;;
15/08/2020 01:00;;3,45;3,79;0,33;18,30;0,01;;
15/08/2020 02:00;0,89;;;0,32;18,30;0,02;;
15/08/2020 03:00;0,99;4,31;4,62;0,34;18,30;0,03;;
15/08/2020 04:00;0,84;4,42;4,53;0,34;18,30;0,01;;
15/08/2020 05:00;0,97;12,16;12,60;0,37;18,30;0,02;;
15/08/2020 06:00;1,04;9,76;10,15;0,37;18,30;;;
15/08/2020 07:00;0,94;13,87;15,02;0,39;18,30;;;
15/08/2020 08:00;1,10;19,27;23,58;0,45;18,30;0,22;;
15/08/2020 09:00;0,96;19,90;25,26;0,40;18,30;0,10;;
15/08/2020 10:00;0,97;5,14;6,20;0,39;18,30;0,07;;
15/08/2020 11:00;0,81;5,72;6,95;0,36;18,30;0,04;;
15/08/2020 12:00;0,71;4,18;5,11;0,35;18,30;0,03;;
15/08/2020 13:00;0,77;2,70;3,28;0,35;18,30;0,01;;
15/08/2020 14:00;0,73;2,01;2,63;0,33;18,30;0,02;;
15/08/2020 15:00;0,90;2,29;3,01;0,30;18,30;0,02;;
15/08/2020 16:00;0,95;;;0,30;18,30;3,22;;
15/08/2020 17:00;1,07;;;0,30;18,30;2,82;;
15/08/2020 18:00;0,88;;;0,29;18,30;0,01;;
15/08/2020 19:00;0,80;1,02;1,12;0,29;18,30;0,01;;
15/08/2020 20:00;0,87;5,56;5,96;0,31;18,30;0,01;;
15/08/2020 21:00;0,82;7,25;7,34;0,32;18,30;0,01;;
15/08/2020 22:00;0,83;14,18;14,51;0,33;18,30;0,01;;
15/08/2020 23:00;0,74;;;0,34;18,30;0,02;;
16/08/2020 00:00;0,65;21,10;21,43;0,34;18,30;0,01;;
16/08/2020 01:00;0,82;7,48;7,56;0,34;13,10;0,03;;
16/08/2020 02:00;0,85;33,75;34,90;0,36;13,10;0,03;;
16/08/2020 03:00;0,96;29,06;29,71;0,36;13,10;0,02;;
16/08/2020 04:00;0,99;12,84;13,08;0,34;13,10;0,02;;
16/08/2020 05:00;0,75;1,69;1,91;0,30;13,10;2,71;;
16/08/2020 06:00;0,72;2,62;2,77;0,31;13,10;0,07;;
16/08/2020 07:00;0,85;3,70;3,92;0,31;13,10;;;
16/08/2020 08:00;0,80;7,70;8,75;0,33;13,10;0,00;;
16/08/2020 09:00;0,72;4,41;5,38;0,36;13,10;0,04;;
16/08/2020 10:00;0,82;3,53;4,18;0,33;13,10;0,02;;
16/08/2020 11:00;0,93;1,77;2,14;0,30;13,10;3,83;;
16/08/2020 12:00;0,86;2,91;3,33;0,30;13,10;;;
16/08/2020 13:00;0,90;1,21;1,64;0,30;13,10;;;
16/08/2020 14:00;0,85;1,60;2,32;0,30;13,10;;;
16/08/2020 15:00;0,68;2,71;3,73;0,30;13,10;;;
16/08/2020 16:00;0,31;7,12;9,02;0,29;13,10;;;
16/08/2020 17:00;1,01;13,17;16,06;0,28;13,10;;;
16/08/2020 18:00;0,61;15,85;19,11;0,29;13,10;;;
16/08/2020 19:00;0,86;24,69;27,40;0,30;13,10;;;
16/08/2020 20:00;0,96;39,51;42,08;0,32;13,10;1,41;;
16/08/2020 21:00;0,86;24,67;24,99;0,32;13,10;5,93;;
16/08/2020 22:00;0,79;17,26;17,65;0,36;13,10;0,05;;
16/08/2020 23:00;0,93;36,85;38,05;0,40;13,10;0,03;;
17/08/2020 00:00;0,81;16,77;17,19;0,37;13,10;0,06;;
17/08/2020 01:00;;24,41;25,18;0,38;15,30;0,06;;
17/08/2020 02:00;0,72;;;0,42;15,30;0,08;;
17/08/2020 03:00;0,86;34,99;37,49;0,42;15,30;0,09;;
17/08/2020 04:00;1,16;35,86;43,45;0,45;15,30;0,09;;
17/08/2020 05:00;0,96;29,99;31,33;0,43;15,30;0,10;;
17/08/2020 06:00;0,91;40,32;42,93;0,44;15,30;0,07;;
17/08/2020 07:00;0,99;25,00;27,11;0,40;15,30;0,21;;
17/08/2020 08:00;1,11;19,21;23,05;0,36;15,30;0,24;;
17/08/2020 09:00;1,00;3,63;4,42;0,32;15,30;0,03;;
17/08/2020 10:00;0,74;5,11;6,11;0,31;15,30;0,01;;
17/08/2020 11:00;0,89;1,64;2,06;0,34;15,30;1,54;;
17/08/2020 12:00;0,82;1,24;1,77;0,36;15,30;4,53;;
17/08/2020 13:00;0,68;1,60;1,97;0,34;15,30;4,35;;
17/08/2020 14:00;0,93;;;0,36;15,30;0,10;;
17/08/2020 15:00;0,94;;;0,34;15,30;2,21;;
17/08/2020 16:00;1,01;;;0,31;15,30;2,24;;
17/08/2020 17:00;0,97;;;0,34;15,30;0,02;;
17/08/2020 18:00;0,69;1,85;2,06;0,33;15,30;0,02;;
17/08/2020 19:00;1,00;1,63;1,98;0,32;15,30;0,04;;
17/08/2020 20:00;0,84;4,16;4,38;0,33;15,30;0,06;;
17/08/2020 21:00;0,97;6,23;6,45;0,34;15,30;0,02;;
17/08/2020 22:00;0,86;;;0,33;15,30;0,06;;
17/08/2020 23:00;0,84;6,18;6,26;0,32;15,30;;;
18/08/2020 00:00;0,85;5,15;5,36;0,32;15,30;;;
18/08/2020 01:00;0,78;7,68;7,90;0,36;;;;
18/08/2020 02:00;0,85;11,34;11,57;0,39;;;;
18/08/2020 03:00;0,76;11,30;11,66;0,39;;;;
18/08/2020 04:00;0,80;8,37;8,67;0,38;;;;
18/08/2020 05:00;1,14;12,00;12,58;0,38;;;;
18/08/2020 06:00;1,36;22,74;35,93;0,39;;;;
18/08/2020 07:00;1,41;32,31;50,49;0,42;;;;
18/08/2020 08:00;1,11;16,52;21,76;0,41;;;;
18/08/2020 09:00;1,20;5,66;7,19;0,35;;;;
18/08/2020 10:00;1,05;7,26;9,26;0,34;;;;
18/08/2020 11:00;1,18;8,38;10,17;0,32;;;;
18/08/2020 12:00;48,09;3,08;3,73;0,29;;;;
18/08/2020 13:00;1,33;1,66;2,13;0,31;;0,02;;
18/08/2020 14:00;0,21;1,39;1,64;0,28;;6,06;;
18/08/2020 15:00;0,72;0,75;1,17;0,26;;0,18;;
18/08/2020 16:00;0,99;9,52;12,14;0,27;;0,15;;
18/08/2020 17:00;1,03;4,06;5,09;0,26;;0,02;;
18/08/2020 18:00;1,25;2,43;3,07;0,26;;0,01;;
18/08/2020 19:00;1,04;19,65;20,79;0,26;;3,00;;
18/08/2020 20:00;1,16;34,40;35,18;0,28;;0,04;;
18/08/2020 21:00;1,02;11,29;11,82;0,25;;0,02;;
18/08/2020 22:00;1,12;25,06;25,42;0,27;;0,01;;
18/08/2020 23:00;1,11;8,99;9,02;0,27;;0,01;;
19/08/2020 00:00;1,05;2,24;2,42;0,26;;0,01;;
19/08/2020 01:00;;7,80;8,10;0,25;13,30;0,20;;
19/08/2020 02:00;1,15;;;0,24;13,30;;;
19/08/2020 03:00;1,04;10,20;10,50;0,25;13,30;;;
19/08/2020 04:00;1,00;26,06;27,12;0,25;13,30;0,02;;
19/08/2020 05:00;0,97;20,46;21,42;0,26;13,30;0,02;;
19/08/2020 06:00;1,06;30,80;33,90;0,26;13,30;0,02;;
19/08/2020 07:00;0,50;46,86;54,44;0,26;13,30;0,13;;
19/08/2020 08:00;0,99;34,08;44,38;0,27;13,30;0,04;;
19/08/2020 09:00;1,03;12,19;15,15;0,27;13,30;0,02;;
19/08/2020 10:00;1,13;10,60;14,45;0,27;13,30;0,04;;
19/08/2020 11:00;1,04;6,33;8,25;0,26;13,30;0,04;;
19/08/2020 12:00;0,96;5,77;7,46;0,25;13,30;0,05;;
19/08/2020 13:00;0,93;3,19;4,38;0,25;13,30;0,30;;
19/08/2020 14:00;0,95;6,50;8,56;0,24;13,30;;;
19/08/2020 15:00;0,81;4,28;5,84;0,25;13,30;2,67;;
19/08/2020 16:00;0,94;5,44;6,71;0,25;13,30;;;
19/08/2020 17:00;1,01;;;0,21;13,30;0,50;;
19/08/2020 18:00;1,20;7,29;29,20;0,09;13,30;0,95;;
19/08/2020 19:00;0,81;13,04;14,55;0,05;13,30;0,59;;
19/08/2020 20:00;1,03;14,34;14,97;0,06;13,30;1,01;;
19/08/2020 21:00;0,86;17,39;18,22;0,05;13,30;;;
19/08/2020 22:00;0,93;44,57;48,53;0,04;13,30;1,26;;
19/08/2020 23:00;0,84;7,98;8,39;0,03;13,30;0,00;;
20/08/2020 00:00;0,91;10,64;11,02;0,03;13,30;1,47;;
20/08/2020 01:00;0,94;8,29;8,85;0,05;9,60;3,11;;
20/08/2020 02:00;1,03;9,39;10,23;0,09;9,60;0,01;;
20/08/2020 03:00;1,12;10,89;11,35;0,09;9,60;0,04;;
20/08/2020 04:00;1,03;6,31;6,91;0,07;9,60;0,01;;
20/08/2020 05:00;0,90;6,53;6,98;0,06;9,60;0,58;;
20/08/2020 06:00;0,79;10,71;11,42;0,07;9,60;0,43;;
20/08/2020 07:00;0,99;14,06;15,71;0,07;9,60;0,08;;
20/08/2020 08:00;1,09;19,45;24,70;0,08;9,60;2,64;;
20/08/2020 09:00;1,17;10,95;14,38;0,08;9,60;0,04;;
20/08/2020 10:00;0,99;6,77;8,76;0,07;9,60;0,01;;
20/08/2020 11:00;0,84;3,86;5,31;0,07;9,60;0,29;;
20/08/2020 12:00;0,81;1,59;2,39;0,06;9,60;0,05;;
20/08/2020 13:00;0,84;1,16;1,58;0,07;9,60;;;
20/08/2020 14:00;0,89;1,99;2,85;0,07;9,60;2,15;;
20/08/2020 15:00;0,93;1,15;1,86;0,06;9,60;2,79;;
20/08/2020 16:00;1,04;1,13;1,65;0,06;9,60;3,15;;
20/08/2020 17:00;0,83;1,05;1,46;0,07;9,60;0,35;;
20/08/2020 18:00;0,67;1,14;1,74;0,08;9,60;;;
20/08/2020 19:00;0,93;6,52;7,95;0,09;9,60;0,19;;
20/08/2020 20:00;0,97;4,08;4,61;0,09;9,60;0,88;;
20/08/2020 21:00;0,65;20,45;20,79;0,09;9,60;0,00;;
20/08/2020 22:00;0,64;54,08;66,79;0,10;9,60;0,15;;
20/08/2020 23:00;0,95;8,08;8,44;0,06;9,60;0,00;;
21/08/2020 00:00;0,97;14,14;14,74;0,08;9,60;0,36;;
21/08/2020 01:00;;14,50;14,98;0,10;13,20;0,01;;
21/08/2020 02:00;1,01;;;0,08;13,20;0,02;;
21/08/2020 03:00;1,03;13,39;14,10;0,09;13,20;0,01;;
21/08/2020 04:00;0,75;8,26;8,83;0,09;13,20;0,01;;
21/08/2020 05:00;0,99;9,21;9,84;0,08;13,20;0,04;;
21/08/2020 06:00;0,83;14,14;14,55;0,09;13,20;0,04;;
21/08/2020 07:00;1,01;18,44;20,22;0,07;13,20;0,16;;
21/08/2020 08:00;1,13;17,95;22,43;0,07;13,20;0,04;;
21/08/2020 09:00;1,06;10,31;14,49;0,08;13,20;0,03;;
21/08/2020 10:00;0,90;3,96;5,19;0,09;13,20;0,01;;
21/08/2020 11:00;0,88;4,13;5,36;0,08;13,20;0,01;;
21/08/2020 12:00;0,67;3,62;4,82;0,08;13,20;0,01;;
21/08/2020 13:00;0,74;2,94;3,72;0,09;13,20;0,01;;
21/08/2020 14:00;0,86;2,85;3,83;0,09;13,20;0,01;;
21/08/2020 15:00;0,81;2,54;3,35;0,10;13,20;0,01;;
21/08/2020 16:00;0,78;3,53;4,39;0,09;13,20;0,31;;
21/08/2020 17:00;0,68;5,40;6,81;0,10;13,20;0,51;;
21/08/2020 18:00;0,80;8,37;9,90;0,09;13,20;0,77;;
21/08/2020 19:00;1,03;27,42;31,18;0,12;13,20;0,38;;
21/08/2020 20:00;0,96;18,69;20,48;0,12;13,20;0,05;;
21/08/2020 21:00;0,72;13,42;14,39;0,09;13,20;0,02;;
21/08/2020 22:00;0,38;41,95;48,98;0,08;13,20;0,35;;
21/08/2020 23:00;0,58;14,27;14,78;0,11;13,20;0,03;;
22/08/2020 00:00;0,88;16,71;17,29;0,17;13,20;0,05;;
22/08/2020 01:00;0,85;23,05;24,66;0,19;13,50;0,10;;
22/08/2020 02:00;1,05;33,07;37,55;0,19;13,50;0,21;;
22/08/2020 03:00;1,12;15,50;16,00;0,13;13,50;0,23;;
22/08/2020 04:00;0,95;20,49;21,33;0,14;13,50;0,06;;
22/08/2020 05:00;0,61;20,06;22,19;0,19;13,50;0,12;;
22/08/2020 06:00;0,79;35,00;45,16;0,25;13,50;0,17;;
22/08/2020 07:00;1,44;36,55;51,84;0,24;13,50;0,44;;
22/08/2020 08:00;1,42;28,91;45,44;0,21;13,50;0,23;;
22/08/2020 09:00;1,26;22,54;33,48;0,12;13,50;0,11;;
22/08/2020 10:00;0,81;8,50;11,15;0,09;13,50;0,03;;
22/08/2020 11:00;0,93;8,66;11,26;0,08;13,50;0,02;;
22/08/2020 12:00;0,93;6,37;8,26;0,09;13,50;0,02;;
22/08/2020 13:00;0,94;11,48;14,96;0,10;13,50;0,02;;
22/08/2020 14:00;0,95;15,29;20,12;0,09;13,50;0,01;;
22/08/2020 15:00;1,15;4,90;6,80;0,08;13,50;0,59;;
22/08/2020 16:00;1,07;5,59;6,76;0,07;13,50;0,62;;
22/08/2020 17:00;1,03;13,06;15,75;0,07;13,50;0,58;;
22/08/2020 18:00;1,12;20,20;26,18;0,07;13,50;0,67;;
22/08/2020 19:00;1,22;47,11;56,58;0,07;13,50;2,47;;
22/08/2020 20:00;0,97;4,22;4,82;0,06;13,50;0,04;;
22/08/2020 21:00;0,78;14,58;15,35;0,05;13,50;0,03;;
22/08/2020 22:00;0,82;39,71;41,06;0,13;13,50;0,02;;
22/08/2020 23:00;0,98;41,10;43,21;0,24;13,50;0,07;;
23/08/2020 00:00;0,93;34,82;35,85;0,21;13,50;0,16;;
23/08/2020 01:00;;34,98;36,39;0,20;11,30;0,12;;
23/08/2020 02:00;0,96;;;0,21;11,30;0,10;;
23/08/2020 03:00;1,16;20,02;20,90;0,22;11,30;0,11;;
23/08/2020 04:00;1,09;20,33;21,52;0,22;11,30;0,11;;
23/08/2020 05:00;1,15;12,54;13,46;0,20;11,30;0,17;;
23/08/2020 06:00;1,18;15,86;16,77;0,23;11,30;;;
23/08/2020 07:00;1,09;21,61;24,68;0,27;11,30;;;
23/08/2020 08:00;1,81;27,87;38,41;0,30;11,30;0,28;;
23/08/2020 09:00;1,52;26,18;36,20;0,25;11,30;0,35;;
23/08/2020 10:00;1,07;16,75;19,41;0,14;11,30;0,24;;
23/08/2020 11:00;0,92;17,79;20,83;0,11;11,30;0,41;;
23/08/2020 12:00;1,07;7,72;9,19;0,08;11,30;0,80;;
23/08/2020 13:00;1,15;15,01;20,04;0,07;11,30;0,08;;
23/08/2020 14:00;1,26;20,75;27,93;0,09;11,30;;;
23/08/2020 15:00;1,11;25,29;34,06;0,08;11,30;0,33;;
23/08/2020 16:00;1,17;25,92;34,01;0,07;11,30;1,43;;
23/08/2020 17:00;1,18;14,27;17,87;0,07;11,30;;;
23/08/2020 18:00;1,24;4,11;4,71;0,07;11,30;0,25;;
23/08/2020 19:00;1,27;26,21;29,65;0,08;11,30;0,19;;
23/08/2020 20:00;0,99;6,09;6,43;0,05;11,30;11,02;;
23/08/2020 21:00;0,95;5,72;5,99;0,05;11,30;0,15;;
23/08/2020 22:00;0,97;17,20;17,85;0,10;11,30;0,24;;
23/08/2020 23:00;1,08;37,81;38,86;0,14;11,30;0,69;;
24/08/2020 00:00;0,91;39,53;41,21;0,18;11,30;0,09;;
24/08/2020 01:00;1,02;32,81;36,39;0,21;16,30;2,89;;
24/08/2020 02:00;1,14;38,54;43,41;0,24;16,30;0,15;;
24/08/2020 03:00;1,21;32,75;34,93;0,24;16,30;0,31;;
24/08/2020 04:00;1,27;35,32;37,01;0,25;16,30;0,26;;
24/08/2020 05:00;1,36;28,23;30,04;0,21;16,30;0,21;;
24/08/2020 06:00;1,38;35,08;48,42;0,23;16,30;0,15;;
24/08/2020 07:00;1,58;36,58;58,46;0,27;16,30;0,31;;
24/08/2020 08:00;2,29;45,99;85,59;0,25;16,30;0,23;;
24/08/2020 09:00;1,51;19,65;26,37;0,12;16,30;0,09;;
24/08/2020 10:00;1,15;12,22;16,37;0,09;16,30;0,03;;
24/08/2020 11:00;0,86;5,25;6,90;0,07;16,30;0,03;;
24/08/2020 12:00;1,11;4,62;5,84;0,07;16,30;0,01;;
24/08/2020 13:00;1,12;2,50;3,45;0,05;16,30;0,01;;
24/08/2020 14:00;1,02;3,16;4,26;0,05;16,30;;;
24/08/2020 15:00;1,17;2,54;3,09;0,05;16,30;;;
24/08/2020 16:00;1,12;8,35;10,56;0,07;16,30;;;
24/08/2020 17:00;1,04;7,63;9,37;0,07;16,30;5,58;;
24/08/2020 18:00;0,97;2,79;3,60;0,08;16,30;0,00;;
24/08/2020 19:00;0,87;5,48;6,26;0,06;16,30;2,74;;
24/08/2020 20:00;1,02;2,54;2,92;0,06;16,30;;;
24/08/2020 21:00;1,05;11,40;11,80;0,06;16,30;;;
24/08/2020 22:00;0,93;5,80;6,02;0,05;16,30;0,00;;
24/08/2020 23:00;0,95;7,09;7,59;0,07;16,30;0,01;;
25/08/2020 00:00;1,12;13,58;14,35;0,10;16,30;0,03;;
25/08/2020 01:00;;17,49;18,55;0,12;12,90;0,04;;
25/08/2020 02:00;1,04;;;0,11;12,90;0,04;;
25/08/2020 03:00;0,99;8,46;9,61;0,11;12,90;0,03;;
25/08/2020 04:00;0,98;7,97;8,68;0,12;12,90;0,09;;
25/08/2020 05:00;1,04;3,18;3,70;0,08;12,90;0,03;;
25/08/2020 06:00;0,94;6,20;7,12;0,07;12,90;;;
25/08/2020 07:00;0,80;8,72;9,89;0,08;12,90;0,11;;
25/08/2020 08:00;1,05;12,57;14,71;0,09;12,90;0,03;;
25/08/2020 09:00;0,99;10,23;12,74;0,10;12,90;0,03;;
25/08/2020 10:00;1,00;10,08;13,05;0,10;12,90;6,37;;
25/08/2020 11:00;0,97;8,67;11,70;0,09;12,90;2,84;;
25/08/2020 12:00;0,87;6,75;8,87;0,08;12,90;0,01;;
25/08/2020 13:00;1,04;4,73;6,42;0,09;12,90;2,97;;
25/08/2020 14:00;0,83;3,97;5,25;0,08;12,90;5,88;;
25/08/2020 15:00;0,85;1,69;2,51;0,08;12,90;0,25;;
25/08/2020 16:00;1,00;1,87;2,50;0,09;12,90;1,70;;
25/08/2020 17:00;1,03;2,76;3,93;0,08;12,90;0,00;;
25/08/2020 18:00;0,92;2,54;3,62;0,09;12,90;0,06;;
25/08/2020 19:00;0,97;3,84;4,97;0,09;12,90;0,36;;
25/08/2020 20:00;0,97;4,44;5,15;0,09;12,90;2,09;;
25/08/2020 21:00;0,81;2,30;2,76;0,09;12,90;0,36;;
25/08/2020 22:00;0,70;12,92;13,58;0,08;12,90;1,80;;
25/08/2020 23:00;0,79;9,59;10,15;0,08;12,90;0,16;;
26/08/2020 00:00;0,88;9,70;10,29;0,08;12,90;1,33;;
26/08/2020 01:00;0,85;18,85;19,65;0,06;10,20;2,99;;
26/08/2020 02:00;0,81;1,85;2,33;0,07;10,20;5,90;;
26/08/2020 03:00;0,88;1,26;1,72;0,06;10,20;5,34;;
26/08/2020 04:00;0,92;4,56;4,84;0,06;10,20;5,64;;
26/08/2020 05:00;1,04;7,04;8,01;0,09;10,20;1,08;;
26/08/2020 06:00;0,86;12,86;13,73;0,10;10,20;0,02;;
26/08/2020 07:00;0,95;13,20;16,28;0,09;10,20;0,08;;
26/08/2020 08:00;0,92;13,33;16,30;0,09;10,20;0,03;;
26/08/2020 09:00;1,11;11,03;13,86;0,08;10,20;2,84;;
