NetC;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
13/01/2020 05:00;Torchiarolo - Fanin     ;;;;;11.61;9.38;;;;2.07
13/01/2020 06:00;Torchiarolo - Fanin     ;;13.68;;;47.30;24.22;;;;2.43
13/01/2020 07:00;Torchiarolo - Fanin     ;;;;;34.58;25.59;;;;2.33
13/01/2020 08:00;Torchiarolo - Fanin     ;;10.74;;;36.30;30.17;;;;2.54
13/01/2020 09:00;Torchiarolo - Fanin     ;;;;;32.47;26.01;;;;2.70
13/01/2020 10:00;Torchiarolo - Fanin     ;;10.74;;;35.36;25.80;;;;2.82
13/01/2020 11:00;Torchiarolo - Fanin     ;;;;;26.38;17.93;;;;2.78
13/01/2020 12:00;Torchiarolo - Fanin     ;;22.47;;;14.47;9.83;;;;3.06
13/01/2020 13:00;Torchiarolo - Fanin     ;;;;;12.99;10.33;;;;3.20
13/01/2020 14:00;Torchiarolo - Fanin     ;;11.97;;;17.75;14.05;;;;2.79
13/01/2020 15:00;Torchiarolo - Fanin     ;;;;;9.41;7.05;;;;3.46
13/01/2020 16:00;Torchiarolo - Fanin     ;;22.22;;;9.44;6.96;;;;3.59
13/01/2020 17:00;Torchiarolo - Fanin     ;;;;;12.43;9.40;;;;3.00
13/01/2020 18:00;Torchiarolo - Fanin     ;;13.92;;;17.77;14.26;;;;2.79
13/01/2020 19:00;Torchiarolo - Fanin     ;;;;;112.26;47.08;;;;2.94
13/01/2020 20:00;Torchiarolo - Fanin     ;;16.36;;;93.65;41.20;;;;2.25
13/01/2020 21:00;Torchiarolo - Fanin     ;;;;;142.63;41.62;;;;2.54
13/01/2020 22:00;Torchiarolo - Fanin     ;;23.69;;;123.63;33.74;;;;3.10
13/01/2020 23:00;Torchiarolo - Fanin     ;;;;;100.87;28.43;;;;3.26
14/01/2020 00:00;Torchiarolo - Fanin     ;;31.75;;;80.92;27.94;;;;3.43
14/01/2020 01:00;Torchiarolo - Fanin     ;;;70.90;;60.87;25.08;;;;
14/01/2020 02:00;Torchiarolo - Fanin     ;;50.79;59.44;;57.15;21.79;;;;2.75
14/01/2020 03:00;Torchiarolo - Fanin     ;;;51.53;;;;;;;2.52
14/01/2020 04:00;Torchiarolo - Fanin     ;;58.12;39.25;;40.12;24.50;;;;2.69
14/01/2020 05:00;Torchiarolo - Fanin     ;;;30.91;;45.37;26.82;;;;2.44
14/01/2020 06:00;Torchiarolo - Fanin     ;;54.21;29.18;;41.32;24.92;;;;2.74
14/01/2020 07:00;Torchiarolo - Fanin     ;;;27.41;;71.78;29.34;;;;2.48
14/01/2020 08:00;Torchiarolo - Fanin     ;;41.51;28.84;;122.06;31.57;;;;2.27
14/01/2020 09:00;Torchiarolo - Fanin     ;;;32.65;;157.98;38.42;;;;2.63
14/01/2020 10:00;Torchiarolo - Fanin     ;;32.97;34.27;;80.87;30.80;;;;2.97
14/01/2020 11:00;Torchiarolo - Fanin     ;;;28.58;;27.46;17.77;;;;2.94
14/01/2020 12:00;Torchiarolo - Fanin     ;;41.27;12.62;;15.89;11.52;;;;3.14
14/01/2020 13:00;Torchiarolo - Fanin     ;;;14.60;;20.99;15.62;;;;3.18
14/01/2020 14:00;Torchiarolo - Fanin     ;;21.73;12.80;;9.96;7.64;;;;4.19
14/01/2020 15:00;Torchiarolo - Fanin     ;;;10.41;;8.24;6.21;;;;4.45
14/01/2020 16:00;Torchiarolo - Fanin     ;;18.32;15.21;;9.07;7.35;;;;3.78
14/01/2020 17:00;Torchiarolo - Fanin     ;;;16.42;;18.45;15.15;;;;2.57
14/01/2020 18:00;Torchiarolo - Fanin     ;;17.58;31.86;;28.38;23.03;;;;2.87
14/01/2020 19:00;Torchiarolo - Fanin     ;;;35.90;;83.89;39.38;;;;2.63
14/01/2020 20:00;Torchiarolo - Fanin     ;;28.08;38.26;;124.56;45.35;;;;2.58
14/01/2020 21:00;Torchiarolo - Fanin     ;;;35.08;;142.48;40.16;;;;3.04
14/01/2020 22:00;Torchiarolo - Fanin     ;;31.75;49.40;;132.60;32.57;;;;2.93
14/01/2020 23:00;Torchiarolo - Fanin     ;;;50.47;;129.55;30.82;;;;3.11
15/01/2020 00:00;Torchiarolo - Fanin     ;;39.80;47.23;;94.05;26.79;;;;2.97
15/01/2020 01:00;Torchiarolo - Fanin     ;;;49.88;;62.61;30.48;;;;2.76
15/01/2020 02:00;Torchiarolo - Fanin     ;;49.82;48.85;;27.14;22.06;;;;3.16
15/01/2020 03:00;Torchiarolo - Fanin     ;;;43.45;;18.93;16.30;;;;2.73
15/01/2020 04:00;Torchiarolo - Fanin     ;;51.77;35.10;;18.08;15.84;;;;2.97
15/01/2020 05:00;Torchiarolo - Fanin     ;;;29.64;;18.65;16.66;;;;2.95
15/01/2020 06:00;Torchiarolo - Fanin     ;;40.05;30.76;;16.24;14.30;;;;2.98
15/01/2020 07:00;Torchiarolo - Fanin     ;;;28.40;;19.39;17.04;;;;2.37
15/01/2020 08:00;Torchiarolo - Fanin     ;;35.90;26.62;;40.90;35.93;;;;2.53
15/01/2020 09:00;Torchiarolo - Fanin     ;;;25.84;;28.26;22.80;;;;2.61
15/01/2020 10:00;Torchiarolo - Fanin     ;;34.19;22.13;;30.00;22.30;;;;3.02
15/01/2020 11:00;Torchiarolo - Fanin     ;;;37.26;;24.40;17.35;;;;3.13
15/01/2020 12:00;Torchiarolo - Fanin     ;;38.83;29.24;;19.15;14.01;;;;3.40
15/01/2020 13:00;Torchiarolo - Fanin     ;;;24.18;;13.97;10.70;;;;3.55
15/01/2020 14:00;Torchiarolo - Fanin     ;;29.55;21.82;;15.18;11.87;;;;3.22
15/01/2020 15:00;Torchiarolo - Fanin     ;;;20.50;;16.66;13.14;;;;3.28
15/01/2020 16:00;Torchiarolo - Fanin     ;;24.91;22.01;;14.66;11.74;;;;3.38
15/01/2020 17:00;Torchiarolo - Fanin     ;;;12.81;;13.30;10.81;;;;2.56
15/01/2020 18:00;Torchiarolo - Fanin     ;;25.64;10.82;;25.32;22.56;;;;2.84
15/01/2020 19:00;Torchiarolo - Fanin     ;;;15.31;;50.06;45.45;;;;3.23
15/01/2020 20:00;Torchiarolo - Fanin     ;;23.20;16.82;;56.41;46.69;;;;3.16
15/01/2020 21:00;Torchiarolo - Fanin     ;;;20.30;;34.50;30.04;;;;3.02
15/01/2020 22:00;Torchiarolo - Fanin     ;;26.86;22.24;;23.50;20.75;;;;3.24
15/01/2020 23:00;Torchiarolo - Fanin     ;;;26.86;;25.15;22.21;;;;3.24
16/01/2020 00:00;Torchiarolo - Fanin     ;;26.62;23.81;;19.53;16.95;;;;3.23
16/01/2020 01:00;Torchiarolo - Fanin     ;;;19.81;;17.45;15.27;;;;
16/01/2020 02:00;Torchiarolo - Fanin     ;;24.18;19.61;;16.49;14.10;;;;1.83
16/01/2020 03:00;Torchiarolo - Fanin     ;;;21.91;;;;;;;2.25
16/01/2020 04:00;Torchiarolo - Fanin     ;;20.27;20.36;;14.85;13.02;;;;1.62
16/01/2020 05:00;Torchiarolo - Fanin     ;;;18.59;;12.91;11.11;;;;1.88
16/01/2020 06:00;Torchiarolo - Fanin     ;;22.47;18.36;;12.65;11.14;;;;1.81
16/01/2020 07:00;Torchiarolo - Fanin     ;;;18.97;;13.53;12.14;;;;1.99
16/01/2020 08:00;Torchiarolo - Fanin     ;;21.73;20.30;;18.22;16.21;;;;1.81
16/01/2020 09:00;Torchiarolo - Fanin     ;;;20.41;;19.83;16.44;;;;1.56
16/01/2020 10:00;Torchiarolo - Fanin     ;;21.00;13.45;;20.15;15.02;;;;1.51
16/01/2020 11:00;Torchiarolo - Fanin     ;;;9.69;;15.21;11.94;;;;1.30
16/01/2020 12:00;Torchiarolo - Fanin     ;;20.02;9.89;;11.52;8.75;;;;2.41
16/01/2020 13:00;Torchiarolo - Fanin     ;;;7.64;;11.90;9.31;;;;2.19
16/01/2020 14:00;Torchiarolo - Fanin     ;;11.48;13.97;;8.10;6.34;;;;0.95
16/01/2020 15:00;Torchiarolo - Fanin     ;;;14.89;;7.52;5.75;;;;1.95
16/01/2020 16:00;Torchiarolo - Fanin     ;;11.72;11.01;;7.77;5.97;;;;2.42
16/01/2020 17:00;Torchiarolo - Fanin     ;;;9.79;;8.79;6.94;;;;2.28
16/01/2020 18:00;Torchiarolo - Fanin     ;;15.63;9.59;;8.20;6.83;;;;2.49
16/01/2020 19:00;Torchiarolo - Fanin     ;;;7.65;;9.44;7.96;;;;2.27
16/01/2020 20:00;Torchiarolo - Fanin     ;;18.07;10.41;;10.79;8.39;;;;2.22
16/01/2020 21:00;Torchiarolo - Fanin     ;;;14.29;;7.10;5.88;;;;2.07
16/01/2020 22:00;Torchiarolo - Fanin     ;;18.07;13.87;;8.08;6.52;;;;2.06
16/01/2020 23:00;Torchiarolo - Fanin     ;;;14.30;;7.09;6.02;;;;2.33
17/01/2020 00:00;Torchiarolo - Fanin     ;;17.09;15.37;;8.78;8.00;;;;2.61
17/01/2020 01:00;Torchiarolo - Fanin     ;;;17.65;;13.76;12.20;;;;2.37
17/01/2020 02:00;Torchiarolo - Fanin     ;;18.56;19.66;;14.66;12.90;;;;2.19
17/01/2020 03:00;Torchiarolo - Fanin     ;;;28.98;;14.41;12.78;;;;2.21
17/01/2020 04:00;Torchiarolo - Fanin     ;;25.40;34.37;;14.27;12.89;;;;1.82
17/01/2020 05:00;Torchiarolo - Fanin     ;;;38.75;;15.12;13.27;;;;2.53
17/01/2020 06:00;Torchiarolo - Fanin     ;;40.29;37.08;;15.91;14.08;;;;2.68
17/01/2020 07:00;Torchiarolo - Fanin     ;;;31.93;;16.18;14.11;;;;2.59
17/01/2020 08:00;Torchiarolo - Fanin     ;;42.00;34.17;;22.42;20.19;;;;2.26
17/01/2020 09:00;Torchiarolo - Fanin     ;;;38.17;;22.68;19.05;;;;2.38
17/01/2020 10:00;Torchiarolo - Fanin     ;;38.10;34.67;;18.66;14.67;;;;1.99
17/01/2020 11:00;Torchiarolo - Fanin     ;;;30.77;;18.44;14.39;;;;2.59
17/01/2020 12:00;Torchiarolo - Fanin     ;;40.29;33.86;;17.45;13.39;;;;2.20
17/01/2020 13:00;Torchiarolo - Fanin     ;;;29.89;;17.42;13.52;;;;2.22
17/01/2020 14:00;Torchiarolo - Fanin     ;;34.68;28.76;;19.04;15.09;;;;2.43
17/01/2020 15:00;Torchiarolo - Fanin     ;;;28.49;;14.60;12.01;;;;2.89
17/01/2020 16:00;Torchiarolo - Fanin     ;;31.50;22.02;;14.63;12.58;;;;2.16
17/01/2020 17:00;Torchiarolo - Fanin     ;;;23.09;;18.09;15.88;;;;2.53
17/01/2020 18:00;Torchiarolo - Fanin     ;;38.34;28.15;;31.92;28.24;;;;2.23
17/01/2020 19:00;Torchiarolo - Fanin     ;;;32.13;;45.18;41.88;;;;2.58
17/01/2020 20:00;Torchiarolo - Fanin     ;;42.00;36.21;;40.18;36.72;;;;2.64
17/01/2020 21:00;Torchiarolo - Fanin     ;;;35.79;;29.80;26.95;;;;2.12
17/01/2020 22:00;Torchiarolo - Fanin     ;;42.00;45.28;;27.00;24.40;;;;2.34
17/01/2020 23:00;Torchiarolo - Fanin     ;;;53.34;;26.70;23.80;;;;2.23
18/01/2020 00:00;Torchiarolo - Fanin     ;;47.86;49.06;;21.08;18.87;;;;2.60
18/01/2020 01:00;Torchiarolo - Fanin     ;;;;;20.48;18.55;;;;
18/01/2020 02:00;Torchiarolo - Fanin     ;;46.64;;;30.39;27.49;;;;2.24
18/01/2020 03:00;Torchiarolo - Fanin     ;;;;;;;;;;2.09
18/01/2020 04:00;Torchiarolo - Fanin     ;;40.05;;;27.28;24.32;;;;1.78
18/01/2020 05:00;Torchiarolo - Fanin     ;;;;;47.13;39.19;;;;2.13
18/01/2020 06:00;Torchiarolo - Fanin     ;;42.00;;;41.29;33.21;;;;2.23
18/01/2020 07:00;Torchiarolo - Fanin     ;;;;;57.52;37.85;;;;1.19
18/01/2020 08:00;Torchiarolo - Fanin     ;;33.21;;;85.69;43.49;;;;2.08
18/01/2020 09:00;Torchiarolo - Fanin     ;;;;;64.42;41.65;;;;2.58
18/01/2020 10:00;Torchiarolo - Fanin     ;;27.59;;;26.68;21.51;;;;2.48
18/01/2020 11:00;Torchiarolo - Fanin     ;;;;;16.24;13.63;;;;2.45
18/01/2020 12:00;Torchiarolo - Fanin     ;;34.19;;;15.21;12.37;;;;3.24
18/01/2020 13:00;Torchiarolo - Fanin     ;;;;;12.73;10.73;;;;3.35
18/01/2020 14:00;Torchiarolo - Fanin     ;;18.32;;;11.07;9.26;;;;2.83
18/01/2020 15:00;Torchiarolo - Fanin     ;;;;;9.53;7.78;;;;2.55
18/01/2020 16:00;Torchiarolo - Fanin     ;;13.43;;;10.55;9.21;;;;2.86
18/01/2020 17:00;Torchiarolo - Fanin     ;;;;;13.25;11.83;;;;2.93
18/01/2020 18:00;Torchiarolo - Fanin     ;;15.38;;;22.36;20.33;;;;2.59
18/01/2020 19:00;Torchiarolo - Fanin     ;;;;;31.26;27.52;;;;3.83
18/01/2020 20:00;Torchiarolo - Fanin     ;;22.47;;;29.91;26.30;;;;3.32
18/01/2020 21:00;Torchiarolo - Fanin     ;;;;;36.93;32.18;;;;4.13
18/01/2020 22:00;Torchiarolo - Fanin     ;;39.80;;;57.83;47.69;;;;3.56
18/01/2020 23:00;Torchiarolo - Fanin     ;;;;;60.96;49.58;;;;2.86
19/01/2020 00:00;Torchiarolo - Fanin     ;;67.64;;;33.48;28.32;;;;3.88
19/01/2020 01:00;Torchiarolo - Fanin     ;;;63.15;;35.02;30.43;;;;3.51
19/01/2020 02:00;Torchiarolo - Fanin     ;;70.09;61.21;;28.83;24.25;;;;3.60
19/01/2020 03:00;Torchiarolo - Fanin     ;;;51.82;;25.32;21.31;;;;3.06
19/01/2020 04:00;Torchiarolo - Fanin     ;;63.25;28.25;;16.92;14.54;;;;3.20
19/01/2020 05:00;Torchiarolo - Fanin     ;;;8.66;;12.47;10.72;;;;3.55
19/01/2020 06:00;Torchiarolo - Fanin     ;;39.56;6.04;;19.44;17.01;;;;3.92
19/01/2020 07:00;Torchiarolo - Fanin     ;;;12.84;;21.18;18.59;;;;3.69
19/01/2020 08:00;Torchiarolo - Fanin     ;;26.62;14.18;;16.51;14.01;;;;2.41
19/01/2020 09:00;Torchiarolo - Fanin     ;;;13.67;;15.41;12.59;;;;3.55
19/01/2020 10:00;Torchiarolo - Fanin     ;;17.34;14.51;;11.26;8.59;;;;3.20
19/01/2020 11:00;Torchiarolo - Fanin     ;;;10.67;;10.92;8.44;;;;3.17
19/01/2020 12:00;Torchiarolo - Fanin     ;;21.25;4.90;;8.07;6.08;;;;2.95
19/01/2020 13:00;Torchiarolo - Fanin     ;;;1.02;;6.80;5.36;;;;2.39
19/01/2020 14:00;Torchiarolo - Fanin     ;;11.97;3.46;;6.49;4.97;;;;2.15
19/01/2020 15:00;Torchiarolo - Fanin     ;;;5.41;;5.76;4.54;;;;2.00
19/01/2020 16:00;Torchiarolo - Fanin     ;;6.59;4.29;;7.29;5.76;;;;2.78
19/01/2020 17:00;Torchiarolo - Fanin     ;;;7.74;;10.05;8.08;;;;2.81
19/01/2020 18:00;Torchiarolo - Fanin     ;;10.99;11.63;;15.14;13.18;;;;2.82
19/01/2020 19:00;Torchiarolo - Fanin     ;;;12.34;;18.94;17.10;;;;2.29
19/01/2020 20:00;Torchiarolo - Fanin     ;;9.77;8.20;;22.79;20.37;;;;1.38
19/01/2020 21:00;Torchiarolo - Fanin     ;;;6.56;;17.77;15.90;;;;2.22
19/01/2020 22:00;Torchiarolo - Fanin     ;;16.36;8.97;;12.71;11.39;;;;2.13
19/01/2020 23:00;Torchiarolo - Fanin     ;;;13.15;;12.96;10.90;;;;1.64
20/01/2020 00:00;Torchiarolo - Fanin     ;;14.16;11.63;;6.81;5.37;;;;1.86
20/01/2020 01:00;Torchiarolo - Fanin     ;;;10.30;;6.90;5.66;;;;
20/01/2020 02:00;Torchiarolo - Fanin     ;;21.73;16.16;;7.87;6.57;;;;1.65
20/01/2020 03:00;Torchiarolo - Fanin     ;;;16.17;;;;;;;2.12
20/01/2020 04:00;Torchiarolo - Fanin     ;;15.38;12.45;;6.17;5.16;;;;1.40
20/01/2020 05:00;Torchiarolo - Fanin     ;;;12.72;;7.77;6.68;;;;2.08
20/01/2020 06:00;Torchiarolo - Fanin     ;;20.51;12.06;;8.57;7.26;;;;1.85
20/01/2020 07:00;Torchiarolo - Fanin     ;;;13.71;;12.09;10.42;;;;1.66
20/01/2020 08:00;Torchiarolo - Fanin     ;;22.47;13.14;;13.57;10.76;;;;1.53
20/01/2020 09:00;Torchiarolo - Fanin     ;;;15.29;;14.88;10.89;;;;1.44
20/01/2020 10:00;Torchiarolo - Fanin     ;;23.44;17.44;;11.10;8.46;;;;1.53
20/01/2020 11:00;Torchiarolo - Fanin     ;;;14.69;;9.87;7.36;;;;1.75
20/01/2020 12:00;Torchiarolo - Fanin     ;;24.91;12.75;;10.41;7.11;;;;1.55
20/01/2020 13:00;Torchiarolo - Fanin     ;;;13.14;;5.79;4.14;;;;2.01
20/01/2020 14:00;Torchiarolo - Fanin     ;;22.47;13.87;;4.71;3.41;;;;1.89
20/01/2020 15:00;Torchiarolo - Fanin     ;;;12.45;;5.25;3.68;;;;2.22
20/01/2020 16:00;Torchiarolo - Fanin     ;;18.07;12.65;;5.78;4.49;;;;2.12
20/01/2020 17:00;Torchiarolo - Fanin     ;;;12.75;;9.12;7.82;;;;1.93
20/01/2020 18:00;Torchiarolo - Fanin     ;;20.27;16.21;;7.35;6.08;;;;1.81
20/01/2020 19:00;Torchiarolo - Fanin     ;;;16.83;;6.40;4.86;;;;1.41
20/01/2020 20:00;Torchiarolo - Fanin     ;;24.42;12.35;;5.72;4.51;;;;1.93
20/01/2020 21:00;Torchiarolo - Fanin     ;;;13.66;;5.38;4.10;;;;2.30
20/01/2020 22:00;Torchiarolo - Fanin     ;;19.78;16.93;;5.59;4.39;;;;1.77
20/01/2020 23:00;Torchiarolo - Fanin     ;;;14.69;;4.69;3.83;;;;0.96
21/01/2020 00:00;Torchiarolo - Fanin     ;;20.02;11.73;;4.56;3.44;;;;1.54
21/01/2020 01:00;Torchiarolo - Fanin     ;;;9.59;;4.35;3.30;;;;1.49
21/01/2020 02:00;Torchiarolo - Fanin     ;;18.32;16.41;;4.08;3.16;;;;0.94
21/01/2020 03:00;Torchiarolo - Fanin     ;;;15.11;;4.25;3.00;;;;1.20
21/01/2020 04:00;Torchiarolo - Fanin     ;;25.40;13.77;;4.55;3.62;;;;1.24
21/01/2020 05:00;Torchiarolo - Fanin     ;;;13.68;;5.23;3.92;;;;1.05
21/01/2020 06:00;Torchiarolo - Fanin     ;;20.02;12.23;;5.35;4.46;;;;1.13
21/01/2020 07:00;Torchiarolo - Fanin     ;;;11.42;;5.83;4.53;;;;1.39
21/01/2020 08:00;Torchiarolo - Fanin     ;;12.21;16.00;;7.08;5.71;;;;0.91
21/01/2020 09:00;Torchiarolo - Fanin     ;;;13.27;;7.14;5.33;;;;1.42
21/01/2020 10:00;Torchiarolo - Fanin     ;;15.63;9.46;;11.68;8.19;;;;1.86
21/01/2020 11:00;Torchiarolo - Fanin     ;;;10.90;;17.61;12.66;;;;2.19
21/01/2020 12:00;Torchiarolo - Fanin     ;;20.76;12.87;;10.69;8.27;;;;2.07
21/01/2020 13:00;Torchiarolo - Fanin     ;;;11.60;;4.47;3.05;;;;3.20
21/01/2020 14:00;Torchiarolo - Fanin     ;;13.92;12.34;;5.58;3.99;;;;4.41
21/01/2020 15:00;Torchiarolo - Fanin     ;;;16.82;;6.61;4.70;;;;3.87
21/01/2020 16:00;Torchiarolo - Fanin     ;;14.41;14.59;;5.91;4.54;;;;3.12
21/01/2020 17:00;Torchiarolo - Fanin     ;;;12.34;;6.16;4.58;;;;2.04
21/01/2020 18:00;Torchiarolo - Fanin     ;;14.90;11.63;;15.62;12.57;;;;1.34
21/01/2020 19:00;Torchiarolo - Fanin     ;;;10.92;;14.52;12.47;;;;0.99
21/01/2020 20:00;Torchiarolo - Fanin     ;;13.68;13.98;;31.75;26.32;;;;1.06
21/01/2020 21:00;Torchiarolo - Fanin     ;;;14.79;;91.58;52.84;;;;1.29
21/01/2020 22:00;Torchiarolo - Fanin     ;;16.61;15.65;;53.58;36.59;;;;0.83
21/01/2020 23:00;Torchiarolo - Fanin     ;;;19.10;;67.01;40.20;;;;0.54
22/01/2020 00:00;Torchiarolo - Fanin     ;;22.47;19.50;;30.34;25.03;;;;0.78
22/01/2020 01:00;Torchiarolo - Fanin     ;;;15.23;;23.25;20.45;;;;
22/01/2020 02:00;Torchiarolo - Fanin     ;;17.34;12.59;;13.88;12.18;;;;0.95
22/01/2020 03:00;Torchiarolo - Fanin     ;;;10.42;;;;;;;0.87
22/01/2020 04:00;Torchiarolo - Fanin     ;;20.27;9.02;;;;;;;1.00
22/01/2020 05:00;Torchiarolo - Fanin     ;;;14.13;;;;;;;0.67
22/01/2020 06:00;Torchiarolo - Fanin     ;;18.07;12.85;;;;;;;0.84
22/01/2020 07:00;Torchiarolo - Fanin     ;;;13.96;;;;;;;0.78
22/01/2020 08:00;Torchiarolo - Fanin     ;;16.36;11.14;;;;;;;0.12
22/01/2020 09:00;Torchiarolo - Fanin     ;;;10.70;;;;;;;1.27
22/01/2020 10:00;Torchiarolo - Fanin     ;;11.97;16.33;;;;;;;1.12
22/01/2020 11:00;Torchiarolo - Fanin     ;;;15.68;;;;;;;1.01
22/01/2020 12:00;Torchiarolo - Fanin     ;;18.32;13.67;;;;;;;1.32
22/01/2020 13:00;Torchiarolo - Fanin     ;;;9.81;;7.91;5.82;;;;1.39
22/01/2020 14:00;Torchiarolo - Fanin     ;;12.45;6.13;;7.90;5.89;;;;1.47
22/01/2020 15:00;Torchiarolo - Fanin     ;;;9.67;;9.91;7.28;;;;1.83
22/01/2020 16:00;Torchiarolo - Fanin     ;;13.92;13.94;;;;;;;1.62
22/01/2020 17:00;Torchiarolo - Fanin     ;;;14.59;;9.46;7.79;;;;1.52
22/01/2020 18:00;Torchiarolo - Fanin     ;;16.85;12.15;;17.33;15.71;;;;1.97
22/01/2020 19:00;Torchiarolo - Fanin     ;;;14.06;;27.97;25.91;;;;1.85
22/01/2020 20:00;Torchiarolo - Fanin     ;;20.76;15.40;;25.80;23.43;;;;1.99
22/01/2020 21:00;Torchiarolo - Fanin     ;;;15.50;;23.87;21.64;;;;2.14
22/01/2020 22:00;Torchiarolo - Fanin     ;;20.51;22.31;;23.79;21.47;;;;1.97
22/01/2020 23:00;Torchiarolo - Fanin     ;;;31.74;;19.40;17.13;;;;2.13
23/01/2020 00:00;Torchiarolo - Fanin     ;;18.32;26.93;;13.86;11.94;;;;1.55
23/01/2020 01:00;Torchiarolo - Fanin     ;;;16.52;;12.29;10.63;;;;1.60
23/01/2020 02:00;Torchiarolo - Fanin     ;;24.42;15.64;;11.90;10.20;;;;1.82
23/01/2020 03:00;Torchiarolo - Fanin     ;;;10.73;;13.00;11.36;;;;2.40
23/01/2020 04:00;Torchiarolo - Fanin     ;;18.56;13.31;;13.22;11.33;;;;2.26
23/01/2020 05:00;Torchiarolo - Fanin     ;;;14.56;;11.20;9.52;;;;1.75
23/01/2020 06:00;Torchiarolo - Fanin     ;;12.94;11.81;;11.87;10.23;;;;1.94
23/01/2020 07:00;Torchiarolo - Fanin     ;;;11.73;;14.28;12.82;;;;1.92
23/01/2020 08:00;Torchiarolo - Fanin     ;;26.37;14.47;;19.97;18.26;;;;2.01
23/01/2020 09:00;Torchiarolo - Fanin     ;;;12.15;;25.31;21.95;;;;2.60
23/01/2020 10:00;Torchiarolo - Fanin     ;;19.05;10.61;;16.34;13.37;;;;2.37
23/01/2020 11:00;Torchiarolo - Fanin     ;;;13.35;;8.90;6.57;;;;2.72
23/01/2020 12:00;Torchiarolo - Fanin     ;;20.02;13.27;;7.15;5.16;;;;2.47
23/01/2020 13:00;Torchiarolo - Fanin     ;;;11.33;;8.54;6.12;;;;2.35
23/01/2020 14:00;Torchiarolo - Fanin     ;;14.41;15.18;;9.44;6.87;;;;1.94
23/01/2020 15:00;Torchiarolo - Fanin     ;;;20.49;;9.05;6.67;;;;2.50
23/01/2020 16:00;Torchiarolo - Fanin     ;;18.07;17.36;;8.38;6.33;;;;2.93
23/01/2020 17:00;Torchiarolo - Fanin     ;;;13.93;;8.60;7.05;;;;3.27
23/01/2020 18:00;Torchiarolo - Fanin     ;;18.32;11.01;;13.75;11.55;;;;3.30
23/01/2020 19:00;Torchiarolo - Fanin     ;;;10.40;;37.37;34.48;;;;2.47
23/01/2020 20:00;Torchiarolo - Fanin     ;;19.05;13.43;;35.51;32.41;;;;2.26
23/01/2020 21:00;Torchiarolo - Fanin     ;;;17.62;;17.55;15.49;;;;2.07
23/01/2020 22:00;Torchiarolo - Fanin     ;;26.86;19.40;;17.53;15.50;;;;2.65
23/01/2020 23:00;Torchiarolo - Fanin     ;;;18.97;;15.70;14.37;;;;2.51
24/01/2020 00:00;Torchiarolo - Fanin     ;;18.80;13.18;;14.98;13.18;;;;2.23
24/01/2020 01:00;Torchiarolo - Fanin     ;;;16.88;;19.48;17.50;;;;
24/01/2020 02:00;Torchiarolo - Fanin     ;;25.89;21.85;;22.08;19.89;;;;1.17
24/01/2020 03:00;Torchiarolo - Fanin     ;;;19.24;;;;;;;1.43
24/01/2020 04:00;Torchiarolo - Fanin     ;;23.44;13.79;;28.49;25.28;;;;1.45
24/01/2020 05:00;Torchiarolo - Fanin     ;;;15.69;;42.92;32.17;;;;1.67
24/01/2020 06:00;Torchiarolo - Fanin     ;;16.12;17.75;;65.28;38.27;;;;1.49
24/01/2020 07:00;Torchiarolo - Fanin     ;;;19.98;;55.59;40.29;;;;1.72
24/01/2020 08:00;Torchiarolo - Fanin     ;;21.98;25.57;;107.11;53.28;;;;1.58
24/01/2020 09:00;Torchiarolo - Fanin     ;;;27.24;;91.58;49.24;;;;1.60
24/01/2020 10:00;Torchiarolo - Fanin     ;;26.37;35.66;;41.75;29.37;;;;1.85
24/01/2020 11:00;Torchiarolo - Fanin     ;;;25.46;;31.66;23.08;;;;2.27
24/01/2020 12:00;Torchiarolo - Fanin     ;;33.21;20.49;;18.21;14.35;;;;2.16
24/01/2020 13:00;Torchiarolo - Fanin     ;;;21.34;;13.54;10.90;;;;2.14
24/01/2020 14:00;Torchiarolo - Fanin     ;;23.69;17.98;;13.44;10.58;;;;2.39
24/01/2020 15:00;Torchiarolo - Fanin     ;;;20.33;;11.24;9.06;;;;2.35
24/01/2020 16:00;Torchiarolo - Fanin     ;;33.70;21.32;;11.40;9.70;;;;2.64
24/01/2020 17:00;Torchiarolo - Fanin     ;;;16.13;;13.55;11.59;;;;2.24
24/01/2020 18:00;Torchiarolo - Fanin     ;;25.89;13.16;;30.79;26.83;;;;1.93
24/01/2020 19:00;Torchiarolo - Fanin     ;;;50.96;;46.60;39.72;;;;6.57
24/01/2020 20:00;Torchiarolo - Fanin     ;;30.04;67.13;;56.09;46.94;;;;36.11
24/01/2020 21:00;Torchiarolo - Fanin     ;;;62.80;;41.98;35.26;;;;5.22
24/01/2020 22:00;Torchiarolo - Fanin     ;;51.28;47.08;;25.54;21.55;;;;4.08
24/01/2020 23:00;Torchiarolo - Fanin     ;;;36.53;;22.74;19.08;;;;3.54
25/01/2020 00:00;Torchiarolo - Fanin     ;;48.35;33.26;;12.80;10.54;;;;3.38
25/01/2020 01:00;Torchiarolo - Fanin     ;;;24.96;;9.97;8.34;;;;3.24
25/01/2020 02:00;Torchiarolo - Fanin     ;;43.96;15.05;;8.20;6.61;;;;3.28
