ts;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
13/04/20 11:00;Brindisi - Casale;;22.05;18.06;;4.08;3.61;;128.81;;
13/04/20 12:00;Brindisi - Casale;;22.05;18.06;;5.07;4.32;;127.9;;
13/04/20 13:00;Brindisi - Casale;;22.05;18.06;;3.71;3.23;;126.01;;
13/04/20 14:00;Brindisi - Casale;;22.05;18.06;;2.97;2.67;;127.61;;
13/04/20 15:00;Brindisi - Casale;;22.05;18.06;;2.44;2.02;;127.72;;
13/04/20 16:00;Brindisi - Casale;;22.05;18.06;;2.05;2.24;;131.56;;
13/04/20 17:00;Brindisi - Casale;;22.05;18.06;;2.12;1.94;;129.67;;
13/04/20 18:00;Brindisi - Casale;;22.05;18.06;;;;;115.37;;
13/04/20 19:00;Brindisi - Casale;;22.05;18.06;;4.52;4.44;;107.06;;
13/04/20 20:00;Brindisi - Casale;;22.05;18.06;;9.23;8.44;;101.55;;
13/04/20 21:00;Brindisi - Casale;;22.05;18.06;;6.65;6.19;;98.92;;
13/04/20 22:00;Brindisi - Casale;;22.05;18.06;;7.12;6.74;;93.34;;
13/04/20 23:00;Brindisi - Casale;;22.05;18.06;;5.44;5.01;;92.64;;
14/04/20 00:00;Brindisi - Casale;;22.05;18.06;;8.69;8.12;;88.63;;
14/04/20 01:00;Brindisi - Casale;;25.4;18.08;;5.41;5.17;;89.03;;
14/04/20 02:00;Brindisi - Casale;;25.4;18.08;;3.96;3.08;;96.03;;
14/04/20 03:00;Brindisi - Casale;;25.4;18.08;;2.95;2.87;;115.92;;
14/04/20 04:00;Brindisi - Casale;;25.4;18.08;;3.25;3.19;;122.2;;
14/04/20 05:00;Brindisi - Casale;;25.4;18.08;;4.36;4.12;;118.41;;
14/04/20 06:00;Brindisi - Casale;;25.4;18.08;;8.07;7.79;;121.2;;
14/04/20 07:00;Brindisi - Casale;;25.4;18.08;;13.06;12.31;;118.46;;
14/04/20 08:00;Brindisi - Casale;;25.4;18.08;;7.52;6.77;;133.2;;
14/04/20 09:00;Brindisi - Casale;;25.4;18.08;;7.97;7.53;;135.78;;
14/04/20 10:00;Brindisi - Casale;;25.4;18.08;;15;11.99;;128.73;;
14/04/20 11:00;Brindisi - Casale;;25.4;18.08;;7.24;6.56;;133.02;;
14/04/20 12:00;Brindisi - Casale;;25.4;18.08;;9.66;8.75;;124.04;;
14/04/20 13:00;Brindisi - Casale;;25.4;18.08;;11.35;10.01;;120.24;;
14/04/20 14:00;Brindisi - Casale;;25.4;18.08;;6.09;5.68;;137.95;;
14/04/20 15:00;Brindisi - Casale;;25.4;18.08;;4.48;4.13;;138.63;;
14/04/20 16:00;Brindisi - Casale;;25.4;18.08;;10.41;9.74;;128.16;;
14/04/20 17:00;Brindisi - Casale;;25.4;18.08;;10.01;9.19;;124.36;;
14/04/20 18:00;Brindisi - Casale;;25.4;18.08;;11.13;10.63;;110.72;;
14/04/20 19:00;Brindisi - Casale;;25.4;18.08;;7.77;7.04;;108.22;;
14/04/20 20:00;Brindisi - Casale;;25.4;18.08;;2.87;2.58;;120.99;;
14/04/20 21:00;Brindisi - Casale;;25.4;18.08;;5.02;4.94;;101.34;;
14/04/20 22:00;Brindisi - Casale;;25.4;18.08;;2.33;2.27;;108.87;;
14/04/20 23:00;Brindisi - Casale;;25.4;18.08;;;;;106.16;;
15/04/20 00:00;Brindisi - Casale;;25.4;18.08;;1.77;1.07;;100.79;;
15/04/20 01:00;Brindisi - Casale;;17.01;8.01;;;;;114.3;;
15/04/20 02:00;Brindisi - Casale;;17.01;8.01;;;;;120.64;;
15/04/20 03:00;Brindisi - Casale;;17.01;8.01;;;;;110.32;;
15/04/20 04:00;Brindisi - Casale;;17.01;8.01;;;;;;;
15/04/20 05:00;Brindisi - Casale;;17.01;8.01;;;;;86.05;;
15/04/20 06:00;Brindisi - Casale;;17.01;8.01;;1.78;1.66;;86.82;;
15/04/20 07:00;Brindisi - Casale;;17.01;8.01;;1.79;1.67;;89.62;;
15/04/20 08:00;Brindisi - Casale;;17.01;8.01;;2.04;1.76;;96.24;;
15/04/20 09:00;Brindisi - Casale;;17.01;8.01;;1.87;1.57;;87.7;;
15/04/20 10:00;Brindisi - Casale;;17.01;8.01;;2.03;1.49;;86.2;;
15/04/20 11:00;Brindisi - Casale;;17.01;8.01;;1.68;1.53;;86.65;;
15/04/20 12:00;Brindisi - Casale;;17.01;8.01;;1.51;1.37;;90.79;;
15/04/20 13:00;Brindisi - Casale;;17.01;8.01;;1.37;1.22;;94.78;;
15/04/20 14:00;Brindisi - Casale;;17.01;8.01;;1.04;1.25;;94.76;;
15/04/20 15:00;Brindisi - Casale;;17.01;8.01;;1.39;1.36;;96.98;;
15/04/20 16:00;Brindisi - Casale;;17.01;8.01;;1.46;1.02;;98.24;;
15/04/20 17:00;Brindisi - Casale;;17.01;8.01;;1.44;1.31;;99.02;;
15/04/20 18:00;Brindisi - Casale;;17.01;8.01;;;;;100.06;;
15/04/20 19:00;Brindisi - Casale;;17.01;8.01;;;;;99.75;;
15/04/20 20:00;Brindisi - Casale;;17.01;8.01;;;;;99.59;;
15/04/20 21:00;Brindisi - Casale;;17.01;8.01;;1.55;1.51;;99.99;;
15/04/20 22:00;Brindisi - Casale;;17.01;8.01;;;;;99.19;;
15/04/20 23:00;Brindisi - Casale;;17.01;8.01;;;;;99.23;;
16/04/20 00:00;Brindisi - Casale;;17.01;8.01;;;;;100.38;;
16/04/20 01:00;Brindisi - Casale;;14.09;6.09;;;;;87.09;;
16/04/20 02:00;Brindisi - Casale;;14.09;6.09;;;;;85.89;;
16/04/20 03:00;Brindisi - Casale;;14.09;6.09;;2.51;2.39;;87.89;;
16/04/20 04:00;Brindisi - Casale;;14.09;6.09;;2.48;2.04;;85.41;;
16/04/20 05:00;Brindisi - Casale;;14.09;6.09;;3.05;3.39;;75.18;;
16/04/20 06:00;Brindisi - Casale;;14.09;6.09;;4.71;4.42;;74.52;;
16/04/20 07:00;Brindisi - Casale;;14.09;6.09;;6.06;5.47;;74.96;;
16/04/20 08:00;Brindisi - Casale;;14.09;6.09;;6.03;5.35;;80.49;;
16/04/20 09:00;Brindisi - Casale;;14.09;6.09;;3.71;3.01;;89.14;;
16/04/20 10:00;Brindisi - Casale;;14.09;6.09;;3.03;2.56;;93.66;;
16/04/20 11:00;Brindisi - Casale;;14.09;6.09;;3.08;2.65;;97.86;;
16/04/20 12:00;Brindisi - Casale;;14.09;6.09;;3.99;3.25;;101.44;;
16/04/20 13:00;Brindisi - Casale;;14.09;6.09;;3;2.53;;101.2;;
16/04/20 14:00;Brindisi - Casale;;14.09;6.09;;2.66;2.26;;102.18;;
16/04/20 15:00;Brindisi - Casale;;14.09;6.09;;1.78;1.63;;87.56;;
16/04/20 16:00;Brindisi - Casale;;14.09;6.09;;;;;98.7;;
16/04/20 17:00;Brindisi - Casale;;14.09;6.09;;1.14;1.02;;98.63;;
16/04/20 18:00;Brindisi - Casale;;14.09;6.09;;1.97;1.76;;100.41;;
16/04/20 19:00;Brindisi - Casale;;14.09;6.09;;1.98;1.76;;92.81;;
16/04/20 20:00;Brindisi - Casale;;14.09;6.09;;5.92;5.49;;83.43;;
16/04/20 21:00;Brindisi - Casale;;14.09;6.09;;37.74;36.34;;51.29;;
16/04/20 22:00;Brindisi - Casale;;14.09;6.09;;26.99;25.46;;47.75;;
16/04/20 23:00;Brindisi - Casale;;14.09;6.09;;20.47;19.23;;47.32;;
17/04/20 00:00;Brindisi - Casale;;14.09;6.09;;10.02;9.55;;63.43;;
17/04/20 01:00;Brindisi - Casale;;19.05;13.06;;7.57;7.14;;62;;
17/04/20 02:00;Brindisi - Casale;;19.05;13.06;;4.08;4.44;;71.23;;
17/04/20 03:00;Brindisi - Casale;;19.05;13.06;;;;;66.28;;
17/04/20 04:00;Brindisi - Casale;;19.05;13.06;;6.62;6.02;;;;
17/04/20 05:00;Brindisi - Casale;;19.05;13.06;;9.77;9.34;;42.48;;
17/04/20 06:00;Brindisi - Casale;;19.05;13.06;;17.68;16.35;;45.17;;
17/04/20 07:00;Brindisi - Casale;;19.05;13.06;;31.81;25.69;;34.52;;
17/04/20 08:00;Brindisi - Casale;;19.05;13.06;;44.28;31.71;;;;
17/04/20 09:00;Brindisi - Casale;;19.05;13.06;;10.48;7.88;;;;
17/04/20 10:00;Brindisi - Casale;;19.05;13.06;;5.16;4.04;;;;
17/04/20 11:00;Brindisi - Casale;;19.05;13.06;;3.98;3.57;;106.18;;
17/04/20 12:00;Brindisi - Casale;;19.05;13.06;;2.99;2.54;;109.29;;
17/04/20 13:00;Brindisi - Casale;;19.05;13.06;;3.36;2.95;;107;;
17/04/20 14:00;Brindisi - Casale;;19.05;13.06;;4.35;3.89;;114.36;;
17/04/20 15:00;Brindisi - Casale;;19.05;13.06;;6.49;5.63;;114.47;;
17/04/20 16:00;Brindisi - Casale;;19.05;13.06;;5.55;4.98;;119.63;;
17/04/20 17:00;Brindisi - Casale;;19.05;13.06;;3.02;2.92;;125.92;;
17/04/20 18:00;Brindisi - Casale;;19.05;13.06;;3.84;3.55;;135.78;;
17/04/20 19:00;Brindisi - Casale;;19.05;13.06;;4.39;4.02;;112.39;;
17/04/20 20:00;Brindisi - Casale;;19.05;13.06;;9.47;8.89;;98.98;;
17/04/20 21:00;Brindisi - Casale;;19.05;13.06;;15.85;14.93;;89.04;;
17/04/20 22:00;Brindisi - Casale;;19.05;13.06;;12.44;11.68;;90.33;;
17/04/20 23:00;Brindisi - Casale;;19.05;13.06;;10.81;10.32;;80.56;;
18/04/20 00:00;Brindisi - Casale;;19.05;13.06;;7.59;7.17;;76.17;;
18/04/20 01:00;Brindisi - Casale;;16.06;12.07;;7.78;7.38;;56.76;;
18/04/20 02:00;Brindisi - Casale;;16.06;12.07;;6.76;6.31;;47.48;;
18/04/20 03:00;Brindisi - Casale;;16.06;12.07;;6.36;6.02;;40.6;;
18/04/20 04:00;Brindisi - Casale;;16.06;12.07;;6.69;6.31;;45.92;;
18/04/20 05:00;Brindisi - Casale;;16.06;12.07;;10.34;9.08;;47.6;;
18/04/20 06:00;Brindisi - Casale;;16.06;12.07;;15.37;13.93;;47.43;;
18/04/20 07:00;Brindisi - Casale;;16.06;12.07;;43.13;33.97;;36.3;;
18/04/20 08:00;Brindisi - Casale;;16.06;12.07;;61.47;44.47;;49.66;;
18/04/20 09:00;Brindisi - Casale;;16.06;12.07;;56.18;40.55;;79.88;;
18/04/20 10:00;Brindisi - Casale;;16.06;12.07;;31.38;23.02;;101.49;;
18/04/20 11:00;Brindisi - Casale;;16.06;12.07;;25.69;20.06;;110.36;;
18/04/20 12:00;Brindisi - Casale;;16.06;12.07;;5.25;4.59;;123.35;;
18/04/20 13:00;Brindisi - Casale;;16.06;12.07;;4.24;3.54;;125.81;;
18/04/20 14:00;Brindisi - Casale;;16.06;12.07;;15.01;12.35;;117.62;;
18/04/20 15:00;Brindisi - Casale;;16.06;12.07;;42.68;32.94;;103.77;;
18/04/20 16:00;Brindisi - Casale;;16.06;12.07;;52.13;39.75;;87.53;;
18/04/20 17:00;Brindisi - Casale;;16.06;12.07;;20.89;18.64;;100.42;;
18/04/20 18:00;Brindisi - Casale;;16.06;12.07;;32.26;29.64;;92.72;;
18/04/20 19:00;Brindisi - Casale;;16.06;12.07;;27.55;26.86;;90.08;;
18/04/20 20:00;Brindisi - Casale;;16.06;12.07;;19.43;18.83;;89.53;;
18/04/20 21:00;Brindisi - Casale;;16.06;12.07;;22.25;21.52;;86.55;;
18/04/20 22:00;Brindisi - Casale;;16.06;12.07;;23.66;22.39;;78.52;;
18/04/20 23:00;Brindisi - Casale;;16.06;12.07;;11.66;10.77;;84.78;;
19/04/20 00:00;Brindisi - Casale;;16.06;12.07;;7.01;6.62;;87.33;;
19/04/20 01:00;Brindisi - Casale;;24.9;13.03;;7.17;6.07;;78.76;;
19/04/20 02:00;Brindisi - Casale;;24.9;13.03;;6.82;6.71;;73.45;;
19/04/20 03:00;Brindisi - Casale;;24.9;13.03;;;;;73.38;;
19/04/20 04:00;Brindisi - Casale;;24.9;13.03;;8.25;7.09;;;;
19/04/20 05:00;Brindisi - Casale;;24.9;13.03;;10.06;10.02;;86.07;;
19/04/20 06:00;Brindisi - Casale;;24.9;13.03;;11.99;11.51;;85.74;;
19/04/20 07:00;Brindisi - Casale;;24.9;13.03;;13.02;12.36;;79.55;;
19/04/20 08:00;Brindisi - Casale;;24.9;13.03;;12.05;11.57;;82.46;;
19/04/20 09:00;Brindisi - Casale;;24.9;13.03;;13.01;11.37;;87.72;;
19/04/20 10:00;Brindisi - Casale;;24.9;13.03;;9.02;7.64;;94.5;;
19/04/20 11:00;Brindisi - Casale;;24.9;13.03;;20.31;16.44;;93.99;;
19/04/20 12:00;Brindisi - Casale;;24.9;13.03;;19.63;15.63;;89.52;;
19/04/20 13:00;Brindisi - Casale;;24.9;13.03;;16.46;13.64;;103.58;;
19/04/20 14:00;Brindisi - Casale;;24.9;13.03;;19.15;15.39;;91.72;;
19/04/20 15:00;Brindisi - Casale;;24.9;13.03;;7.36;6.02;;89.92;;
19/04/20 16:00;Brindisi - Casale;;24.9;13.03;;10.04;8.42;;82.56;;
19/04/20 17:00;Brindisi - Casale;;24.9;13.03;;17.48;15.46;;84.72;;
19/04/20 18:00;Brindisi - Casale;;24.9;13.03;;3.18;3.02;;96.01;;
19/04/20 19:00;Brindisi - Casale;;24.9;13.03;;4.63;4.31;;89.24;;
19/04/20 20:00;Brindisi - Casale;;24.9;13.03;;5.71;5.34;;87.12;;
19/04/20 21:00;Brindisi - Casale;;24.9;13.03;;5.03;4.09;;80.77;;
19/04/20 22:00;Brindisi - Casale;;24.9;13.03;;4.86;4.45;;73.46;;
19/04/20 23:00;Brindisi - Casale;;24.9;13.03;;3.65;3.32;;67.95;;
20/04/20 00:00;Brindisi - Casale;;24.9;13.03;;3.11;3;;64.74;;
20/04/20 01:00;Brindisi - Casale;;25.5;11;;;;;61.51;;
20/04/20 02:00;Brindisi - Casale;;25.5;11;;2.96;2.06;;57.36;;
20/04/20 03:00;Brindisi - Casale;;25.5;11;;4.23;3.99;;53.92;;
20/04/20 04:00;Brindisi - Casale;;25.5;11;;2.99;2.81;;58.21;;
20/04/20 05:00;Brindisi - Casale;;25.5;11;;4.39;4.13;;67.62;;
20/04/20 06:00;Brindisi - Casale;;25.5;11;;17.52;15.75;;48.84;;
20/04/20 07:00;Brindisi - Casale;;25.5;11;;21.52;18.39;;39.79;;
20/04/20 08:00;Brindisi - Casale;;25.5;11;;26.41;20.07;;46.92;;
20/04/20 09:00;Brindisi - Casale;;25.5;11;;11.05;9.57;;64.23;;
20/04/20 10:00;Brindisi - Casale;;25.5;11;;15.02;12.67;;63.24;;
20/04/20 11:00;Brindisi - Casale;;25.5;11;;17.26;13.76;;61.19;;
20/04/20 12:00;Brindisi - Casale;;25.5;11;;14.09;11.07;;63.49;;
20/04/20 13:00;Brindisi - Casale;;25.5;11;;62.95;48.26;;36.97;;
20/04/20 14:00;Brindisi - Casale;;25.5;11;;16.98;15.26;;59.72;;
20/04/20 15:00;Brindisi - Casale;;25.5;11;;33.98;28.83;;49.86;;
20/04/20 16:00;Brindisi - Casale;;25.5;11;;46.05;35.55;;48.24;;
20/04/20 17:00;Brindisi - Casale;;25.5;11;;24.84;22.15;;59.38;;
20/04/20 18:00;Brindisi - Casale;;25.5;11;;10.07;10.11;;66.81;;
20/04/20 19:00;Brindisi - Casale;;25.5;11;;18.61;17.66;;53.4;;
20/04/20 20:00;Brindisi - Casale;;25.5;11;;14.03;13.11;;48.97;;
20/04/20 21:00;Brindisi - Casale;;25.5;11;;8.89;8.04;;50.09;;
20/04/20 22:00;Brindisi - Casale;;25.5;11;;5.45;5.01;;59.13;;
20/04/20 23:00;Brindisi - Casale;;25.5;11;;2.81;2.06;;65.78;;
21/04/20 00:00;Brindisi - Casale;;25.5;11;;2.93;2.91;;65.15;;
21/04/20 01:00;Brindisi - Casale;;10.02;;;4.83;4.72;;67.5;;
21/04/20 02:00;Brindisi - Casale;;10.02;;;6.92;6.84;;75.31;;
21/04/20 03:00;Brindisi - Casale;;10.02;;;;;;78.79;;
21/04/20 04:00;Brindisi - Casale;;10.02;;;5.02;4.98;;;;
21/04/20 05:00;Brindisi - Casale;;10.02;;;4.62;4.59;;84.31;;
21/04/20 06:00;Brindisi - Casale;;10.02;;;10.15;9.67;;79.5;;
21/04/20 07:00;Brindisi - Casale;;10.02;;;10.42;9.82;;76.26;;
21/04/20 08:00;Brindisi - Casale;;10.02;;;18.07;16.13;;67.97;;
21/04/20 09:00;Brindisi - Casale;;10.02;;;55.98;37.02;;55.7;;
21/04/20 10:00;Brindisi - Casale;;10.02;;;29.32;21.21;;66.43;;
21/04/20 11:00;Brindisi - Casale;;10.02;;;21.58;14.18;;68.37;;
21/04/20 12:00;Brindisi - Casale;;10.02;;;4.84;3.71;;73.02;;
21/04/20 13:00;Brindisi - Casale;;10.02;;;10.76;8.39;;73.61;;
21/04/20 14:00;Brindisi - Casale;;10.02;;;11.22;8.99;;78.58;;
21/04/20 15:00;Brindisi - Casale;;10.02;;;4.06;4.24;;83.93;;
21/04/20 16:00;Brindisi - Casale;;10.02;;;6.87;5.98;;79.72;;
21/04/20 17:00;Brindisi - Casale;;10.02;;;11.11;10.01;;73.67;;
21/04/20 18:00;Brindisi - Casale;;10.02;;;22.97;21.99;;63.19;;
21/04/20 19:00;Brindisi - Casale;;10.02;;;29.13;27.8;;55.14;;
21/04/20 20:00;Brindisi - Casale;;10.02;;;18.28;17.19;;65.49;;
21/04/20 21:00;Brindisi - Casale;;10.02;;;12.91;12.02;;71.81;;
21/04/20 22:00;Brindisi - Casale;;10.02;;;13.36;12.96;;68.7;;
21/04/20 23:00;Brindisi - Casale;;10.02;;;9.06;9.04;;64.95;;
22/04/20 00:00;Brindisi - Casale;;10.02;;;19.23;18.57;;49.3;;
22/04/20 01:00;Brindisi - Casale;;8;3.08;;22.64;21.57;;43.25;;
22/04/20 02:00;Brindisi - Casale;;8;3.08;;21.03;19.76;;45.57;;
22/04/20 03:00;Brindisi - Casale;;8;3.08;;28.12;27.02;;41.9;;
22/04/20 04:00;Brindisi - Casale;;8;3.08;;10.06;9.08;;57.49;;
22/04/20 05:00;Brindisi - Casale;;8;3.08;;5.32;5.12;;58.84;;
22/04/20 06:00;Brindisi - Casale;;8;3.08;;20.05;17.69;;50.8;;
22/04/20 07:00;Brindisi - Casale;;8;3.08;;63.14;50.55;;25.01;;
22/04/20 08:00;Brindisi - Casale;;8;3.08;;10.16;9.19;;53.83;;
22/04/20 09:00;Brindisi - Casale;;8;3.08;;16.13;12.56;;50.97;;
22/04/20 10:00;Brindisi - Casale;;8;3.08;;;;;;;
22/04/20 11:00;Brindisi - Casale;;8;3.08;;;;;;;
22/04/20 12:00;Brindisi - Casale;;8;3.08;;;;;;;
22/04/20 13:00;Brindisi - Casale;;8;3.08;;;;;;;
22/04/20 14:00;Brindisi - Casale;;8;3.08;;;;;;;
22/04/20 15:00;Brindisi - Casale;;8;3.08;;;;;;;
22/04/20 16:00;Brindisi - Casale;;8;3.08;;11.05;10.28;;64.15;;
22/04/20 17:00;Brindisi - Casale;;8;3.08;;11.05;9.75;;64.79;;
22/04/20 18:00;Brindisi - Casale;;8;3.08;;9.23;8.34;;67.48;;
22/04/20 19:00;Brindisi - Casale;;8;3.08;;9.71;8.87;;66.7;;
22/04/20 20:00;Brindisi - Casale;;8;3.08;;11.87;10.85;;63.32;;
22/04/20 21:00;Brindisi - Casale;;8;3.08;;8.59;7.69;;64.5;;
22/04/20 22:00;Brindisi - Casale;;8;3.08;;5.85;5.38;;65.31;;
22/04/20 23:00;Brindisi - Casale;;8;3.08;;6.04;5.48;;62.21;;
23/04/20 00:00;Brindisi - Casale;;8;3.08;;4.09;3.79;;60.75;;
23/04/20 01:00;Brindisi - Casale;;3.09;2.06;;3;2.72;;59.81;;
23/04/20 02:00;Brindisi - Casale;;3.09;2.06;;7.52;7.15;;57.12;;
23/04/20 03:00;Brindisi - Casale;;3.09;2.06;;;;;60.05;;
23/04/20 04:00;Brindisi - Casale;;3.09;2.06;;9.36;8.82;;;;
23/04/20 05:00;Brindisi - Casale;;3.09;2.06;;16.55;15.06;;;;
23/04/20 06:00;Brindisi - Casale;;3.09;2.06;;31.36;29.06;;;;
23/04/20 07:00;Brindisi - Casale;;3.09;2.06;;31.65;27.93;;;;
23/04/20 08:00;Brindisi - Casale;;3.09;2.06;;;;;;;
23/04/20 09:00;Brindisi - Casale;;3.09;2.06;;;;;;0.49;
23/04/20 10:00;Brindisi - Casale;;3.09;2.06;;21.21;14.62;;;0.16;
23/04/20 11:00;Brindisi - Casale;;3.09;2.06;;10.51;7.08;;;;
23/04/20 12:00;Brindisi - Casale;;3.09;2.06;;11.04;7.01;;;;
23/04/20 13:00;Brindisi - Casale;;3.09;2.06;;6.62;4.62;;69.1;;
23/04/20 14:00;Brindisi - Casale;;3.09;2.06;;2.03;1.95;;73.04;;
23/04/20 15:00;Brindisi - Casale;;3.09;2.06;;1.04;1.15;;74.11;;
23/04/20 16:00;Brindisi - Casale;;3.09;2.06;;15.42;13.49;;64.33;;
23/04/20 17:00;Brindisi - Casale;;3.09;2.06;;13.34;12.22;;64.14;;
23/04/20 18:00;Brindisi - Casale;;3.09;2.06;;;;;;;
23/04/20 19:00;Brindisi - Casale;;3.09;2.06;;3.02;2.81;;73.04;;
23/04/20 20:00;Brindisi - Casale;;3.09;2.06;;1.99;1.72;;77.4;;
23/04/20 21:00;Brindisi - Casale;;3.09;2.06;;2.16;1.95;;82.8;;
23/04/20 22:00;Brindisi - Casale;;3.09;2.06;;3.03;3.06;;77.3;;
23/04/20 23:00;Brindisi - Casale;;3.09;2.06;;1.83;1.61;;69.3;;
24/04/20 00:00;Brindisi - Casale;;3.09;2.06;;2.14;1.92;;67.04;;
24/04/20 01:00;Brindisi - Casale;;21;17;;2.19;1.83;;52.01;;
24/04/20 02:00;Brindisi - Casale;;21;17;;2.59;2.18;;52.92;;
24/04/20 03:00;Brindisi - Casale;;21;17;;2.86;2.49;;53.86;;
24/04/20 04:00;Brindisi - Casale;;21;17;;;;;;;
24/04/20 05:00;Brindisi - Casale;;21;17;;5.25;4.81;;48.76;;
24/04/20 06:00;Brindisi - Casale;;21;17;;7.22;6.57;;52.36;;
24/04/20 07:00;Brindisi - Casale;;21;17;;4.92;4.22;;60.9;;
24/04/20 08:00;Brindisi - Casale;;21;17;;4.32;3.43;;64.18;;
24/04/20 09:00;Brindisi - Casale;;21;17;;4.17;3.27;;70.66;;
24/04/20 10:00;Brindisi - Casale;;21;17;;3.85;2.84;;75.52;0.48;
24/04/20 11:00;Brindisi - Casale;;21;17;;5.01;3.63;;80.25;0.42;
24/04/20 12:00;Brindisi - Casale;;21;17;;3.26;2.38;;87.25;0.38;
24/04/20 13:00;Brindisi - Casale;;21;17;;3.26;2.31;;88.12;0.42;
24/04/20 14:00;Brindisi - Casale;;21;17;;4.05;2.07;;84.68;0.37;
24/04/20 15:00;Brindisi - Casale;;21;17;;5.52;3.76;;91.17;0.39;
24/04/20 16:00;Brindisi - Casale;;21;17;;3.64;3.14;;104.54;0.37;
24/04/20 17:00;Brindisi - Casale;;21;17;;5.47;4.85;;102.16;0.37;
24/04/20 18:00;Brindisi - Casale;;21;17;;7.87;7.24;;96.45;0.32;
24/04/20 19:00;Brindisi - Casale;;21;17;;6.33;5.72;;85.7;0.49;
24/04/20 20:00;Brindisi - Casale;;21;17;;22.87;21.75;;65.49;0.64;
24/04/20 21:00;Brindisi - Casale;;21;17;;31.82;29.78;;52.65;1.13;
24/04/20 22:00;Brindisi - Casale;;21;17;;24.1;22.49;;49.01;1.45;
24/04/20 23:00;Brindisi - Casale;;21;17;;9.08;8.27;;55.58;1.21;
25/04/20 00:00;Brindisi - Casale;;21;17;;7.06;6.54;;50.06;1.12;
25/04/20 01:00;Brindisi - Casale;;16.05;13.02;;6.95;6.59;;51.47;1.05;
25/04/20 02:00;Brindisi - Casale;;16.05;13.02;;10.37;9.83;;40.06;1.21;
25/04/20 03:00;Brindisi - Casale;;16.05;13.02;;;;;39.83;1.01;
25/04/20 04:00;Brindisi - Casale;;16.05;13.02;;14.76;12.77;;;;
25/04/20 05:00;Brindisi - Casale;;16.05;13.02;;7.01;6.07;;45.62;;
25/04/20 06:00;Brindisi - Casale;;16.05;13.02;;11.76;10.31;;44.94;;
25/04/20 07:00;Brindisi - Casale;;16.05;13.02;;12.72;10.02;;39.88;;
25/04/20 08:00;Brindisi - Casale;;16.05;13.02;;12.71;9.06;;40.47;;
25/04/20 09:00;Brindisi - Casale;;16.05;13.02;;9.56;5.68;;73.48;;
25/04/20 10:00;Brindisi - Casale;;16.05;13.02;;12.48;6.71;;88.81;;
25/04/20 11:00;Brindisi - Casale;;16.05;13.02;;14.83;8.31;;89.38;;
25/04/20 12:00;Brindisi - Casale;;16.05;13.02;;17.74;10.14;;90.92;;
25/04/20 13:00;Brindisi - Casale;;16.05;13.02;;33.19;20.39;;81.47;;
25/04/20 14:00;Brindisi - Casale;;16.05;13.02;;41.06;26.02;;81.91;0.43;
25/04/20 15:00;Brindisi - Casale;;16.05;13.02;;20.28;13.98;;100.03;0.52;
25/04/20 16:00;Brindisi - Casale;;16.05;13.02;;29.54;22.49;;92.79;1.05;
25/04/20 17:00;Brindisi - Casale;;16.05;13.02;;21.43;17.94;;97.38;1.58;
25/04/20 18:00;Brindisi - Casale;;16.05;13.02;;4.91;4.19;;101.85;0.75;
25/04/20 19:00;Brindisi - Casale;;16.05;13.02;;6.62;5.81;;92.84;0.55;
25/04/20 20:00;Brindisi - Casale;;16.05;13.02;;7.04;6.18;;86.49;0.68;
25/04/20 21:00;Brindisi - Casale;;16.05;13.02;;6.24;5.56;;78.4;0.06;
25/04/20 22:00;Brindisi - Casale;;16.05;13.02;;4.97;4.47;;74.53;0.51;
25/04/20 23:00;Brindisi - Casale;;16.05;13.02;;3.36;3.02;;71.13;0.42;
26/04/20 00:00;Brindisi - Casale;;16.05;13.02;;2.09;2.64;;72.84;0.04;
26/04/20 01:00;Brindisi - Casale;;15.07;11;;2.33;2.01;;74.12;0.35;
26/04/20 02:00;Brindisi - Casale;;15.07;11;;2.04;1.89;;70.05;0.35;
26/04/20 03:00;Brindisi - Casale;;15.07;11;;2.24;1.98;;55.64;0.32;
26/04/20 04:00;Brindisi - Casale;;15.07;11;;2.59;2.36;;51.66;0.37;
26/04/20 05:00;Brindisi - Casale;;15.07;11;;7.07;6.69;;37.94;0.04;
26/04/20 06:00;Brindisi - Casale;;15.07;11;;16.92;14.42;;29.79;0.35;
26/04/20 07:00;Brindisi - Casale;;15.07;11;;11.06;9.37;;43.02;0.39;
26/04/20 08:00;Brindisi - Casale;;15.07;11;;15.31;11.01;;43.24;0.04;
26/04/20 09:00;Brindisi - Casale;;15.07;11;;17.16;11.72;;63.16;0.53;
26/04/20 10:00;Brindisi - Casale;;15.07;11;;20.31;12.13;;79.15;0.51;
26/04/20 11:00;Brindisi - Casale;;15.07;11;;18.18;10.68;;87.04;0.46;
26/04/20 12:00;Brindisi - Casale;;15.07;11;;25.89;16.75;;84.22;0.46;
26/04/20 13:00;Brindisi - Casale;;15.07;11;;21.33;13;;88.31;0.41;
26/04/20 14:00;Brindisi - Casale;;15.07;11;;15.71;8.45;;84.35;0.41;
26/04/20 15:00;Brindisi - Casale;;15.07;11;;9.79;5.38;;90.47;0.21;
26/04/20 16:00;Brindisi - Casale;;15.07;11;;2.67;2.12;;95.86;0.17;
26/04/20 17:00;Brindisi - Casale;;15.07;11;;2.51;2.11;;94.4;0.17;
