ts;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
01/01/20 01:00;Brindisi - Casale;;19;;;8.12;6.65;;55.3;;
01/01/20 02:00;Brindisi - Casale;;19;;;5.29;4.86;;60.66;;
01/01/20 03:00;Brindisi - Casale;;19;;;4.65;4.59;;62.71;;
01/01/20 04:00;Brindisi - Casale;;19;;;4.06;3.87;;66.35;;
01/01/20 05:00;Brindisi - Casale;;19;;;;;;66.53;;
01/01/20 06:00;Brindisi - Casale;;19;;;4.33;4.12;;64.53;;
01/01/20 07:00;Brindisi - Casale;;19;;;4.35;4.04;;63.7;;
01/01/20 08:00;Brindisi - Casale;;19;;;4;3.68;;64.26;;
01/01/20 09:00;Brindisi - Casale;;19;;;2.87;2.37;;67.83;;
01/01/20 10:00;Brindisi - Casale;;19;;;1.62;1.16;;77.33;;
01/01/20 11:00;Brindisi - Casale;;19;;;3.42;2.56;;74.87;;
01/01/20 12:00;Brindisi - Casale;;19;;;2.24;1.75;;75.93;;
01/01/20 13:00;Brindisi - Casale;;19;;;2.31;1.74;;77.39;;
01/01/20 14:00;Brindisi - Casale;;19;;;2.75;2.04;;79.06;;
01/01/20 15:00;Brindisi - Casale;;19;;;2.65;2.07;;79.4;;
01/01/20 16:00;Brindisi - Casale;;19;;;3.28;2.77;;79;;
01/01/20 17:00;Brindisi - Casale;;19;;;3.18;2.79;;79.97;;
01/01/20 18:00;Brindisi - Casale;;19;;;1.09;1.52;;80.85;;
01/01/20 19:00;Brindisi - Casale;;19;;;3.04;2.07;;80.15;;
01/01/20 20:00;Brindisi - Casale;;19;;;3.54;3.05;;80.19;;
01/01/20 21:00;Brindisi - Casale;;19;;;3.12;2.39;;77.29;;
01/01/20 22:00;Brindisi - Casale;;19;;;2.24;1.86;;76.72;;
01/01/20 23:00;Brindisi - Casale;;19;;;1.68;1.48;;76.56;;
02/01/20 00:00;Brindisi - Casale;;19;;;1.93;1.59;;77.31;;
02/01/20 01:00;Brindisi - Casale;;15.01;;;1.34;1.06;;77.25;;
02/01/20 02:00;Brindisi - Casale;;15.01;;;1.26;1.09;;77.13;;
02/01/20 03:00;Brindisi - Casale;;15.01;;;;;;76.4;;
02/01/20 04:00;Brindisi - Casale;;15.01;;;1.62;1.55;;;;
02/01/20 05:00;Brindisi - Casale;;15.01;;;1.74;1.61;;74.69;;
02/01/20 06:00;Brindisi - Casale;;15.01;;;2.05;1.79;;74.63;;
02/01/20 07:00;Brindisi - Casale;;15.01;;;3.04;3;;75.08;;
02/01/20 08:00;Brindisi - Casale;;15.01;;;3.12;2.32;;74.41;;
02/01/20 09:00;Brindisi - Casale;;15.01;;;3.55;2.74;;74.56;;
02/01/20 10:00;Brindisi - Casale;;15.01;;;9.02;6.54;;70.74;;
02/01/20 11:00;Brindisi - Casale;;15.01;;;5.82;4.05;;73.42;;
02/01/20 12:00;Brindisi - Casale;;15.01;;;5.03;3.61;;74.19;;
02/01/20 13:00;Brindisi - Casale;;15.01;;;3.33;2.53;;76.12;;
02/01/20 14:00;Brindisi - Casale;;15.01;;;3.61;2.73;;77.61;;
02/01/20 15:00;Brindisi - Casale;;15.01;;;2.94;2.33;;77.58;;
02/01/20 16:00;Brindisi - Casale;;15.01;;;4.23;3.33;;75.92;;
02/01/20 17:00;Brindisi - Casale;;15.01;;;4.49;3.88;;73.34;;
02/01/20 18:00;Brindisi - Casale;;15.01;;;7.74;7.28;;70.67;;
02/01/20 19:00;Brindisi - Casale;;15.01;;;4.09;4.65;;77.84;;
02/01/20 20:00;Brindisi - Casale;;15.01;;;5.62;5.32;;78.76;;
02/01/20 21:00;Brindisi - Casale;;15.01;;;3.61;3.36;;80.25;;
02/01/20 22:00;Brindisi - Casale;;15.01;;;2.65;2.35;;82;;
02/01/20 23:00;Brindisi - Casale;;15.01;;;1.15;1.12;;82.31;;
03/01/20 00:00;Brindisi - Casale;;15.01;;;6.17;5.95;;66.31;;
03/01/20 01:00;Brindisi - Casale;;;;;9.03;8.71;;53.11;;
03/01/20 02:00;Brindisi - Casale;;;;;6.72;6.56;;56.34;;
03/01/20 03:00;Brindisi - Casale;;;;;5.64;5.37;;56.8;;
03/01/20 04:00;Brindisi - Casale;;;;;3.99;3.83;;62.43;;
03/01/20 05:00;Brindisi - Casale;;;;;3.71;3.49;;62.86;;
03/01/20 06:00;Brindisi - Casale;;;;;5.06;4.83;;57.26;;
03/01/20 07:00;Brindisi - Casale;;;;;8.79;8.01;;53.17;;
03/01/20 08:00;Brindisi - Casale;;;;;10.07;9.21;;50.99;;
03/01/20 09:00;Brindisi - Casale;;;;;9.18;8.01;;55.1;;
03/01/20 10:00;Brindisi - Casale;;;;;10.14;7.92;;57.96;;
03/01/20 11:00;Brindisi - Casale;;;;;8.27;6.81;;63.03;;
03/01/20 12:00;Brindisi - Casale;;;;;10.95;8.48;;63.59;;
03/01/20 13:00;Brindisi - Casale;;;;;11.06;9.21;;66.18;;
03/01/20 14:00;Brindisi - Casale;;;;;6.27;5.49;;72.12;;
03/01/20 15:00;Brindisi - Casale;;;;;4.48;4.13;;73.74;;
03/01/20 16:00;Brindisi - Casale;;;;;6.27;4.07;;72.03;;
03/01/20 17:00;Brindisi - Casale;;;;;30.33;11.47;;70.59;;
03/01/20 18:00;Brindisi - Casale;;;;;4.99;4.68;;77.05;;
03/01/20 19:00;Brindisi - Casale;;;;;8.13;7.47;;69.41;;
03/01/20 20:00;Brindisi - Casale;;;;;14.59;13.43;;55.38;;
03/01/20 21:00;Brindisi - Casale;;;;;11.79;11.04;;57.88;;
03/01/20 22:00;Brindisi - Casale;;;;;10.37;9.08;;59.58;;
03/01/20 23:00;Brindisi - Casale;;;;;6.54;6.33;;67.51;;
04/01/20 00:00;Brindisi - Casale;;;;;15.69;14.77;;44.11;;
04/01/20 01:00;Brindisi - Casale;;;;;13.69;12.68;;44.8;;
04/01/20 02:00;Brindisi - Casale;;;;;11.98;11.17;;47.16;;
04/01/20 03:00;Brindisi - Casale;;;;;;;;42.66;;
04/01/20 04:00;Brindisi - Casale;;;;;9.58;9.22;;;;
04/01/20 05:00;Brindisi - Casale;;;;;10.05;9.53;;44.06;;
04/01/20 06:00;Brindisi - Casale;;;;;10.67;10.11;;47.99;;
04/01/20 07:00;Brindisi - Casale;;;;;13.96;13.06;;43.32;;
04/01/20 08:00;Brindisi - Casale;;;;;15.21;14.14;;41.52;;
04/01/20 09:00;Brindisi - Casale;;;;;26.33;20.06;;36.17;;
04/01/20 10:00;Brindisi - Casale;;;;;23.02;18.47;;46.88;;
04/01/20 11:00;Brindisi - Casale;;;;;11.09;10.05;;61.75;;
04/01/20 12:00;Brindisi - Casale;;;;;9.87;8.37;;70.34;;
04/01/20 13:00;Brindisi - Casale;;;;;8;7.12;;78.72;;
04/01/20 14:00;Brindisi - Casale;;;;;8.48;7.52;;76.37;;
04/01/20 15:00;Brindisi - Casale;;;;;8.85;8;;72.68;;
04/01/20 16:00;Brindisi - Casale;;;;;7.77;7.39;;73.59;;
04/01/20 17:00;Brindisi - Casale;;;;;12.69;12.02;;66.6;;
04/01/20 18:00;Brindisi - Casale;;;;;25.38;23.71;;48.94;;
04/01/20 19:00;Brindisi - Casale;;;;;28.58;25.57;;43.5;;
04/01/20 20:00;Brindisi - Casale;;;;;22.63;19.68;;46.46;;
04/01/20 21:00;Brindisi - Casale;;;;;14.72;12.54;;51.12;;
04/01/20 22:00;Brindisi - Casale;;;;;14.99;13.36;;48.33;;
04/01/20 23:00;Brindisi - Casale;;;;;10.06;9.77;;51.14;;
05/01/20 00:00;Brindisi - Casale;;;;;8.16;7.05;;55.17;;
05/01/20 01:00;Brindisi - Casale;;13.07;7.08;;5.82;5.49;;58.38;;
05/01/20 02:00;Brindisi - Casale;;13.07;7.08;;7.82;7.07;;54.52;;
05/01/20 03:00;Brindisi - Casale;;13.07;7.08;;6.42;6.08;;54.12;;
05/01/20 04:00;Brindisi - Casale;;13.07;7.08;;6.99;6.77;;51.97;;
05/01/20 05:00;Brindisi - Casale;;13.07;7.08;;5.15;4.93;;62.46;;
05/01/20 06:00;Brindisi - Casale;;13.07;7.08;;3.03;3;;72.13;;
05/01/20 07:00;Brindisi - Casale;;13.07;7.08;;6.21;5.54;;70.86;;
05/01/20 08:00;Brindisi - Casale;;13.07;7.08;;4.67;4.24;;68.99;;
05/01/20 09:00;Brindisi - Casale;;13.07;7.08;;3.83;3.25;;66.71;;
05/01/20 10:00;Brindisi - Casale;;13.07;7.08;;3.82;2.98;;71.19;;
05/01/20 11:00;Brindisi - Casale;;13.07;7.08;;3.03;2.29;;72.95;;
05/01/20 12:00;Brindisi - Casale;;13.07;7.08;;3.08;2.27;;69.93;;
05/01/20 13:00;Brindisi - Casale;;13.07;7.08;;2.87;2.18;;69.96;;
05/01/20 14:00;Brindisi - Casale;;13.07;7.08;;2.21;1.58;;71.09;;
05/01/20 15:00;Brindisi - Casale;;13.07;7.08;;2.88;2.14;;75.54;;
05/01/20 16:00;Brindisi - Casale;;13.07;7.08;;3.28;2.54;;69.86;;
05/01/20 17:00;Brindisi - Casale;;13.07;7.08;;1.18;1;;69.92;;
05/01/20 18:00;Brindisi - Casale;;13.07;7.08;;1.45;1.23;;69.22;;
05/01/20 19:00;Brindisi - Casale;;13.07;7.08;;1.07;1.38;;72.6;;
05/01/20 20:00;Brindisi - Casale;;13.07;7.08;;2.94;2.25;;67.73;;
05/01/20 21:00;Brindisi - Casale;;13.07;7.08;;2.06;2.02;;64.93;;
05/01/20 22:00;Brindisi - Casale;;13.07;7.08;;1.74;1.49;;66;;
05/01/20 23:00;Brindisi - Casale;;13.07;7.08;;2.66;2.05;;66.42;;
06/01/20 00:00;Brindisi - Casale;;13.07;7.08;;1.55;1.27;;63.5;;
06/01/20 01:00;Brindisi - Casale;;15.03;6.03;;1.22;1.03;;65.69;;
06/01/20 02:00;Brindisi - Casale;;15.03;6.03;;1.03;1.14;;65.46;;
06/01/20 03:00;Brindisi - Casale;;15.03;6.03;;;;;70.18;;
06/01/20 04:00;Brindisi - Casale;;15.03;6.03;;;;;;;
06/01/20 05:00;Brindisi - Casale;;15.03;6.03;;;;;71.78;;
06/01/20 06:00;Brindisi - Casale;;15.03;6.03;;;;;72.3;;
06/01/20 07:00;Brindisi - Casale;;15.03;6.03;;1.94;1.55;;71.05;;
06/01/20 08:00;Brindisi - Casale;;15.03;6.03;;2;1.42;;71.16;;
06/01/20 09:00;Brindisi - Casale;;15.03;6.03;;3.16;2.27;;69.77;;
06/01/20 10:00;Brindisi - Casale;;15.03;6.03;;3.03;1.84;;71.27;;
06/01/20 11:00;Brindisi - Casale;;15.03;6.03;;4.34;2.28;;72.25;;
06/01/20 12:00;Brindisi - Casale;;15.03;6.03;;2.12;1.06;;73.05;;
06/01/20 13:00;Brindisi - Casale;;15.03;6.03;;2.64;1.83;;72.85;;
06/01/20 14:00;Brindisi - Casale;;15.03;6.03;;3.09;2.02;;72.52;;
06/01/20 15:00;Brindisi - Casale;;15.03;6.03;;1.93;1.43;;74.7;;
06/01/20 16:00;Brindisi - Casale;;15.03;6.03;;3.42;2.06;;73.43;;
06/01/20 17:00;Brindisi - Casale;;15.03;6.03;;1.35;1.18;;74.33;;
06/01/20 18:00;Brindisi - Casale;;15.03;6.03;;3.37;2.48;;74.05;;
06/01/20 19:00;Brindisi - Casale;;15.03;6.03;;2.78;2.08;;73.8;;
06/01/20 20:00;Brindisi - Casale;;15.03;6.03;;2.15;1.65;;73.46;;
06/01/20 21:00;Brindisi - Casale;;15.03;6.03;;1.95;1.52;;74.64;;
06/01/20 22:00;Brindisi - Casale;;15.03;6.03;;1.66;1.29;;75.01;;
06/01/20 23:00;Brindisi - Casale;;15.03;6.03;;1.83;1.25;;76.08;;
07/01/20 00:00;Brindisi - Casale;;15.03;6.03;;1.13;0.89;;74.11;;
07/01/20 01:00;Brindisi - Casale;;14.09;9.07;;0.93;0.86;;73.28;;
07/01/20 02:00;Brindisi - Casale;;14.09;9.07;;0.97;0.96;;72.44;;
07/01/20 03:00;Brindisi - Casale;;14.09;9.07;;0.88;0.84;;72.42;;
07/01/20 04:00;Brindisi - Casale;;14.09;9.07;;0.08;0.69;;74.14;;
07/01/20 05:00;Brindisi - Casale;;14.09;9.07;;;;;74.73;;
07/01/20 06:00;Brindisi - Casale;;14.09;9.07;;1.04;1.01;;74.51;;
07/01/20 07:00;Brindisi - Casale;;14.09;9.07;;3.76;3.12;;72.47;;
07/01/20 08:00;Brindisi - Casale;;14.09;9.07;;2.23;1.62;;73.12;;
07/01/20 09:00;Brindisi - Casale;;14.09;9.07;;5.31;3.54;;63.53;;
07/01/20 10:00;Brindisi - Casale;;14.09;9.07;;4.31;2.78;;;;
07/01/20 11:00;Brindisi - Casale;;14.09;9.07;;3.09;2.16;;;;
07/01/20 12:00;Brindisi - Casale;;14.09;9.07;;2.49;1.68;;;;
07/01/20 13:00;Brindisi - Casale;;14.09;9.07;;4.26;2.82;;;;
07/01/20 14:00;Brindisi - Casale;;14.09;9.07;;4.22;2.99;;;;
07/01/20 15:00;Brindisi - Casale;;14.09;9.07;;3.66;2.77;;;;
07/01/20 16:00;Brindisi - Casale;;14.09;9.07;;4.19;3.51;;;;
07/01/20 17:00;Brindisi - Casale;;14.09;9.07;;4.03;3.68;;;;
07/01/20 18:00;Brindisi - Casale;;14.09;9.07;;7.43;6.87;;;;
07/01/20 19:00;Brindisi - Casale;;14.09;9.07;;6.06;5.53;;;;
07/01/20 20:00;Brindisi - Casale;;14.09;9.07;;8.33;7.79;;;;
07/01/20 21:00;Brindisi - Casale;;14.09;9.07;;4.26;3.06;;;;
07/01/20 22:00;Brindisi - Casale;;14.09;9.07;;1.48;1.41;;;;
07/01/20 23:00;Brindisi - Casale;;14.09;9.07;;1.31;1.08;;;;
08/01/20 00:00;Brindisi - Casale;;14.09;9.07;;1.64;1.55;;;;
08/01/20 01:00;Brindisi - Casale;;14.08;6.09;;0.78;0.07;;;;
08/01/20 02:00;Brindisi - Casale;;14.08;6.09;;1.18;1.01;;;;
08/01/20 03:00;Brindisi - Casale;;14.08;6.09;;;;;;;
08/01/20 04:00;Brindisi - Casale;;14.08;6.09;;1.72;1.07;;;;
08/01/20 05:00;Brindisi - Casale;;14.08;6.09;;1.46;1.42;;;;
08/01/20 06:00;Brindisi - Casale;;14.08;6.09;;1.91;1.63;;;;
08/01/20 07:00;Brindisi - Casale;;14.08;6.09;;3.24;2.48;;;;
08/01/20 08:00;Brindisi - Casale;;14.08;6.09;;4.14;3.05;;;;
08/01/20 09:00;Brindisi - Casale;;14.08;6.09;;20.83;8.46;;;;
08/01/20 10:00;Brindisi - Casale;;14.08;6.09;;6.78;4.59;;;;
08/01/20 11:00;Brindisi - Casale;;14.08;6.09;;6.06;4.05;;;;
08/01/20 12:00;Brindisi - Casale;;14.08;6.09;;4.68;3.13;;;;
08/01/20 13:00;Brindisi - Casale;;14.08;6.09;;5.04;3.55;;;;
08/01/20 14:00;Brindisi - Casale;;14.08;6.09;;3.68;2.71;;;;
08/01/20 15:00;Brindisi - Casale;;14.08;6.09;;3.92;2.96;;;;
08/01/20 16:00;Brindisi - Casale;;14.08;6.09;;7.08;6.06;;;;
08/01/20 17:00;Brindisi - Casale;;14.08;6.09;;5;3.89;;;;
08/01/20 18:00;Brindisi - Casale;;14.08;6.09;;4.29;3.84;;;;
08/01/20 19:00;Brindisi - Casale;;14.08;6.09;;6.74;6.46;;;;
08/01/20 20:00;Brindisi - Casale;;14.08;6.09;;3.58;3.11;;;;
08/01/20 21:00;Brindisi - Casale;;14.08;6.09;;4.25;3.86;;;;
08/01/20 22:00;Brindisi - Casale;;14.08;6.09;;3.48;3.13;;;;
08/01/20 23:00;Brindisi - Casale;;14.08;6.09;;4.86;4.74;;;;
09/01/20 00:00;Brindisi - Casale;;14.08;6.09;;16.31;15.13;;;;
09/01/20 01:00;Brindisi - Casale;;29.3;21.02;;15.58;14.04;;;;
09/01/20 02:00;Brindisi - Casale;;29.3;21.02;;11.74;11.05;;;;
09/01/20 03:00;Brindisi - Casale;;29.3;21.02;;8.21;7.62;;;;
09/01/20 04:00;Brindisi - Casale;;29.3;21.02;;5.86;5.38;;;;
09/01/20 05:00;Brindisi - Casale;;29.3;21.02;;6.68;6.39;;;;
09/01/20 06:00;Brindisi - Casale;;29.3;21.02;;9.05;8.63;;;;
09/01/20 07:00;Brindisi - Casale;;29.3;21.02;;14.99;13.89;;;;
09/01/20 08:00;Brindisi - Casale;;29.3;21.02;;20.02;16.04;;;;
09/01/20 09:00;Brindisi - Casale;;29.3;21.02;;20.22;15.85;;;;
09/01/20 10:00;Brindisi - Casale;;29.3;21.02;;10.55;8.79;;;;
09/01/20 11:00;Brindisi - Casale;;29.3;21.02;;9.83;7.92;;;;
09/01/20 12:00;Brindisi - Casale;;29.3;21.02;;16.51;12.16;;;;
09/01/20 13:00;Brindisi - Casale;;29.3;21.02;;18.62;13.86;;;;
09/01/20 14:00;Brindisi - Casale;;29.3;21.02;;13.85;11.85;;;;
09/01/20 15:00;Brindisi - Casale;;29.3;21.02;;8.06;7.27;;;;
09/01/20 16:00;Brindisi - Casale;;29.3;21.02;;6.34;5.66;;;;
09/01/20 17:00;Brindisi - Casale;;29.3;21.02;;8.12;7.67;;;;
09/01/20 18:00;Brindisi - Casale;;29.3;21.02;;19.92;18.12;;;;
09/01/20 19:00;Brindisi - Casale;;29.3;21.02;;23.59;21.07;;;;
09/01/20 20:00;Brindisi - Casale;;29.3;21.02;;32.99;29.75;;;;
09/01/20 21:00;Brindisi - Casale;;29.3;21.02;;40.36;36.88;;;;
09/01/20 22:00;Brindisi - Casale;;29.3;21.02;;41.72;37.66;;;;
09/01/20 23:00;Brindisi - Casale;;29.3;21.02;;42.48;36.9;;;;
10/01/20 00:00;Brindisi - Casale;;29.3;21.02;;31.5;28.54;;;;
10/01/20 01:00;Brindisi - Casale;;31.9;26.6;;21.26;19.66;;;;
10/01/20 02:00;Brindisi - Casale;;31.9;26.6;;14.35;13.65;;;;
10/01/20 03:00;Brindisi - Casale;;31.9;26.6;;;;;;;
10/01/20 04:00;Brindisi - Casale;;31.9;26.6;;13.47;12.32;;;;
10/01/20 05:00;Brindisi - Casale;;31.9;26.6;;13.02;12.39;;;;
10/01/20 06:00;Brindisi - Casale;;31.9;26.6;;20.38;18.06;;;;
10/01/20 07:00;Brindisi - Casale;;31.9;26.6;;38.83;31.45;;;;
10/01/20 08:00;Brindisi - Casale;;31.9;26.6;;82.3;46.02;;;;
10/01/20 09:00;Brindisi - Casale;;31.9;26.6;;108.68;50.09;;;;
10/01/20 10:00;Brindisi - Casale;;31.9;26.6;;71.24;41.07;;;;
10/01/20 11:00;Brindisi - Casale;;31.9;26.6;;32.17;22.87;;;;
10/01/20 12:00;Brindisi - Casale;;31.9;26.6;;12.04;10.27;;;;
10/01/20 13:00;Brindisi - Casale;;31.9;26.6;;12.92;10.75;;;;
10/01/20 14:00;Brindisi - Casale;;31.9;26.6;;9.47;8.14;;;;
10/01/20 15:00;Brindisi - Casale;;31.9;26.6;;7.74;7.05;;;;
10/01/20 16:00;Brindisi - Casale;;31.9;26.6;;12.19;10.96;;;;
10/01/20 17:00;Brindisi - Casale;;31.9;26.6;;14.03;13.05;;;;
10/01/20 18:00;Brindisi - Casale;;31.9;26.6;;19.22;17.08;;;;
10/01/20 19:00;Brindisi - Casale;;31.9;26.6;;55.95;48.06;;;;
10/01/20 20:00;Brindisi - Casale;;31.9;26.6;;40.45;36.09;;;;
10/01/20 21:00;Brindisi - Casale;;31.9;26.6;;38.75;34.96;;35.9;;
10/01/20 22:00;Brindisi - Casale;;31.9;26.6;;31.31;28.96;;44.23;;
10/01/20 23:00;Brindisi - Casale;;31.9;26.6;;33.04;30.58;;37.83;;
11/01/20 00:00;Brindisi - Casale;;31.9;26.6;;28.41;26.21;;32.35;;
11/01/20 01:00;Brindisi - Casale;;23.02;16.04;;19.73;18.26;;38.82;;
11/01/20 02:00;Brindisi - Casale;;23.02;16.04;;13.25;12.47;;44.46;;
11/01/20 03:00;Brindisi - Casale;;23.02;16.04;;11.55;10.98;;44.83;;
11/01/20 04:00;Brindisi - Casale;;23.02;16.04;;9.21;8.96;;53.53;;
11/01/20 05:00;Brindisi - Casale;;23.02;16.04;;7.93;7.61;;58.47;;
11/01/20 06:00;Brindisi - Casale;;23.02;16.04;;7.32;7.07;;60.6;;
11/01/20 07:00;Brindisi - Casale;;23.02;16.04;;7.73;7.47;;60.59;;
11/01/20 08:00;Brindisi - Casale;;23.02;16.04;;10.51;9.91;;56.79;;
11/01/20 09:00;Brindisi - Casale;;23.02;16.04;;12.32;10.87;;55.86;;
11/01/20 10:00;Brindisi - Casale;;23.02;16.04;;15.24;13.29;;53.8;;
11/01/20 11:00;Brindisi - Casale;;23.02;16.04;;9;7.73;;66.33;;
11/01/20 12:00;Brindisi - Casale;;23.02;16.04;;11.24;9.65;;66.81;;
11/01/20 13:00;Brindisi - Casale;;23.02;16.04;;11.31;9.66;;70.09;;
11/01/20 14:00;Brindisi - Casale;;23.02;16.04;;5.52;4.09;;76.79;;
11/01/20 15:00;Brindisi - Casale;;23.02;16.04;;5.21;4.84;;76.39;;
11/01/20 16:00;Brindisi - Casale;;23.02;16.04;;4.49;4.29;;76.26;;
11/01/20 17:00;Brindisi - Casale;;23.02;16.04;;4.26;3.97;;76.13;;
11/01/20 18:00;Brindisi - Casale;;23.02;16.04;;3.18;2.94;;78.18;;
11/01/20 19:00;Brindisi - Casale;;23.02;16.04;;9.36;9;;70.54;;
11/01/20 20:00;Brindisi - Casale;;23.02;16.04;;28.22;25.13;;50.6;;
11/01/20 21:00;Brindisi - Casale;;23.02;16.04;;60.57;53.19;;18.53;;
11/01/20 22:00;Brindisi - Casale;;23.02;16.04;;5.66;5.35;;69.09;;
11/01/20 23:00;Brindisi - Casale;;23.02;16.04;;3.63;3.44;;72.12;;
12/01/20 00:00;Brindisi - Casale;;23.02;16.04;;3.98;3.92;;67.65;;
12/01/20 01:00;Brindisi - Casale;;24.6;18.04;;5.04;4.85;;59.69;;
12/01/20 02:00;Brindisi - Casale;;24.6;18.04;;5.61;5.39;;54.89;;
12/01/20 03:00;Brindisi - Casale;;24.6;18.04;;;;;52.48;;
12/01/20 04:00;Brindisi - Casale;;24.6;18.04;;5.19;5.09;;;;
12/01/20 05:00;Brindisi - Casale;;24.6;18.04;;10.24;9.48;;35.14;;
12/01/20 06:00;Brindisi - Casale;;24.6;18.04;;4.56;4.23;;55.97;;
12/01/20 07:00;Brindisi - Casale;;24.6;18.04;;5.58;4.78;;57.83;;
12/01/20 08:00;Brindisi - Casale;;24.6;18.04;;8.38;7.92;;50.13;;
12/01/20 09:00;Brindisi - Casale;;24.6;18.04;;9.07;8.23;;48.74;;
12/01/20 10:00;Brindisi - Casale;;24.6;18.04;;9.19;7.64;;50.11;;
12/01/20 11:00;Brindisi - Casale;;24.6;18.04;;7.03;6.19;;55.61;;
12/01/20 12:00;Brindisi - Casale;;24.6;18.04;;6.02;4.99;;58.5;;
12/01/20 13:00;Brindisi - Casale;;24.6;18.04;;5.01;4.02;;57.88;;
12/01/20 14:00;Brindisi - Casale;;24.6;18.04;;6.02;5.19;;57.28;;
12/01/20 15:00;Brindisi - Casale;;24.6;18.04;;7.37;5.09;;54.96;;
12/01/20 16:00;Brindisi - Casale;;24.6;18.04;;11.01;9.26;;57;;
12/01/20 17:00;Brindisi - Casale;;24.6;18.04;;31.57;29.94;;42.47;;
12/01/20 18:00;Brindisi - Casale;;24.6;18.04;;34.69;32.6;;42.2;;
12/01/20 19:00;Brindisi - Casale;;24.6;18.04;;61.53;53.75;;21.11;;
12/01/20 20:00;Brindisi - Casale;;24.6;18.04;;66.97;58.52;;11.97;;
12/01/20 21:00;Brindisi - Casale;;24.6;18.04;;41.23;35.64;;20.94;;
12/01/20 22:00;Brindisi - Casale;;24.6;18.04;;17.61;15.23;;34.58;;
12/01/20 23:00;Brindisi - Casale;;24.6;18.04;;12.43;10.86;;40.59;;
13/01/20 00:00;Brindisi - Casale;;24.6;18.04;;10.18;9.01;;48.4;;
13/01/20 01:00;Brindisi - Casale;;25.9;21.01;;6.06;5.88;;47.52;;
13/01/20 02:00;Brindisi - Casale;;25.9;21.01;;2.99;2.71;;62.06;;
13/01/20 03:00;Brindisi - Casale;;25.9;21.01;;2.33;2.14;;65.2;;
13/01/20 04:00;Brindisi - Casale;;25.9;21.01;;1.58;1.55;;63.34;;
13/01/20 05:00;Brindisi - Casale;;25.9;21.01;;4.27;3.97;;50.49;;
13/01/20 06:00;Brindisi - Casale;;25.9;21.01;;7.68;7.19;;39.65;;
13/01/20 07:00;Brindisi - Casale;;25.9;21.01;;9.74;8.89;;36.88;;
13/01/20 08:00;Brindisi - Casale;;25.9;21.01;;12.39;10.72;;36.43;;
13/01/20 09:00;Brindisi - Casale;;25.9;21.01;;13.95;12.08;;38.91;;
13/01/20 10:00;Brindisi - Casale;;25.9;21.01;;14.83;12.09;;39.97;;
13/01/20 11:00;Brindisi - Casale;;25.9;21.01;;16.47;11.83;;43.71;;
13/01/20 12:00;Brindisi - Casale;;25.9;21.01;;15.08;11.29;;45.64;;
13/01/20 13:00;Brindisi - Casale;;25.9;21.01;;14.03;11.16;;46.75;;
13/01/20 14:00;Brindisi - Casale;;25.9;21.01;;13.65;11.99;;45.24;;
13/01/20 15:00;Brindisi - Casale;;25.9;21.01;;15.36;13.08;;44.47;;
13/01/20 16:00;Brindisi - Casale;;25.9;21.01;;15.29;13.51;;45.19;;
13/01/20 17:00;Brindisi - Casale;;25.9;21.01;;17.67;16.35;;37.43;;
13/01/20 18:00;Brindisi - Casale;;25.9;21.01;;30.59;27.63;;23.11;;
13/01/20 19:00;Brindisi - Casale;;25.9;21.01;;63.07;50.93;;4.58;;
13/01/20 20:00;Brindisi - Casale;;25.9;21.01;;96.6;61.92;;0.07;;
13/01/20 21:00;Brindisi - Casale;;25.9;21.01;;102.25;56.6;;0.66;;
13/01/20 22:00;Brindisi - Casale;;25.9;21.01;;80.69;46.81;;0.25;;
13/01/20 23:00;Brindisi - Casale;;25.9;21.01;;66.95;41.66;;0.36;;
14/01/20 00:00;Brindisi - Casale;;25.9;21.01;;49.39;37.58;;1.44;;
14/01/20 01:00;Brindisi - Casale;;37.6;33.2;;32.62;27.6;;6.26;;
14/01/20 02:00;Brindisi - Casale;;37.6;33.2;;20.28;17.79;;10.79;;
14/01/20 03:00;Brindisi - Casale;;37.6;33.2;;;;;19.84;;
14/01/20 04:00;Brindisi - Casale;;37.6;33.2;;12.21;10.92;;;;
14/01/20 05:00;Brindisi - Casale;;37.6;33.2;;13.33;11.85;;15.27;;
14/01/20 06:00;Brindisi - Casale;;37.6;33.2;;25.77;21.37;;6.49;;
14/01/20 07:00;Brindisi - Casale;;37.6;33.2;;40.93;29.77;;2;;
14/01/20 08:00;Brindisi - Casale;;37.6;33.2;;73.38;39.26;;;;
14/01/20 09:00;Brindisi - Casale;;37.6;33.2;;119.66;41.36;;0.25;;
14/01/20 10:00;Brindisi - Casale;;37.6;33.2;;49.52;30.2;;8.88;;
14/01/20 11:00;Brindisi - Casale;;37.6;33.2;;22.82;16.66;;33.99;;
14/01/20 12:00;Brindisi - Casale;;37.6;33.2;;15.69;11.09;;53.38;;
14/01/20 13:00;Brindisi - Casale;;37.6;33.2;;9.11;7.02;;59.99;;
14/01/20 14:00;Brindisi - Casale;;37.6;33.2;;11.06;8.88;;61.02;;
14/01/20 15:00;Brindisi - Casale;;37.6;33.2;;14.03;11.18;;63.28;;
14/01/20 16:00;Brindisi - Casale;;37.6;33.2;;13.81;11.67;;62.86;;
