Data;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;Benzene
01/01/20 01:00;Altamura - Via Santeramo;;14;10;4.54;35.51;28.41;;36.96;
01/01/20 02:00;Altamura - Via Santeramo;;14;10;3.46;29.33;23.90;;49.97;
01/01/20 03:00;Altamura - Via Santeramo;;14;10;2.93;25.67;21.07;;51.17;
01/01/20 04:00;Altamura - Via Santeramo;;14;10;3.71;29.95;24.14;;47.74;
01/01/20 05:00;Altamura - Via Santeramo;;14;10;1.25;14.87;12.89;;59.76;
01/01/20 06:00;Altamura - Via Santeramo;;14;10;0.52;9.70;8.86;;62.52;
01/01/20 07:00;Altamura - Via Santeramo;;14;10;0.88;13.58;12.17;;58.58;
01/01/20 08:00;Altamura - Via Santeramo;;14;10;1.12;16.74;14.95;;54.28;
01/01/20 09:00;Altamura - Via Santeramo;;14;10;1.93;19.87;16.82;;51.84;
01/01/20 10:00;Altamura - Via Santeramo;;14;10;2.93;21.98;17.40;;54.26;
01/01/20 11:00;Altamura - Via Santeramo;;14;10;3.15;22.61;17.69;;57.47;
01/01/20 12:00;Altamura - Via Santeramo;;14;10;4.95;28.84;21.14;;55.26;
01/01/20 13:00;Altamura - Via Santeramo;;14;10;7.29;38.56;27.23;;52.87;
01/01/20 14:00;Altamura - Via Santeramo;;14;10;4.72;28.70;21.34;;59.32;
01/01/20 15:00;Altamura - Via Santeramo;;14;10;1.07;13.58;11.88;;66.37;
01/01/20 16:00;Altamura - Via Santeramo;;14;10;1.02;14.96;13.33;;64.28;
01/01/20 17:00;Altamura - Via Santeramo;;14;10;2.61;26.34;22.23;;55.82;
01/01/20 18:00;Altamura - Via Santeramo;;14;10;4.31;34.72;27.97;;50.38;
01/01/20 19:00;Altamura - Via Santeramo;;14;10;5.72;41.71;32.77;;47.15;
01/01/20 20:00;Altamura - Via Santeramo;;14;10;7.41;49.08;37.51;;43.70;
01/01/20 21:00;Altamura - Via Santeramo;;14;10;9.16;59.03;44.75;;37.45;
01/01/20 22:00;Altamura - Via Santeramo;;14;10;6.13;49.00;39.39;;38.25;
01/01/20 23:00;Altamura - Via Santeramo;;14;10;3.37;32.71;27.41;;46.89;
02/01/20 00:00;Altamura - Via Santeramo;;14;10;3.11;27.80;22.91;;50.65;
02/01/20 01:00;Altamura - Via Santeramo;;19;13;1.82;18.97;16.10;;53.47;
02/01/20 02:00;Altamura - Via Santeramo;;19;13;0.92;12.58;11.13;;;
02/01/20 03:00;Altamura - Via Santeramo;;19;13;0.31;8.31;7.80;;53.30;
02/01/20 04:00;Altamura - Via Santeramo;;19;13;;;;;47.86;
02/01/20 05:00;Altamura - Via Santeramo;;19;13;0.43;10.97;10.27;;42.34;
02/01/20 06:00;Altamura - Via Santeramo;;19;13;0.80;14.65;13.37;;41.39;
02/01/20 07:00;Altamura - Via Santeramo;;19;13;2.99;29.44;24.72;;33.49;
02/01/20 08:00;Altamura - Via Santeramo;;19;13;7.90;45.47;33.17;;27.21;
02/01/20 09:00;Altamura - Via Santeramo;;19;13;8.22;41.33;28.57;;31.53;
02/01/20 10:00;Altamura - Via Santeramo;;19;13;11.29;50.16;32.67;;33.85;
02/01/20 11:00;Altamura - Via Santeramo;;19;13;7.56;37.14;25.40;;50.19;
02/01/20 12:00;Altamura - Via Santeramo;;19;13;7.09;37.56;26.55;;53.66;
02/01/20 13:00;Altamura - Via Santeramo;;19;13;9.54;45.44;30.64;;53.26;
02/01/20 14:00;Altamura - Via Santeramo;;19;13;6.30;33.88;24.09;;59.65;
02/01/20 15:00;Altamura - Via Santeramo;;19;13;3.48;26.02;20.58;;62.75;
02/01/20 16:00;Altamura - Via Santeramo;;19;13;6.39;43.85;33.87;;49.96;
02/01/20 17:00;Altamura - Via Santeramo;;19;13;8.90;66.03;52.11;;30.82;
02/01/20 18:00;Altamura - Via Santeramo;;19;13;23.36;106.24;70.01;;15.90;
02/01/20 19:00;Altamura - Via Santeramo;;19;13;32.92;125.11;74.19;;14.42;
02/01/20 20:00;Altamura - Via Santeramo;;19;13;28.70;105.86;61.47;;12.64;
02/01/20 21:00;Altamura - Via Santeramo;;19;13;22.98;88.32;52.77;;18.93;
02/01/20 22:00;Altamura - Via Santeramo;;19;13;9.18;54.28;39.98;;27.65;
02/01/20 23:00;Altamura - Via Santeramo;;19;13;3.97;33.23;27.00;;36.33;
03/01/20 00:00;Altamura - Via Santeramo;;19;13;2.87;25.24;20.74;;42.86;
03/01/20 01:00;Altamura - Via Santeramo;;16;13;1.06;15.86;14.17;;49.48;
03/01/20 02:00;Altamura - Via Santeramo;;16;13;0.38;10.88;10.24;;53.84;
03/01/20 03:00;Altamura - Via Santeramo;;16;13;0.30;11.28;10.77;;51.74;
03/01/20 04:00;Altamura - Via Santeramo;;16;13;0.18;9.09;8.77;;55.75;
03/01/20 05:00;Altamura - Via Santeramo;;16;13;0.07;8.29;8.15;;55.52;
03/01/20 06:00;Altamura - Via Santeramo;;16;13;0.42;13.00;12.29;;55.25;
03/01/20 07:00;Altamura - Via Santeramo;;16;13;4.01;40.25;33.93;;33.58;
03/01/20 08:00;Altamura - Via Santeramo;;16;13;22.70;97.54;62.36;;13.31;
03/01/20 09:00;Altamura - Via Santeramo;;16;13;13.78;68.91;47.52;;34.58;
03/01/20 10:00;Altamura - Via Santeramo;;16;13;8.16;45.58;32.89;;44.45;
03/01/20 11:00;Altamura - Via Santeramo;;16;13;10.37;48.60;32.52;;45.35;
03/01/20 12:00;Altamura - Via Santeramo;;16;13;7.99;42.45;30.03;;48.36;
03/01/20 13:00;Altamura - Via Santeramo;;16;13;8.36;45.34;32.34;;53.57;
03/01/20 14:00;Altamura - Via Santeramo;;16;13;7.25;42.12;30.83;;55.68;
03/01/20 15:00;Altamura - Via Santeramo;;16;13;8.66;47.25;33.79;;50.69;
03/01/20 16:00;Altamura - Via Santeramo;;16;13;11.35;67.92;50.25;;31.44;
03/01/20 17:00;Altamura - Via Santeramo;;16;13;28.22;117.25;73.54;;13.16;
03/01/20 18:00;Altamura - Via Santeramo;;16;13;42.91;152.22;85.89;;6.79;
03/01/20 19:00;Altamura - Via Santeramo;;16;13;33.51;135.74;83.86;;9.70;
03/01/20 20:00;Altamura - Via Santeramo;;16;13;31.85;134.65;85.32;;11.80;
03/01/20 21:00;Altamura - Via Santeramo;;16;13;78.68;223.60;102.24;;6.37;
03/01/20 22:00;Altamura - Via Santeramo;;16;13;25.16;110.09;71.10;;15.98;
03/01/20 23:00;Altamura - Via Santeramo;;16;13;9.20;75.91;61.49;;20.76;
04/01/20 00:00;Altamura - Via Santeramo;;16;13;5.64;59.16;50.26;;30.40;
04/01/20 01:00;Altamura - Via Santeramo;;19;16;2.88;48.06;43.44;;37.55;
04/01/20 02:00;Altamura - Via Santeramo;;19;16;5.61;52.28;43.45;;;
04/01/20 03:00;Altamura - Via Santeramo;;19;16;1.64;30.50;27.85;;49.78;
04/01/20 04:00;Altamura - Via Santeramo;;19;16;;;;;54.17;
04/01/20 05:00;Altamura - Via Santeramo;;19;16;0.61;22.73;21.70;;54.35;
04/01/20 06:00;Altamura - Via Santeramo;;19;16;0.91;23.60;22.10;;50.40;
04/01/20 07:00;Altamura - Via Santeramo;;19;16;5.03;48.39;40.46;;35.71;
04/01/20 08:00;Altamura - Via Santeramo;;19;16;10.96;67.69;50.61;;25.44;
04/01/20 09:00;Altamura - Via Santeramo;;19;16;16.37;73.59;48.21;;26.53;
04/01/20 10:00;Altamura - Via Santeramo;;19;16;10.62;48.67;32.21;;44.26;
04/01/20 11:00;Altamura - Via Santeramo;;19;16;7.12;34.78;23.73;;52.54;
04/01/20 12:00;Altamura - Via Santeramo;;19;16;7.06;35.90;24.93;;53.21;
04/01/20 13:00;Altamura - Via Santeramo;;19;16;6.98;36.60;25.75;;55.17;
04/01/20 14:00;Altamura - Via Santeramo;;19;16;6.28;37.29;27.51;;53.46;
04/01/20 15:00;Altamura - Via Santeramo;;19;16;2.76;23.76;19.43;;57.46;
04/01/20 16:00;Altamura - Via Santeramo;;19;16;4.64;37.85;30.58;;43.66;
04/01/20 17:00;Altamura - Via Santeramo;;19;16;12.33;63.76;44.61;;26.85;
04/01/20 18:00;Altamura - Via Santeramo;;19;16;13.53;71.32;50.30;;25.66;
04/01/20 19:00;Altamura - Via Santeramo;;19;16;26.90;102.54;60.92;;15.93;
04/01/20 20:00;Altamura - Via Santeramo;;19;16;31.48;116.53;67.84;;12.74;
04/01/20 21:00;Altamura - Via Santeramo;;19;16;23.24;99.54;63.53;;17.09;
04/01/20 22:00;Altamura - Via Santeramo;;19;16;10.74;60.22;43.51;;29.13;
04/01/20 23:00;Altamura - Via Santeramo;;19;16;4.21;37.22;30.61;;35.48;
05/01/20 00:00;Altamura - Via Santeramo;;19;16;4.61;38.76;31.54;;32.95;
05/01/20 01:00;Altamura - Via Santeramo;;14;10;2.10;20.43;17.11;;45.59;
05/01/20 02:00;Altamura - Via Santeramo;;14;10;2.05;19.33;16.11;;43.43;
05/01/20 03:00;Altamura - Via Santeramo;;14;10;0.90;12.59;11.15;;47.20;
05/01/20 04:00;Altamura - Via Santeramo;;14;10;0.83;11.86;10.54;;41.97;
05/01/20 05:00;Altamura - Via Santeramo;;14;10;0.31;8.88;8.37;;44.52;
05/01/20 06:00;Altamura - Via Santeramo;;14;10;0.76;10.86;9.65;;44.04;
05/01/20 07:00;Altamura - Via Santeramo;;14;10;1.21;13.57;11.65;;42.87;
05/01/20 08:00;Altamura - Via Santeramo;;14;10;1.94;17.24;14.20;;38.15;
05/01/20 09:00;Altamura - Via Santeramo;;14;10;2.55;17.20;13.21;;44.88;
05/01/20 10:00;Altamura - Via Santeramo;;14;10;4.25;23.27;16.66;;56.96;
05/01/20 11:00;Altamura - Via Santeramo;;14;10;5.60;27.28;18.59;;55.24;
05/01/20 12:00;Altamura - Via Santeramo;;14;10;6.55;27.54;17.41;;60.31;
05/01/20 13:00;Altamura - Via Santeramo;;14;10;6.78;30.39;19.88;;60.15;
05/01/20 14:00;Altamura - Via Santeramo;;14;10;4.35;23.02;16.27;;63.62;
05/01/20 15:00;Altamura - Via Santeramo;;14;10;1.06;9.01;7.34;;72.93;
05/01/20 16:00;Altamura - Via Santeramo;;14;10;1.49;11.15;8.83;;70.45;
05/01/20 17:00;Altamura - Via Santeramo;;14;10;3.04;17.60;12.87;;65.34;
05/01/20 18:00;Altamura - Via Santeramo;;14;10;4.41;22.66;15.81;;63.96;
05/01/20 19:00;Altamura - Via Santeramo;;14;10;5.01;25.69;17.91;;62.91;
05/01/20 20:00;Altamura - Via Santeramo;;14;10;4.72;24.21;16.87;;62.57;
05/01/20 21:00;Altamura - Via Santeramo;;14;10;7.74;32.69;20.70;;59.14;
05/01/20 22:00;Altamura - Via Santeramo;;14;10;4.51;23.02;16.01;;62.43;
05/01/20 23:00;Altamura - Via Santeramo;;14;10;2.69;15.46;11.27;;64.76;
06/01/20 00:00;Altamura - Via Santeramo;;14;10;2.38;13.62;9.92;;64.79;
06/01/20 01:00;Altamura - Via Santeramo;;13;7;2.54;13.50;9.55;;64.33;
06/01/20 02:00;Altamura - Via Santeramo;;13;7;2.03;11.88;8.72;;;
06/01/20 03:00;Altamura - Via Santeramo;;13;7;1.03;7.39;5.78;;66.51;
06/01/20 04:00;Altamura - Via Santeramo;;13;7;;;;;67.65;
06/01/20 05:00;Altamura - Via Santeramo;;13;7;0.35;4.64;4.08;;67.76;
06/01/20 06:00;Altamura - Via Santeramo;;13;7;0.48;5.71;4.94;;67.04;
06/01/20 07:00;Altamura - Via Santeramo;;13;7;0.67;7.14;6.07;;65.15;
06/01/20 08:00;Altamura - Via Santeramo;;13;7;3.65;18.27;12.61;;60.50;
06/01/20 09:00;Altamura - Via Santeramo;;13;7;3.87;19.02;13.01;;59.14;
06/01/20 10:00;Altamura - Via Santeramo;;13;7;9.07;35.93;21.89;;53.03;
06/01/20 11:00;Altamura - Via Santeramo;;13;7;10.83;43.50;26.74;;49.85;
06/01/20 12:00;Altamura - Via Santeramo;;13;7;14.87;52.86;29.88;;50.29;
06/01/20 13:00;Altamura - Via Santeramo;;13;7;15.53;59.40;35.37;;48.91;
06/01/20 14:00;Altamura - Via Santeramo;;13;7;5.11;27.20;19.25;;60.08;
06/01/20 15:00;Altamura - Via Santeramo;;13;7;1.61;12.68;10.16;;66.45;
06/01/20 16:00;Altamura - Via Santeramo;;13;7;2.48;17.15;13.27;;63.96;
06/01/20 17:00;Altamura - Via Santeramo;;13;7;3.09;23.43;18.59;;56.45;
06/01/20 18:00;Altamura - Via Santeramo;;13;7;5.02;33.59;25.75;;49.63;
06/01/20 19:00;Altamura - Via Santeramo;;13;7;5.78;37.01;27.99;;49.23;
06/01/20 20:00;Altamura - Via Santeramo;;13;7;5.26;37.46;29.24;;46.86;
06/01/20 21:00;Altamura - Via Santeramo;;13;7;7.10;42.94;31.88;;42.77;
06/01/20 22:00;Altamura - Via Santeramo;;13;7;4.41;32.45;25.55;;48.88;
06/01/20 23:00;Altamura - Via Santeramo;;13;7;2.91;24.16;19.60;;52.50;
07/01/20 00:00;Altamura - Via Santeramo;;13;7;2.31;20.99;17.37;;52.87;
07/01/20 01:00;Altamura - Via Santeramo;;15;9;0.98;11.96;10.40;;58.28;
07/01/20 02:00;Altamura - Via Santeramo;;15;9;0.49;7.80;7.01;;60.09;
07/01/20 03:00;Altamura - Via Santeramo;;15;9;0.25;6.59;6.17;;61.05;
07/01/20 04:00;Altamura - Via Santeramo;;15;9;0.21;5.91;5.56;;60.44;
07/01/20 05:00;Altamura - Via Santeramo;;15;9;0.19;5.86;5.54;;59.98;
07/01/20 06:00;Altamura - Via Santeramo;;15;9;0.58;11.17;10.22;;56.23;
07/01/20 07:00;Altamura - Via Santeramo;;15;9;2.78;25.11;20.75;;48.54;
07/01/20 08:00;Altamura - Via Santeramo;;15;9;8.24;45.41;32.59;;37.19;
07/01/20 09:00;Altamura - Via Santeramo;;15;9;14.88;63.49;40.43;;33.71;
07/01/20 10:00;Altamura - Via Santeramo;;15;9;9.16;43.13;28.92;;49.51;
07/01/20 11:00;Altamura - Via Santeramo;;15;9;6.30;33.12;23.33;;55.51;
07/01/20 12:00;Altamura - Via Santeramo;;15;9;6.41;32.83;22.88;;59.93;
07/01/20 13:00;Altamura - Via Santeramo;;15;9;9.35;44.49;29.98;;55.54;
07/01/20 14:00;Altamura - Via Santeramo;;15;9;8.87;44.34;30.56;;57.13;
07/01/20 15:00;Altamura - Via Santeramo;;15;9;5.61;34.30;25.56;;59.33;
07/01/20 16:00;Altamura - Via Santeramo;;15;9;6.29;43.78;33.96;;50.06;
07/01/20 17:00;Altamura - Via Santeramo;;15;9;11.02;69.06;51.88;;28.75;
07/01/20 18:00;Altamura - Via Santeramo;;15;9;24.23;101.86;64.33;;15.20;
07/01/20 19:00;Altamura - Via Santeramo;;15;9;26.81;105.11;63.62;;13.73;
07/01/20 20:00;Altamura - Via Santeramo;;15;9;28.63;108.99;64.70;;15.72;
07/01/20 21:00;Altamura - Via Santeramo;;15;9;28.27;109.95;66.21;;14.97;
07/01/20 22:00;Altamura - Via Santeramo;;15;9;12.02;69.68;50.98;;23.75;
07/01/20 23:00;Altamura - Via Santeramo;;15;9;4.98;40.09;32.29;;34.49;
08/01/20 00:00;Altamura - Via Santeramo;;15;9;2.78;28.80;24.40;;40.82;
08/01/20 01:00;Altamura - Via Santeramo;;17;13;1.05;14.91;13.23;;48.45;
08/01/20 02:00;Altamura - Via Santeramo;;17;13;0.91;12.18;10.73;;;
08/01/20 03:00;Altamura - Via Santeramo;;17;13;0.22;8.26;7.88;;54.45;
08/01/20 04:00;Altamura - Via Santeramo;;17;13;;;;;52.06;
08/01/20 05:00;Altamura - Via Santeramo;;17;13;0.22;8.92;8.54;;51.68;
08/01/20 06:00;Altamura - Via Santeramo;;17;13;1.42;17.06;14.81;;46.43;
08/01/20 07:00;Altamura - Via Santeramo;;17;13;4.96;36.75;28.99;;34.50;
08/01/20 08:00;Altamura - Via Santeramo;;17;13;16.24;69.05;43.89;;22.57;
08/01/20 09:00;Altamura - Via Santeramo;;17;13;19.87;78.42;47.66;;22.56;
08/01/20 10:00;Altamura - Via Santeramo;;17;13;14.47;63.20;40.77;;29.03;
08/01/20 11:00;Altamura - Via Santeramo;;17;13;8.60;43.64;30.29;;48.16;
08/01/20 12:00;Altamura - Via Santeramo;;17;13;12.03;50.36;31.73;;54.41;
08/01/20 13:00;Altamura - Via Santeramo;;17;13;10.30;48.67;32.69;;54.41;
08/01/20 14:00;Altamura - Via Santeramo;;17;13;8.86;43.77;30.03;;58.91;
08/01/20 15:00;Altamura - Via Santeramo;;17;13;7.92;40.71;28.41;;61.57;
08/01/20 16:00;Altamura - Via Santeramo;;17;13;8.91;52.71;38.83;;50.71;
08/01/20 17:00;Altamura - Via Santeramo;;17;13;10.40;72.39;56.15;;29.68;
08/01/20 18:00;Altamura - Via Santeramo;;17;13;22.08;109.86;75.58;;13.55;
08/01/20 19:00;Altamura - Via Santeramo;;17;13;25.13;104.83;65.91;;16.07;
08/01/20 20:00;Altamura - Via Santeramo;;17;13;23.81;88.59;51.76;;15.65;
08/01/20 21:00;Altamura - Via Santeramo;;17;13;24.73;94.68;56.42;;14.51;
08/01/20 22:00;Altamura - Via Santeramo;;17;13;6.72;43.37;32.89;;29.25;
08/01/20 23:00;Altamura - Via Santeramo;;17;13;3.51;28.95;23.45;;35.59;
09/01/20 00:00;Altamura - Via Santeramo;;17;13;2.12;20.21;16.87;;41.64;
09/01/20 01:00;Altamura - Via Santeramo;;27;21;1.09;15.59;13.86;;45.06;
09/01/20 02:00;Altamura - Via Santeramo;;27;21;0.77;12.08;10.84;;47.06;
09/01/20 03:00;Altamura - Via Santeramo;;27;21;0.52;12.20;11.34;;43.13;
09/01/20 04:00;Altamura - Via Santeramo;;27;21;0.24;10.01;9.60;;43.24;
09/01/20 05:00;Altamura - Via Santeramo;;27;21;0.59;10.91;9.96;;40.48;
09/01/20 06:00;Altamura - Via Santeramo;;27;21;2.21;23.44;19.95;;33.14;
09/01/20 07:00;Altamura - Via Santeramo;;27;21;7.54;48.33;36.57;;22.17;
09/01/20 08:00;Altamura - Via Santeramo;;27;21;5.89;39.77;30.58;;31.73;
09/01/20 09:00;Altamura - Via Santeramo;;27;21;15.18;60.74;37.23;;27.12;
09/01/20 10:00;Altamura - Via Santeramo;;27;21;10.85;46.72;29.92;;34.84;
09/01/20 11:00;Altamura - Via Santeramo;;27;21;10.09;45.92;30.28;;44.11;
09/01/20 12:00;Altamura - Via Santeramo;;27;21;9.84;47.27;32.01;;52.15;
09/01/20 13:00;Altamura - Via Santeramo;;27;21;9.35;48.08;33.55;;54.64;
09/01/20 14:00;Altamura - Via Santeramo;;27;21;8.05;44.73;32.20;;58.21;
09/01/20 15:00;Altamura - Via Santeramo;;27;21;4.69;31.65;24.32;;61.78;
09/01/20 16:00;Altamura - Via Santeramo;;27;21;4.24;37.24;30.58;;53.43;
09/01/20 17:00;Altamura - Via Santeramo;;27;21;35.66;133.57;78.42;;12.74;
09/01/20 18:00;Altamura - Via Santeramo;;27;21;83.07;226.48;98.39;;4.43;
09/01/20 19:00;Altamura - Via Santeramo;;27;21;90.85;240.34;100.29;;4.06;
09/01/20 20:00;Altamura - Via Santeramo;;27;21;105.04;269.50;107.60;;4.26;
09/01/20 21:00;Altamura - Via Santeramo;;27;21;69.99;208.96;100.95;;4.41;
09/01/20 22:00;Altamura - Via Santeramo;;27;21;40.72;157.60;94.59;;6.15;
09/01/20 23:00;Altamura - Via Santeramo;;27;21;25.08;115.57;76.67;;13.43;
10/01/20 00:00;Altamura - Via Santeramo;;27;21;23.94;112.17;75.04;;9.44;
10/01/20 01:00;Altamura - Via Santeramo;;34;28;43.76;144.01;76.42;;4.37;
10/01/20 02:00;Altamura - Via Santeramo;;34;28;13.32;84.10;63.34;;;
10/01/20 03:00;Altamura - Via Santeramo;;34;28;3.94;52.16;45.88;;20.91;
10/01/20 04:00;Altamura - Via Santeramo;;34;28;;;;;20.43;
10/01/20 05:00;Altamura - Via Santeramo;;34;28;3.27;35.40;30.23;;36.94;
10/01/20 06:00;Altamura - Via Santeramo;;34;28;42.84;128.49;62.37;;17.46;
10/01/20 07:00;Altamura - Via Santeramo;;34;28;81.43;220.44;94.88;;2.52;
10/01/20 08:00;Altamura - Via Santeramo;;34;28;131.90;308.01;104.86;;3.01;
10/01/20 09:00;Altamura - Via Santeramo;;34;28;64.41;183.64;84.28;;16.55;
10/01/20 10:00;Altamura - Via Santeramo;;34;28;14.00;69.23;47.49;;43.32;
10/01/20 11:00;Altamura - Via Santeramo;;34;28;9.94;53.38;37.93;;52.41;
10/01/20 12:00;Altamura - Via Santeramo;;34;28;6.69;40.51;30.08;;62.06;
10/01/20 13:00;Altamura - Via Santeramo;;34;28;8.30;44.60;31.70;;62.57;
10/01/20 14:00;Altamura - Via Santeramo;;34;28;16.77;84.45;58.41;;48.77;
10/01/20 15:00;Altamura - Via Santeramo;;34;28;7.59;47.75;35.92;;60.77;
10/01/20 16:00;Altamura - Via Santeramo;;34;28;6.39;55.97;45.93;;49.65;
10/01/20 17:00;Altamura - Via Santeramo;;34;28;14.96;92.88;69.57;;22.85;
10/01/20 18:00;Altamura - Via Santeramo;;34;28;27.04;116.81;74.91;;12.90;
10/01/20 19:00;Altamura - Via Santeramo;;34;28;26.17;120.23;79.64;;16.97;
10/01/20 20:00;Altamura - Via Santeramo;;34;28;34.75;144.58;90.76;;9.81;
10/01/20 21:00;Altamura - Via Santeramo;;34;28;35.45;147.46;92.56;;8.06;
10/01/20 22:00;Altamura - Via Santeramo;;34;28;15.30;97.20;73.35;;17.43;
10/01/20 23:00;Altamura - Via Santeramo;;34;28;6.07;65.80;56.21;;27.70;
11/01/20 00:00;Altamura - Via Santeramo;;34;28;4.73;58.32;50.81;;31.02;
11/01/20 01:00;Altamura - Via Santeramo;;25;20;3.10;40.99;36.06;;38.03;
11/01/20 02:00;Altamura - Via Santeramo;;25;20;1.07;24.36;22.61;;50.73;
11/01/20 03:00;Altamura - Via Santeramo;;25;20;0.62;15.27;14.26;;56.39;
11/01/20 04:00;Altamura - Via Santeramo;;25;20;0.51;14.84;13.99;;58.12;
11/01/20 05:00;Altamura - Via Santeramo;;25;20;0.29;11.19;10.69;;59.27;
11/01/20 06:00;Altamura - Via Santeramo;;25;20;0.88;18.70;17.27;;55.35;
11/01/20 07:00;Altamura - Via Santeramo;;25;20;4.16;43.46;36.90;;39.47;
11/01/20 08:00;Altamura - Via Santeramo;;25;20;9.17;60.52;46.21;;31.57;
11/01/20 09:00;Altamura - Via Santeramo;;25;20;7.81;47.48;35.32;;43.36;
11/01/20 10:00;Altamura - Via Santeramo;;25;20;9.39;51.00;36.40;;41.23;
11/01/20 11:00;Altamura - Via Santeramo;;25;20;4.79;30.27;22.80;;58.37;
11/01/20 12:00;Altamura - Via Santeramo;;25;20;8.68;48.52;35.03;;54.69;
11/01/20 13:00;Altamura - Via Santeramo;;25;20;8.65;49.42;35.97;;55.67;
11/01/20 14:00;Altamura - Via Santeramo;;25;20;5.15;38.11;30.06;;63.10;
11/01/20 15:00;Altamura - Via Santeramo;;25;20;2.70;28.24;23.98;;66.60;
11/01/20 16:00;Altamura - Via Santeramo;;25;20;2.85;35.64;31.12;;57.31;
11/01/20 17:00;Altamura - Via Santeramo;;25;20;6.74;56.48;45.90;;38.35;
11/01/20 18:00;Altamura - Via Santeramo;;25;20;16.14;84.53;59.46;;18.26;
11/01/20 19:00;Altamura - Via Santeramo;;25;20;19.93;81.31;50.45;;13.73;
11/01/20 20:00;Altamura - Via Santeramo;;25;20;22.17;87.11;52.79;;10.48;
11/01/20 21:00;Altamura - Via Santeramo;;25;20;26.82;95.95;54.49;;10.35;
11/01/20 22:00;Altamura - Via Santeramo;;25;20;14.22;64.72;42.67;;18.18;
11/01/20 23:00;Altamura - Via Santeramo;;25;20;7.04;44.96;33.98;;24.21;
12/01/20 00:00;Altamura - Via Santeramo;;25;20;5.14;38.15;30.12;;27.30;
12/01/20 01:00;Altamura - Via Santeramo;;23;18;3.66;33.82;28.06;;26.95;
12/01/20 02:00;Altamura - Via Santeramo;;23;18;3.74;32.00;26.13;;;
12/01/20 03:00;Altamura - Via Santeramo;;23;18;1.77;22.07;19.26;;33.01;
12/01/20 04:00;Altamura - Via Santeramo;;23;18;;;;;33.73;
12/01/20 05:00;Altamura - Via Santeramo;;23;18;1.26;16.82;14.81;;34.26;
12/01/20 06:00;Altamura - Via Santeramo;;23;18;0.93;14.32;12.83;;37.08;
12/01/20 07:00;Altamura - Via Santeramo;;23;18;1.67;19.29;16.64;;34.51;
12/01/20 08:00;Altamura - Via Santeramo;;23;18;3.18;26.44;21.45;;29.88;
12/01/20 09:00;Altamura - Via Santeramo;;23;18;4.10;28.62;22.21;;31.79;
12/01/20 10:00;Altamura - Via Santeramo;;23;18;5.40;33.35;24.93;;33.48;
12/01/20 11:00;Altamura - Via Santeramo;;23;18;9.11;43.42;29.28;;35.41;
12/01/20 12:00;Altamura - Via Santeramo;;23;18;7.62;38.62;26.78;;45.04;
12/01/20 13:00;Altamura - Via Santeramo;;23;18;11.27;53.22;35.73;;43.62;
12/01/20 14:00;Altamura - Via Santeramo;;23;18;4.11;29.59;23.17;;55.07;
12/01/20 15:00;Altamura - Via Santeramo;;23;18;1.91;18.82;15.81;;59.44;
12/01/20 16:00;Altamura - Via Santeramo;;23;18;4.07;34.08;27.70;;45.68;
12/01/20 17:00;Altamura - Via Santeramo;;23;18;10.89;59.73;42.79;;32.77;
12/01/20 18:00;Altamura - Via Santeramo;;23;18;11.73;61.77;43.55;;35.24;
12/01/20 19:00;Altamura - Via Santeramo;;23;18;10.09;60.49;44.77;;34.28;
12/01/20 20:00;Altamura - Via Santeramo;;23;18;13.28;77.77;57.10;;22.73;
12/01/20 21:00;Altamura - Via Santeramo;;23;18;13.16;78.84;58.35;;22.20;
12/01/20 22:00;Altamura - Via Santeramo;;23;18;7.70;55.44;43.40;;29.77;
12/01/20 23:00;Altamura - Via Santeramo;;23;18;4.90;44.64;36.94;;32.30;
13/01/20 00:00;Altamura - Via Santeramo;;23;18;3.07;27.27;22.45;;40.13;
13/01/20 01:00;Altamura - Via Santeramo;;20;15;1.48;17.56;15.21;;46.57;
13/01/20 02:00;Altamura - Via Santeramo;;20;15;0.41;11.96;11.28;;52.22;
13/01/20 03:00;Altamura - Via Santeramo;;20;15;0.31;9.02;8.50;;53.09;
13/01/20 04:00;Altamura - Via Santeramo;;20;15;0.26;7.91;7.47;;54.98;
13/01/20 05:00;Altamura - Via Santeramo;;20;15;0.26;9.27;8.82;;53.89;
13/01/20 06:00;Altamura - Via Santeramo;;20;15;1.00;21.19;19.56;;44.29;
13/01/20 07:00;Altamura - Via Santeramo;;20;15;8.38;62.51;49.40;;24.05;
13/01/20 08:00;Altamura - Via Santeramo;;20;15;39.37;131.70;70.88;;10.19;
13/01/20 09:00;Altamura - Via Santeramo;;20;15;34.92;116.18;62.24;;16.97;
13/01/20 10:00;Altamura - Via Santeramo;;20;15;18.01;69.42;41.56;;39.23;
13/01/20 11:00;Altamura - Via Santeramo;;20;15;23.83;80.43;43.61;;36.51;
13/01/20 12:00;Altamura - Via Santeramo;;20;15;26.51;88.94;47.99;;33.57;
13/01/20 13:00;Altamura - Via Santeramo;;20;15;27.62;93.67;50.99;;37.42;
13/01/20 14:00;Altamura - Via Santeramo;;20;15;15.66;63.52;39.27;;43.29;
13/01/20 15:00;Altamura - Via Santeramo;;20;15;8.13;44.73;32.10;;43.48;
13/01/20 16:00;Altamura - Via Santeramo;;20;15;26.66;95.12;53.91;;26.42;
13/01/20 17:00;Altamura - Via Santeramo;;20;15;20.02;87.62;56.60;;20.52;
