Data;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;Benzene
15/07/20 10:00;Altamura - Via Santeramo;;16;11;7.89;35.19;22.99;;87.76;
15/07/20 11:00;Altamura - Via Santeramo;;16;11;5.69;28.52;19.72;;93.65;
15/07/20 12:00;Altamura - Via Santeramo;;16;11;6.00;30.90;21.60;;92.28;
15/07/20 13:00;Altamura - Via Santeramo;;16;11;5.44;29.22;20.78;;94.42;
15/07/20 14:00;Altamura - Via Santeramo;;16;11;2.01;12.00;8.87;;100.80;
15/07/20 15:00;Altamura - Via Santeramo;;16;11;2.49;19.56;15.68;;101.70;
15/07/20 16:00;Altamura - Via Santeramo;;16;11;5.84;33.08;24.02;;83.53;
15/07/20 17:00;Altamura - Via Santeramo;;16;11;8.00;35.31;22.94;;71.25;
15/07/20 18:00;Altamura - Via Santeramo;;16;11;18.58;65.23;36.58;;58.92;
15/07/20 19:00;Altamura - Via Santeramo;;16;11;24.00;81.05;44.06;;55.82;
15/07/20 20:00;Altamura - Via Santeramo;;16;11;25.03;82.18;43.62;;46.25;
15/07/20 21:00;Altamura - Via Santeramo;;16;11;6.67;34.16;23.83;;79.29;
15/07/20 22:00;Altamura - Via Santeramo;;16;11;2.58;16.29;12.28;;89.63;
15/07/20 23:00;Altamura - Via Santeramo;;16;11;4.84;28.75;21.24;;76.71;
16/07/20 00:00;Altamura - Via Santeramo;;16;11;1.44;13.15;10.89;;76.57;
16/07/20 01:00;Altamura - Via Santeramo;;14;10;1.11;8.54;6.80;;82.60;
16/07/20 02:00;Altamura - Via Santeramo;;14;10;1.00;9.91;8.33;;;
16/07/20 03:00;Altamura - Via Santeramo;;14;10;1.04;10.93;9.30;;69.72;
16/07/20 04:00;Altamura - Via Santeramo;;14;10;;;;;72.69;
16/07/20 05:00;Altamura - Via Santeramo;;14;10;1.49;16.02;13.67;;69.61;
16/07/20 06:00;Altamura - Via Santeramo;;14;10;3.21;27.35;22.34;;58.50;
16/07/20 07:00;Altamura - Via Santeramo;;14;10;5.75;36.23;27.30;;64.39;
16/07/20 08:00;Altamura - Via Santeramo;;14;10;5.02;32.18;24.37;;75.06;
16/07/20 09:00;Altamura - Via Santeramo;;14;10;3.10;21.91;17.09;;86.96;
16/07/20 10:00;Altamura - Via Santeramo;;14;10;5.46;29.50;21.04;;92.83;
16/07/20 11:00;Altamura - Via Santeramo;;14;10;4.34;25.83;19.09;;100.36;
16/07/20 12:00;Altamura - Via Santeramo;;14;10;3.59;23.93;18.34;;103.54;
16/07/20 13:00;Altamura - Via Santeramo;;14;10;4.38;23.74;16.96;;108.02;
16/07/20 14:00;Altamura - Via Santeramo;;14;10;2.04;16.39;13.20;;115.56;
16/07/20 15:00;Altamura - Via Santeramo;;14;10;3.97;25.24;19.08;;107.27;
16/07/20 16:00;Altamura - Via Santeramo;;14;10;4.32;29.58;22.87;;99.94;
16/07/20 17:00;Altamura - Via Santeramo;;14;10;9.64;52.36;37.43;;87.25;
16/07/20 18:00;Altamura - Via Santeramo;;14;10;13.77;62.29;41.00;;86.12;
16/07/20 19:00;Altamura - Via Santeramo;;14;10;16.91;74.73;48.60;;75.40;
16/07/20 20:00;Altamura - Via Santeramo;;14;10;7.90;53.98;41.69;;76.84;
16/07/20 21:00;Altamura - Via Santeramo;;14;10;2.72;35.14;30.84;;88.63;
16/07/20 22:00;Altamura - Via Santeramo;;14;10;1.73;16.72;14.01;;100.27;
16/07/20 23:00;Altamura - Via Santeramo;;14;10;1.40;11.91;9.73;;99.02;
17/07/20 00:00;Altamura - Via Santeramo;;14;10;1.49;11.91;9.59;;88.90;
17/07/20 01:00;Altamura - Via Santeramo;;13;10;1.20;11.31;9.43;;88.21;
17/07/20 02:00;Altamura - Via Santeramo;;13;10;1.24;10.89;8.96;;82.77;
17/07/20 03:00;Altamura - Via Santeramo;;13;10;1.06;8.99;7.33;;81.49;
17/07/20 04:00;Altamura - Via Santeramo;;13;10;1.05;7.92;6.28;;80.83;
17/07/20 05:00;Altamura - Via Santeramo;;13;10;1.37;12.38;10.23;;75.83;
17/07/20 06:00;Altamura - Via Santeramo;;13;10;2.60;24.92;20.85;;68.76;
17/07/20 07:00;Altamura - Via Santeramo;;13;10;4.17;32.69;26.19;;64.40;
17/07/20 08:00;Altamura - Via Santeramo;;13;10;6.63;33.72;23.47;;71.16;
17/07/20 09:00;Altamura - Via Santeramo;;13;10;3.57;22.20;16.65;;88.03;
17/07/20 10:00;Altamura - Via Santeramo;;13;10;5.29;29.06;20.86;;97.37;
17/07/20 11:00;Altamura - Via Santeramo;;13;10;4.90;29.62;22.01;;103.32;
17/07/20 12:00;Altamura - Via Santeramo;;13;10;6.46;38.75;28.73;;99.03;
17/07/20 13:00;Altamura - Via Santeramo;;13;10;8.65;46.32;32.92;;94.88;
17/07/20 14:00;Altamura - Via Santeramo;;13;10;3.56;21.85;16.32;;114.08;
17/07/20 15:00;Altamura - Via Santeramo;;13;10;4.11;22.97;16.60;;110.47;
17/07/20 16:00;Altamura - Via Santeramo;;13;10;8.57;42.10;28.84;;94.02;
17/07/20 17:00;Altamura - Via Santeramo;;13;10;5.98;43.74;34.43;;72.80;
17/07/20 18:00;Altamura - Via Santeramo;;13;10;7.07;57.01;45.97;;63.95;
17/07/20 19:00;Altamura - Via Santeramo;;13;10;3.76;43.26;37.34;;70.71;
17/07/20 20:00;Altamura - Via Santeramo;;13;10;7.74;55.48;43.43;;51.27;
17/07/20 21:00;Altamura - Via Santeramo;;13;10;3.64;33.96;28.27;;59.12;
17/07/20 22:00;Altamura - Via Santeramo;;13;10;1.83;19.22;16.35;;61.74;
17/07/20 23:00;Altamura - Via Santeramo;;13;10;1.90;15.48;12.51;;55.32;
18/07/20 00:00;Altamura - Via Santeramo;;13;10;1.45;11.83;9.56;;68.15;
18/07/20 01:00;Altamura - Via Santeramo;;9;6;1.52;11.44;9.08;;65.69;
18/07/20 02:00;Altamura - Via Santeramo;;9;6;1.26;8.79;6.83;;;
18/07/20 03:00;Altamura - Via Santeramo;;9;6;1.17;7.27;5.45;;68.27;
18/07/20 04:00;Altamura - Via Santeramo;;9;6;;;;;67.83;
18/07/20 05:00;Altamura - Via Santeramo;;9;6;1.15;8.26;6.46;;65.65;
18/07/20 06:00;Altamura - Via Santeramo;;9;6;1.90;15.28;12.32;;56.30;
18/07/20 07:00;Altamura - Via Santeramo;;9;6;2.38;14.43;10.74;;58.32;
18/07/20 08:00;Altamura - Via Santeramo;;9;6;3.15;17.38;12.50;;61.92;
18/07/20 09:00;Altamura - Via Santeramo;;9;6;4.22;21.15;14.62;;64.99;
18/07/20 10:00;Altamura - Via Santeramo;;9;6;4.27;21.68;15.06;;69.21;
18/07/20 11:00;Altamura - Via Santeramo;;9;6;5.41;26.81;18.44;;72.18;
18/07/20 12:00;Altamura - Via Santeramo;;9;6;5.03;25.75;17.95;;77.13;
18/07/20 13:00;Altamura - Via Santeramo;;9;6;4.25;22.39;15.81;;79.67;
18/07/20 14:00;Altamura - Via Santeramo;;9;6;1.95;10.54;7.53;;87.25;
18/07/20 15:00;Altamura - Via Santeramo;;9;6;3.00;15.56;10.91;;82.60;
18/07/20 16:00;Altamura - Via Santeramo;;9;6;4.56;23.21;16.14;;81.47;
18/07/20 17:00;Altamura - Via Santeramo;;9;6;11.09;45.02;27.90;;74.06;
18/07/20 18:00;Altamura - Via Santeramo;;9;6;9.71;46.01;30.99;;67.52;
18/07/20 19:00;Altamura - Via Santeramo;;9;6;13.02;65.76;45.61;;55.91;
18/07/20 20:00;Altamura - Via Santeramo;;9;6;11.54;60.63;42.76;;50.85;
18/07/20 21:00;Altamura - Via Santeramo;;9;6;5.09;36.57;28.64;;62.99;
18/07/20 22:00;Altamura - Via Santeramo;;9;6;2.83;22.05;17.63;;69.51;
18/07/20 23:00;Altamura - Via Santeramo;;9;6;2.00;15.77;12.64;;63.96;
19/07/20 00:00;Altamura - Via Santeramo;;9;6;2.07;15.85;12.63;;70.74;
19/07/20 01:00;Altamura - Via Santeramo;;7;4;1.72;12.68;10.00;;75.86;
19/07/20 02:00;Altamura - Via Santeramo;;7;4;1.42;9.60;7.39;;74.69;
19/07/20 03:00;Altamura - Via Santeramo;;7;4;1.17;7.21;5.39;;71.36;
19/07/20 04:00;Altamura - Via Santeramo;;7;4;1.03;5.47;3.88;;74.16;
19/07/20 05:00;Altamura - Via Santeramo;;7;4;0.96;5.37;3.87;;72.41;
19/07/20 06:00;Altamura - Via Santeramo;;7;4;1.11;7.13;5.41;;69.67;
19/07/20 07:00;Altamura - Via Santeramo;;7;4;1.34;8.45;6.36;;68.41;
19/07/20 08:00;Altamura - Via Santeramo;;7;4;1.93;11.05;8.05;;77.76;
19/07/20 09:00;Altamura - Via Santeramo;;7;4;2.27;12.82;9.30;;78.53;
19/07/20 10:00;Altamura - Via Santeramo;;7;4;2.80;14.70;10.37;;80.24;
19/07/20 11:00;Altamura - Via Santeramo;;7;4;3.43;17.03;11.71;;80.97;
19/07/20 12:00;Altamura - Via Santeramo;;7;4;3.55;18.05;12.55;;84.13;
19/07/20 13:00;Altamura - Via Santeramo;;7;4;2.77;14.35;10.06;;87.24;
19/07/20 14:00;Altamura - Via Santeramo;;7;4;1.54;7.33;4.95;;91.36;
19/07/20 15:00;Altamura - Via Santeramo;;7;4;1.88;9.00;6.10;;91.22;
19/07/20 16:00;Altamura - Via Santeramo;;7;4;1.93;10.00;7.01;;89.27;
19/07/20 17:00;Altamura - Via Santeramo;;7;4;2.83;14.86;10.47;;89.13;
19/07/20 18:00;Altamura - Via Santeramo;;7;4;4.42;23.39;16.54;;83.77;
19/07/20 19:00;Altamura - Via Santeramo;;7;4;3.87;26.50;20.49;;77.88;
19/07/20 20:00;Altamura - Via Santeramo;;7;4;5.26;39.24;31.05;;65.70;
19/07/20 21:00;Altamura - Via Santeramo;;7;4;3.48;30.51;25.07;;67.23;
19/07/20 22:00;Altamura - Via Santeramo;;7;4;2.04;20.59;17.38;;71.35;
19/07/20 23:00;Altamura - Via Santeramo;;7;4;1.61;17.22;14.69;;70.68;
20/07/20 00:00;Altamura - Via Santeramo;;7;4;1.29;16.01;13.97;;67.13;
20/07/20 01:00;Altamura - Via Santeramo;;7;5;1.24;10.67;8.73;;70.84;
20/07/20 02:00;Altamura - Via Santeramo;;7;5;1.20;9.39;7.51;;;
20/07/20 03:00;Altamura - Via Santeramo;;7;5;0.92;6.54;5.11;;74.59;
20/07/20 04:00;Altamura - Via Santeramo;;7;5;;;;;67.99;
20/07/20 05:00;Altamura - Via Santeramo;;7;5;1.33;12.33;10.25;;69.88;
20/07/20 06:00;Altamura - Via Santeramo;;7;5;2.85;25.64;21.18;;62.24;
20/07/20 07:00;Altamura - Via Santeramo;;7;5;6.76;37.51;27.03;;59.15;
20/07/20 08:00;Altamura - Via Santeramo;;7;5;3.76;23.99;18.15;;69.23;
20/07/20 09:00;Altamura - Via Santeramo;;7;5;3.34;20.69;15.51;;82.53;
20/07/20 10:00;Altamura - Via Santeramo;;7;5;4.04;22.32;16.06;;85.48;
20/07/20 11:00;Altamura - Via Santeramo;;7;5;3.54;20.71;15.22;;88.90;
20/07/20 12:00;Altamura - Via Santeramo;;7;5;4.01;22.31;16.09;;89.27;
20/07/20 13:00;Altamura - Via Santeramo;;7;5;2.94;17.46;12.90;;95.13;
20/07/20 14:00;Altamura - Via Santeramo;;7;5;2.73;15.81;11.58;;103.55;
20/07/20 15:00;Altamura - Via Santeramo;;7;5;2.90;17.95;13.45;;100.60;
20/07/20 16:00;Altamura - Via Santeramo;;7;5;3.84;22.67;16.71;;92.12;
20/07/20 17:00;Altamura - Via Santeramo;;7;5;8.04;42.76;30.31;;81.99;
20/07/20 18:00;Altamura - Via Santeramo;;7;5;11.23;58.25;40.86;;72.23;
20/07/20 19:00;Altamura - Via Santeramo;;7;5;8.90;58.48;44.64;;60.74;
20/07/20 20:00;Altamura - Via Santeramo;;7;5;16.38;84.66;59.30;;42.21;
20/07/20 21:00;Altamura - Via Santeramo;;7;5;7.52;54.42;42.70;;52.37;
20/07/20 22:00;Altamura - Via Santeramo;;7;5;2.26;24.31;20.76;;74.33;
20/07/20 23:00;Altamura - Via Santeramo;;7;5;1.86;18.62;15.71;;78.61;
21/07/20 00:00;Altamura - Via Santeramo;;7;5;1.85;18.06;15.15;;77.84;
21/07/20 01:00;Altamura - Via Santeramo;;10;7;1.41;11.16;8.97;;79.86;
21/07/20 02:00;Altamura - Via Santeramo;;10;7;1.07;6.79;5.12;;83.08;
21/07/20 03:00;Altamura - Via Santeramo;;10;7;1.00;5.37;3.82;;83.38;
21/07/20 04:00;Altamura - Via Santeramo;;10;7;1.07;5.58;3.93;;81.05;
21/07/20 05:00;Altamura - Via Santeramo;;10;7;1.48;10.54;8.23;;76.11;
21/07/20 06:00;Altamura - Via Santeramo;;10;7;2.73;23.62;19.35;;64.72;
21/07/20 07:00;Altamura - Via Santeramo;;10;7;3.11;25.64;20.79;;63.21;
21/07/20 08:00;Altamura - Via Santeramo;;10;7;5.79;36.15;27.16;;60.19;
21/07/20 09:00;Altamura - Via Santeramo;;10;7;5.17;30.36;22.34;;73.91;
21/07/20 10:00;Altamura - Via Santeramo;;10;7;4.75;27.92;20.56;;81.56;
21/07/20 11:00;Altamura - Via Santeramo;;10;7;4.18;25.54;19.05;;88.77;
21/07/20 12:00;Altamura - Via Santeramo;;10;7;3.79;23.88;18.00;;90.08;
21/07/20 13:00;Altamura - Via Santeramo;;10;7;4.29;25.14;18.48;;90.45;
21/07/20 14:00;Altamura - Via Santeramo;;10;7;2.53;14.86;10.93;;94.01;
21/07/20 15:00;Altamura - Via Santeramo;;10;7;2.74;16.48;12.22;;90.53;
21/07/20 16:00;Altamura - Via Santeramo;;10;7;3.76;23.14;17.30;;87.42;
21/07/20 17:00;Altamura - Via Santeramo;;10;7;6.04;35.50;26.14;;80.74;
21/07/20 18:00;Altamura - Via Santeramo;;10;7;7.85;47.00;34.81;;73.79;
21/07/20 19:00;Altamura - Via Santeramo;;10;7;9.61;63.06;48.12;;63.86;
21/07/20 20:00;Altamura - Via Santeramo;;10;7;7.26;59.39;48.07;;55.19;
21/07/20 21:00;Altamura - Via Santeramo;;10;7;3.96;39.78;33.56;;64.89;
21/07/20 22:00;Altamura - Via Santeramo;;10;7;1.96;21.70;18.62;;77.12;
21/07/20 23:00;Altamura - Via Santeramo;;10;7;1.80;15.15;12.34;;91.60;
22/07/20 00:00;Altamura - Via Santeramo;;10;7;1.37;11.82;9.69;;107.74;
22/07/20 01:00;Altamura - Via Santeramo;;15;11;1.55;11.08;8.67;;117.65;
22/07/20 02:00;Altamura - Via Santeramo;;15;11;1.04;6.47;4.86;;;
22/07/20 03:00;Altamura - Via Santeramo;;15;11;1.06;6.80;5.14;;106.10;
22/07/20 04:00;Altamura - Via Santeramo;;15;11;;;;;89.53;
22/07/20 05:00;Altamura - Via Santeramo;;15;11;1.28;12.15;10.15;;85.40;
22/07/20 06:00;Altamura - Via Santeramo;;15;11;2.08;23.83;20.55;;79.50;
22/07/20 07:00;Altamura - Via Santeramo;;15;11;2.88;31.83;27.30;;70.57;
22/07/20 08:00;Altamura - Via Santeramo;;15;11;5.63;43.04;34.26;;71.71;
22/07/20 09:00;Altamura - Via Santeramo;;15;11;3.94;27.25;21.12;;97.64;
22/07/20 10:00;Altamura - Via Santeramo;;15;11;2.97;23.76;19.12;;107.83;
22/07/20 11:00;Altamura - Via Santeramo;;15;11;3.40;26.07;20.77;;113.25;
22/07/20 12:00;Altamura - Via Santeramo;;15;11;3.37;28.23;22.96;;117.58;
22/07/20 13:00;Altamura - Via Santeramo;;15;11;3.38;26.16;20.88;;115.36;
22/07/20 14:00;Altamura - Via Santeramo;;15;11;2.69;17.36;13.19;;112.41;
22/07/20 15:00;Altamura - Via Santeramo;;15;11;4.66;26.64;19.41;;102.26;
22/07/20 16:00;Altamura - Via Santeramo;;15;11;7.87;43.69;31.50;;89.50;
22/07/20 17:00;Altamura - Via Santeramo;;15;11;9.68;54.59;39.59;;82.89;
22/07/20 18:00;Altamura - Via Santeramo;;15;11;12.61;74.36;54.79;;69.49;
22/07/20 19:00;Altamura - Via Santeramo;;15;11;11.49;78.85;60.98;;60.73;
22/07/20 20:00;Altamura - Via Santeramo;;15;11;6.46;65.09;54.96;;68.29;
22/07/20 21:00;Altamura - Via Santeramo;;15;11;4.26;59.55;52.80;;65.82;
22/07/20 22:00;Altamura - Via Santeramo;;15;11;2.01;31.46;28.25;;84.37;
22/07/20 23:00;Altamura - Via Santeramo;;15;11;1.51;23.59;21.19;;91.99;
23/07/20 00:00;Altamura - Via Santeramo;;15;11;1.45;22.64;20.32;;97.30;
23/07/20 01:00;Altamura - Via Santeramo;;20;14;1.33;14.95;12.85;;101.64;
23/07/20 02:00;Altamura - Via Santeramo;;20;14;1.21;9.50;7.61;;105.63;
23/07/20 03:00;Altamura - Via Santeramo;;20;14;0.94;6.12;4.66;;99.23;
23/07/20 04:00;Altamura - Via Santeramo;;20;14;0.95;6.71;5.22;;100.58;
23/07/20 05:00;Altamura - Via Santeramo;;20;14;1.51;16.07;13.69;;90.48;
23/07/20 06:00;Altamura - Via Santeramo;;20;14;25.24;106.54;67.55;;34.82;
23/07/20 07:00;Altamura - Via Santeramo;;20;14;11.96;73.92;55.34;;60.65;
23/07/20 08:00;Altamura - Via Santeramo;;20;14;4.04;36.61;30.29;;94.72;
23/07/20 09:00;Altamura - Via Santeramo;;20;14;3.49;28.17;22.73;;99.71;
23/07/20 10:00;Altamura - Via Santeramo;;20;14;3.70;27.01;21.24;;105.81;
23/07/20 11:00;Altamura - Via Santeramo;;20;14;4.25;29.78;23.17;;109.08;
23/07/20 12:00;Altamura - Via Santeramo;;20;14;5.14;35.56;27.57;;116.91;
23/07/20 13:00;Altamura - Via Santeramo;;20;14;5.81;37.26;28.23;;130.29;
23/07/20 14:00;Altamura - Via Santeramo;;20;14;3.91;24.18;18.11;;127.14;
23/07/20 15:00;Altamura - Via Santeramo;;20;14;3.45;24.87;19.50;;123.90;
23/07/20 16:00;Altamura - Via Santeramo;;20;14;6.63;40.16;29.88;;110.64;
23/07/20 17:00;Altamura - Via Santeramo;;20;14;10.04;58.08;42.50;;104.86;
23/07/20 18:00;Altamura - Via Santeramo;;20;14;11.29;64.31;46.80;;96.37;
23/07/20 19:00;Altamura - Via Santeramo;;20;14;5.84;46.43;37.32;;98.63;
23/07/20 20:00;Altamura - Via Santeramo;;20;14;3.72;44.96;39.09;;83.05;
23/07/20 21:00;Altamura - Via Santeramo;;20;14;4.48;43.11;36.09;;77.02;
23/07/20 22:00;Altamura - Via Santeramo;;20;14;2.22;34.76;31.23;;76.63;
23/07/20 23:00;Altamura - Via Santeramo;;20;14;1.70;18.96;16.29;;92.95;
24/07/20 00:00;Altamura - Via Santeramo;;20;14;1.52;16.17;13.78;;95.59;
24/07/20 01:00;Altamura - Via Santeramo;;23;14;1.24;11.81;9.86;;95.89;
24/07/20 02:00;Altamura - Via Santeramo;;23;14;1.02;10.26;8.66;;;
24/07/20 03:00;Altamura - Via Santeramo;;23;14;1.12;9.00;7.25;;99.19;
24/07/20 04:00;Altamura - Via Santeramo;;23;14;;;;;88.68;
24/07/20 05:00;Altamura - Via Santeramo;;23;14;1.24;17.18;15.22;;90.50;
24/07/20 06:00;Altamura - Via Santeramo;;23;14;2.42;33.02;29.18;;75.67;
24/07/20 07:00;Altamura - Via Santeramo;;23;14;6.16;45.35;35.76;;62.49;
24/07/20 08:00;Altamura - Via Santeramo;;23;14;3.75;30.02;24.17;;86.04;
24/07/20 09:00;Altamura - Via Santeramo;;23;14;3.00;22.56;17.89;;98.01;
24/07/20 10:00;Altamura - Via Santeramo;;23;14;4.07;26.60;20.27;;106.74;
24/07/20 11:00;Altamura - Via Santeramo;;23;14;3.15;24.57;19.65;;118.11;
24/07/20 12:00;Altamura - Via Santeramo;;23;14;2.54;18.14;14.19;;107.43;
24/07/20 13:00;Altamura - Via Santeramo;;23;14;4.20;25.95;19.43;;112.52;
24/07/20 14:00;Altamura - Via Santeramo;;23;14;2.33;17.25;13.63;;117.00;
24/07/20 15:00;Altamura - Via Santeramo;;23;14;3.85;27.91;21.91;;124.26;
24/07/20 16:00;Altamura - Via Santeramo;;23;14;6.52;36.49;26.38;;117.00;
24/07/20 17:00;Altamura - Via Santeramo;;23;14;11.37;57.18;39.57;;97.59;
24/07/20 18:00;Altamura - Via Santeramo;;23;14;19.69;79.66;49.26;;78.74;
24/07/20 19:00;Altamura - Via Santeramo;;23;14;24.74;97.63;59.44;;65.01;
24/07/20 20:00;Altamura - Via Santeramo;;23;14;17.29;85.52;58.76;;55.88;
24/07/20 21:00;Altamura - Via Santeramo;;23;14;5.13;55.91;47.85;;53.47;
24/07/20 22:00;Altamura - Via Santeramo;;23;14;2.32;20.76;17.14;;75.14;
24/07/20 23:00;Altamura - Via Santeramo;;23;14;1.85;13.43;10.56;;98.57;
25/07/20 00:00;Altamura - Via Santeramo;;23;14;1.95;14.40;11.36;;91.08;
25/07/20 01:00;Altamura - Via Santeramo;;15;9;1.27;10.18;8.20;;90.16;
25/07/20 02:00;Altamura - Via Santeramo;;15;9;1.23;8.66;6.74;;87.21;
25/07/20 03:00;Altamura - Via Santeramo;;15;9;1.01;7.36;5.79;;89.00;
25/07/20 04:00;Altamura - Via Santeramo;;15;9;0.85;10.28;8.93;;81.81;
25/07/20 05:00;Altamura - Via Santeramo;;15;9;1.00;13.48;11.90;;79.87;
25/07/20 06:00;Altamura - Via Santeramo;;15;9;1.50;26.44;24.04;;73.41;
25/07/20 07:00;Altamura - Via Santeramo;;15;9;3.57;33.49;27.90;;69.75;
25/07/20 08:00;Altamura - Via Santeramo;;15;9;3.35;24.94;19.72;;76.30;
25/07/20 09:00;Altamura - Via Santeramo;;15;9;3.23;20.17;15.16;;82.28;
25/07/20 10:00;Altamura - Via Santeramo;;15;9;3.91;23.72;17.66;;79.80;
25/07/20 11:00;Altamura - Via Santeramo;;15;9;3.94;23.14;17.03;;85.54;
25/07/20 12:00;Altamura - Via Santeramo;;15;9;4.68;28.53;21.27;;87.35;
25/07/20 13:00;Altamura - Via Santeramo;;15;9;3.58;22.57;17.01;;92.10;
25/07/20 14:00;Altamura - Via Santeramo;;15;9;2.55;16.09;12.13;;96.77;
25/07/20 15:00;Altamura - Via Santeramo;;15;9;2.08;14.64;11.41;;84.52;
25/07/20 16:00;Altamura - Via Santeramo;;15;9;2.51;18.26;14.36;;77.10;
25/07/20 17:00;Altamura - Via Santeramo;;15;9;7.35;42.25;30.85;;70.72;
25/07/20 18:00;Altamura - Via Santeramo;;15;9;9.11;51.38;37.26;;67.85;
25/07/20 19:00;Altamura - Via Santeramo;;15;9;9.95;55.02;39.60;;63.27;
25/07/20 20:00;Altamura - Via Santeramo;;15;9;5.81;44.41;35.35;;60.74;
25/07/20 21:00;Altamura - Via Santeramo;;15;9;3.24;27.84;22.77;;68.47;
25/07/20 22:00;Altamura - Via Santeramo;;15;9;1.90;14.70;11.74;;81.68;
25/07/20 23:00;Altamura - Via Santeramo;;15;9;1.67;11.81;9.20;;87.33;
26/07/20 00:00;Altamura - Via Santeramo;;15;9;1.79;12.18;9.39;;86.06;
26/07/20 01:00;Altamura - Via Santeramo;;10;7;1.51;10.64;8.30;;88.49;
26/07/20 02:00;Altamura - Via Santeramo;;10;7;1.34;8.13;6.05;;;
26/07/20 03:00;Altamura - Via Santeramo;;10;7;1.07;6.75;5.09;;87.72;
26/07/20 04:00;Altamura - Via Santeramo;;10;7;;;;;83.09;
26/07/20 05:00;Altamura - Via Santeramo;;10;7;1.07;5.67;4.00;;82.89;
26/07/20 06:00;Altamura - Via Santeramo;;10;7;1.16;6.32;4.53;;88.08;
26/07/20 07:00;Altamura - Via Santeramo;;10;7;1.27;7.89;5.92;;82.95;
26/07/20 08:00;Altamura - Via Santeramo;;10;7;1.52;8.63;6.27;;86.55;
26/07/20 09:00;Altamura - Via Santeramo;;10;7;2.87;15.61;11.16;;89.97;
26/07/20 10:00;Altamura - Via Santeramo;;10;7;2.79;15.57;11.26;;95.39;
26/07/20 11:00;Altamura - Via Santeramo;;10;7;2.78;16.15;11.85;;97.00;
26/07/20 12:00;Altamura - Via Santeramo;;10;7;3.19;18.62;13.67;;96.71;
26/07/20 13:00;Altamura - Via Santeramo;;10;7;2.13;12.56;9.26;;101.40;
26/07/20 14:00;Altamura - Via Santeramo;;10;7;1.70;7.77;5.14;;104.86;
26/07/20 15:00;Altamura - Via Santeramo;;10;7;1.46;8.00;5.74;;103.50;
26/07/20 16:00;Altamura - Via Santeramo;;10;7;1.97;10.26;7.20;;101.73;
26/07/20 17:00;Altamura - Via Santeramo;;10;7;2.20;13.84;10.43;;100.36;
26/07/20 18:00;Altamura - Via Santeramo;;10;7;2.75;20.15;15.86;;95.67;
26/07/20 19:00;Altamura - Via Santeramo;;10;7;3.67;24.96;19.25;;91.88;
26/07/20 20:00;Altamura - Via Santeramo;;10;7;2.56;28.41;24.39;;82.31;
26/07/20 21:00;Altamura - Via Santeramo;;10;7;2.15;23.76;20.39;;89.17;
26/07/20 22:00;Altamura - Via Santeramo;;10;7;1.71;21.62;18.91;;85.98;
26/07/20 23:00;Altamura - Via Santeramo;;10;7;1.45;17.49;15.21;;88.85;
27/07/20 00:00;Altamura - Via Santeramo;;10;7;1.32;15.05;12.96;;86.74;
27/07/20 01:00;Altamura - Via Santeramo;;14;9;1.37;11.03;8.89;;90.27;
27/07/20 02:00;Altamura - Via Santeramo;;14;9;1.06;8.86;7.20;;91.85;
27/07/20 03:00;Altamura - Via Santeramo;;14;9;1.05;6.62;4.99;;91.82;
27/07/20 04:00;Altamura - Via Santeramo;;14;9;1.23;6.88;4.98;;89.41;
27/07/20 05:00;Altamura - Via Santeramo;;14;9;1.42;9.84;7.64;;84.11;
27/07/20 06:00;Altamura - Via Santeramo;;14;9;3.09;23.23;18.42;;73.54;
27/07/20 07:00;Altamura - Via Santeramo;;14;9;5.12;35.01;27.05;;65.92;
27/07/20 08:00;Altamura - Via Santeramo;;14;9;5.39;36.99;28.61;;73.26;
27/07/20 09:00;Altamura - Via Santeramo;;14;9;4.76;31.63;24.23;;82.17;
27/07/20 10:00;Altamura - Via Santeramo;;14;9;4.33;29.46;22.73;;87.93;
27/07/20 11:00;Altamura - Via Santeramo;;14;9;4.79;29.27;21.83;;89.91;
27/07/20 12:00;Altamura - Via Santeramo;;14;9;5.23;29.61;21.50;;89.64;
27/07/20 13:00;Altamura - Via Santeramo;;14;9;4.86;25.27;17.75;;90.07;
27/07/20 14:00;Altamura - Via Santeramo;;14;9;2.88;15.56;11.09;;94.80;
27/07/20 15:00;Altamura - Via Santeramo;;14;9;3.52;19.12;13.66;;91.89;
27/07/20 16:00;Altamura - Via Santeramo;;14;9;7.48;34.69;23.12;;82.12;
27/07/20 17:00;Altamura - Via Santeramo;;14;9;9.75;50.30;35.20;;75.78;
27/07/20 18:00;Altamura - Via Santeramo;;14;9;11.34;61.77;44.19;;65.80;
27/07/20 19:00;Altamura - Via Santeramo;;14;9;11.41;71.09;53.37;;54.07;
27/07/20 20:00;Altamura - Via Santeramo;;14;9;6.98;64.89;53.96;;50.09;
27/07/20 21:00;Altamura - Via Santeramo;;14;9;4.15;43.83;37.31;;61.27;
27/07/20 22:00;Altamura - Via Santeramo;;14;9;2.33;25.73;22.07;;71.98;
27/07/20 23:00;Altamura - Via Santeramo;;14;9;1.44;21.19;18.89;;79.25;
28/07/20 00:00;Altamura - Via Santeramo;;14;9;1.76;16.59;13.83;;85.93;
28/07/20 01:00;Altamura - Via Santeramo;;15;10;1.29;10.76;8.74;;93.17;
28/07/20 02:00;Altamura - Via Santeramo;;15;10;0.99;5.37;3.83;;;
